index,mRNA,methylation,miRNA,mrna_meth,mrna_mirna,mirna_meth,VCDN
0,0.1377098262310028,0.16246336698532104,0.08977136015892029,0.09659558534622192,0.07322713732719421,0.05946166813373566,0.5731981992721558
1,0.050384268164634705,0.06276295334100723,0.042202405631542206,748804.125,168670.640625,266221.90625,0.5387765169143677
2,0.07447309792041779,0.08196163922548294,0.043395280838012695,72802984.0,15370250.0,22307928.0,0.5058083534240723
3,0.07253504544496536,0.0768527016043663,0.05055193603038788,4145772.25,994516.5,1003908.5,0.7015227675437927
4,0.04996952414512634,0.055145274847745895,0.04553249850869179,1508761.375,670142.125,593071.125,0.7511487007141113
5,0.03542393818497658,0.042707256972789764,0.03591414541006088,1410243.75,428554.625,470855.46875,8.329750061035156
6,0.032206375151872635,0.035720620304346085,0.030287913978099823,507337.875,132642.125,79614.21875,1.838861346244812
7,0.03633293882012367,0.035495955497026443,0.029430393129587173,302141.40625,172850.078125,135131.78125,0.43856292963027954
8,0.03650039806962013,0.03665725141763687,0.030224401503801346,1180923.125,302768.09375,410358.4375,0.7186058163642883
9,0.036127228289842606,0.03777751699090004,0.031149132177233696,946313.1875,429505.625,215434.484375,0.4783913195133209
10,0.03258496895432472,0.0356610044836998,0.031315192580223083,9668.4326171875,160564.515625,136471.078125,0.7375341057777405
11,0.027623657137155533,0.03113832324743271,0.029573954641819,1293288.0,121069.78125,392689.53125,5.29775857925415
12,0.023813441395759583,0.02867690473794937,0.02696201764047146,843139.75,70599.875,262706.0625,5.2975544929504395
13,0.02269570529460907,0.025901054963469505,0.025276735424995422,171267.3125,212874.125,73292.9453125,12.552179336547852
14,0.023028189316391945,0.025540489703416824,0.024179311469197273,381919.65625,177013.265625,149234.921875,2.7692935466766357
15,0.022867076098918915,0.024633457884192467,0.022780349478125572,819887.875,72906.890625,222106.765625,3.289440393447876
16,0.0233461856842041,0.0243125818669796,0.022622952237725258,251977.859375,31463.591796875,176106.78125,0.5446307063102722
17,0.022965185344219208,0.02443808875977993,0.02334999106824398,109717.8671875,37781.703125,42452.80078125,4.902502536773682
18,0.021822525188326836,0.02444131299853325,0.023894816637039185,493437.84375,84865.1484375,74384.3203125,15.21130657196045
19,0.021122831851243973,0.024311410263180733,0.023077521473169327,373635.09375,119620.8125,156566.90625,1.2909674644470215
20,0.019826434552669525,0.024594349786639214,0.021491441875696182,14780.2646484375,75315.859375,77708.8984375,0.5341725945472717
21,0.019382499158382416,0.02343885973095894,0.021107930690050125,231893.71875,42425.328125,2299.221923828125,0.4356144368648529
22,0.018943555653095245,0.022726332768797874,0.020150622352957726,350171.4375,18986.396484375,79780.703125,1.2507127523422241
23,0.019244439899921417,0.022199010476469994,0.020208507776260376,104896.890625,10332.404296875,110675.2421875,2.958225965499878
24,0.019784845411777496,0.021746495738625526,0.019825171679258347,49402.0,36680.3515625,31824.833984375,3.1010239124298096
25,0.019120628014206886,0.021550463512539864,0.019796762615442276,224558.609375,55754.42578125,12964.6904296875,1.4354071617126465
26,0.019044699147343636,0.021259920671582222,0.019755400717258453,178231.296875,38714.7734375,59202.37890625,5.096889019012451
27,0.018405940383672714,0.021613212302327156,0.019352074712514877,12970.2373046875,24593.1875,58309.515625,0.7722627520561218
28,0.01778678596019745,0.02148977853357792,0.019118504598736763,103325.578125,9530.8095703125,25473.79296875,0.6204643249511719
29,0.017529353499412537,0.021381348371505737,0.018635792657732964,160873.3125,4562.3525390625,14745.69921875,1.5582804679870605
30,0.01775634102523327,0.020946618169546127,0.018508780747652054,66041.5,10635.5673828125,27225.888671875,2.90275239944458
31,0.017607441172003746,0.021081579849123955,0.018288468942046165,17662.330078125,24249.1015625,41673.79296875,1.7442632913589478
32,0.017416004091501236,0.020699787884950638,0.018299594521522522,103033.0859375,22804.646484375,24283.669921875,1.4295125007629395
33,0.017863517627120018,0.020575042814016342,0.017992736771702766,93536.421875,16707.646484375,1566.705322265625,1.3487833738327026
34,0.01751520298421383,0.020177431404590607,0.017992570996284485,13215.53515625,11266.998046875,17362.40625,2.367621421813965
35,0.017647795379161835,0.02029367908835411,0.017857946455478668,31328.4765625,4863.205078125,31107.591796875,1.6861335039138794
36,0.01725645922124386,0.02001117542386055,0.01751190796494484,76509.2578125,1064.7421875,13015.3408203125,1.747257947921753
37,0.017073774710297585,0.019445957615971565,0.017947634682059288,47854.5390625,4221.8583984375,3798.34765625,3.949425458908081
38,0.017107302322983742,0.019622163847088814,0.0175422802567482,3215.559326171875,9560.591796875,11416.953125,5.062459945678711
39,0.017063023522496223,0.019464882090687752,0.016970038414001465,34046.58984375,9754.8642578125,14958.7041015625,2.1620523929595947
40,0.01715766452252865,0.019416961818933487,0.017433058470487595,55120.82421875,8340.84765625,12653.197265625,5.518177509307861
41,0.017131656408309937,0.01931575872004032,0.016979260370135307,22288.60546875,5765.296875,4626.73388671875,1.263625979423523
42,0.016964083537459373,0.019449740648269653,0.016906384378671646,4699.9921875,3206.84326171875,1654.5335693359375,1.1834111213684082
43,0.016636360436677933,0.01934691146016121,0.016716545447707176,26912.451171875,587.8837890625,8849.4599609375,0.7415000200271606
44,0.01666596718132496,0.01911778189241886,0.01723332330584526,35937.06640625,1030.0997314453125,10386.8583984375,5.024017333984375
45,0.016708001494407654,0.018639015033841133,0.017024781554937363,11588.8671875,3191.405517578125,3613.78466796875,2.806448459625244
46,0.016920628026127815,0.018732333555817604,0.01667683944106102,6941.77880859375,4146.51953125,1204.499755859375,3.287086248397827
47,0.016813263297080994,0.018699640408158302,0.01623271405696869,21196.64453125,4090.01513671875,3947.9345703125,1.1647151708602905
48,0.016736581921577454,0.018316736444830894,0.016478687524795532,20151.525390625,3428.121337890625,5877.27978515625,1.0127400159835815
49,0.016321148723363876,0.01851295493543148,0.01652512699365616,6757.38134765625,2748.810546875,4893.400390625,1.1995594501495361
50,0.01650092750787735,0.01853916607797146,0.016574090346693993,8182.46630859375,1173.3341064453125,1607.8056640625,1.310631275177002
51,0.016279298812150955,0.018049206584692,0.015930451452732086,18871.783203125,323.0014953613281,768.2394409179688,1.8175058364868164
52,0.01625674217939377,0.017958685755729675,0.016315795481204987,12377.150390625,625.1956787109375,3739.60009765625,1.8541351556777954
53,0.01611349545419216,0.018274663016200066,0.01591913402080536,3028.739990234375,1388.089111328125,4253.70361328125,1.5122487545013428
54,0.016298549249768257,0.018011869862675667,0.01625934988260269,5887.8544921875,1826.8173828125,1704.2318115234375,1.96515953540802
55,0.015977948904037476,0.018251653760671616,0.015978235751390457,13020.1474609375,1754.8280029296875,881.9432373046875,2.17556095123291
56,0.0161238145083189,0.017761074006557465,0.01593133807182312,8338.9443359375,1703.63232421875,1584.1715087890625,2.038884401321411
57,0.016161443665623665,0.017839619889855385,0.015728920698165894,2391.410400390625,1170.0615234375,2347.4970703125,2.091740846633911
58,0.015824275091290474,0.017999567091464996,0.015972377732396126,5510.20166015625,604.675048828125,2215.049072265625,1.0466347932815552
59,0.01603030040860176,0.017762599512934685,0.015604903921484947,8373.2578125,188.4647979736328,828.5339965820312,5.811647415161133
60,0.01583426259458065,0.017617926001548767,0.015588927082717419,6286.97998046875,438.0414123535156,452.97430419921875,0.9830940365791321
61,0.015750238671898842,0.01760084554553032,0.01568232849240303,3412.188232421875,694.4060668945312,1422.25390625,1.5999915599822998
62,0.015704503282904625,0.017224611714482307,0.01567767560482025,6097.07666015625,786.1610107421875,1619.31787109375,1.2613049745559692
63,0.015609025955200195,0.017703086137771606,0.01571279764175415,5936.57177734375,859.8326416015625,1031.2921142578125,1.435941457748413
64,0.015599576756358147,0.017421966418623924,0.015618620440363884,3393.977294921875,828.5726318359375,652.7254638671875,1.2442809343338013
65,0.015613599680364132,0.017185160890221596,0.015492281876504421,2345.370849609375,606.8749389648438,701.6428833007812,0.6718723773956299
66,0.015728123486042023,0.01737947016954422,0.015524113550782204,4968.8662109375,302.2063293457031,1066.88427734375,1.8157823085784912
67,0.015612541697919369,0.01732610911130905,0.015523765236139297,5594.34033203125,235.7572784423828,1150.1048583984375,1.4282833337783813
68,0.015614394098520279,0.01722864620387554,0.01556974183768034,3277.2509765625,227.8236846923828,714.9942016601562,4.277278900146484
69,0.0156337171792984,0.01735585182905197,0.015302782878279686,3126.42822265625,338.0106506347656,342.85205078125,2.064016819000244
