,train_accuracy,train_F1,test_accuracy,test_F1,train_acc_Normal,train_acc_Basal,train_acc_Her2,train_acc_LumA,train_acc_LumB,test_acc_Normal,test_acc_Basal,test_acc_Her2,test_acc_LumA,test_acc_LumB
0,0.2,0.06666666666666667,0.1358695652173913,0.03250468067401706,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40,0.7779904306220096,0.7345212980593965,0.75,0.7393466990758509,0.9090909090909091,0.9665071770334929,0.9521531100478469,0.937799043062201,0.12440191387559808,0.8,0.8571428571428571,0.9,0.8764044943820225,0.21875
80,0.9253588516746412,0.924302311417609,0.7663043478260869,0.7780497654820633,0.9760765550239234,0.9808612440191388,0.9952153110047847,0.8660287081339713,0.8086124401913876,0.84,0.9285714285714286,0.9,0.6741573033707865,0.78125
120,0.9655502392344497,0.9654740296081901,0.8260869565217391,0.8319067028985507,0.9760765550239234,0.9904306220095693,0.9952153110047847,0.9282296650717703,0.937799043062201,0.8,0.9642857142857143,0.9,0.7528089887640449,0.90625
160,0.9665071770334929,0.9662685871205998,0.8043478260869565,0.8123931413268887,0.9712918660287081,0.9904306220095693,0.9952153110047847,0.8947368421052632,0.9808612440191388,0.8,0.9642857142857143,0.9,0.7191011235955056,0.875
200,0.9770334928229665,0.9769921493823933,0.8315217391304348,0.836394822985218,0.9760765550239234,0.9904306220095693,0.9952153110047847,0.9473684210526315,0.9760765550239234,0.76,0.9642857142857143,0.9,0.797752808988764,0.84375
240,0.9799043062200957,0.9799095545149832,0.842391304347826,0.8449733386333768,0.9808612440191388,0.9904306220095693,0.9952153110047847,0.9760765550239234,0.9569377990430622,0.76,1.0,0.6,0.8651685393258427,0.78125
280,0.9818181818181818,0.9818260496571762,0.8369565217391305,0.8412615525162753,0.9760765550239234,0.9904306220095693,0.9952153110047847,0.9665071770334929,0.9808612440191388,0.72,1.0,0.6,0.8426966292134831,0.84375
320,0.9894736842105263,0.9894739907892078,0.8478260869565217,0.8476185598411664,0.9904306220095693,0.9904306220095693,1.0,1.0,0.9665071770334929,0.72,1.0,0.6,0.9101123595505618,0.71875
360,0.9827751196172249,0.9827586028893681,0.8315217391304348,0.8382076962092677,0.9760765550239234,0.9904306220095693,1.0,0.9521531100478469,0.9952153110047847,0.76,0.9642857142857143,0.6,0.8089887640449438,0.90625
400,0.9866028708133971,0.9865934740359371,0.8478260869565217,0.849927105564541,0.9856459330143541,0.9904306220095693,1.0,0.9760765550239234,0.9808612440191388,0.72,0.9642857142857143,0.6,0.8876404494382022,0.8125
