features,features,shapley_values
0,DBF4|10926,0.0006321496048881374
53,PFAS|5198,0.0007139726337163841
54,C15orf61|145853,0.0009159162314728696
55,MORF4L1|10933,0.0007020054239680784
56,DIAPH1|1729,0.000645165247339423
57,AP3M2|10947,0.0006576283434357198
58,ZNF347|84671,0.000788735513796044
59,RBP1|5947,0.0010469827968149087
60,ICK|22858,0.000743974821317468
61,DHRS4|10901,0.0007973550996750738
62,MEX3C|51320,0.0006438601262417657
63,NT5DC1|221294,0.0006411297064259625
64,SNX4|8723,0.0008244816675622582
65,GPC1|2817,0.0008812594301242879
66,C14orf118|55668,0.0007692743310750445
67,FTL|2512,0.0008419193751553081
68,RGS4|5999,0.000855447408788186
69,C15orf40|123207,0.000773213909082566
70,GGTLC2|91227,0.0009611393953975773
71,ZNF384|171017,0.000669045670349121
72,ZBTB10|65986,0.0008874347269972763
73,ASCC2|84164,0.0009815850330561677
74,BRAP|8315,0.0008284837198722252
75,CYB561D1|284613,0.0006855718123782224
76,COX7A2L|9167,0.0006799464466547428
77,GFPT2|9945,0.0009939332417013519
78,NNT|23530,0.0006772124271657463
79,FAM21C|253725,0.0007084312759672836
80,RUNDC2C|440352,0.0008621580415282864
81,PSMD13|5719,0.0007129221394373186
82,PRF1|5551,0.000834325226396683
83,ITGB3BP|23421,0.0008000594577139126
84,ATP6V1D|51382,0.00083599134255548
85,PPFIBP2|8495,0.0006891816279771324
86,UGGT1|56886,0.0006607356850688546
87,SP110|3431,0.0006459962828666847
88,FAM53C|51307,0.0006916648728597739
89,MTMR4|9110,0.0008120848920878242
90,TRIM22|10346,0.0008976369096274783
91,UBE4B|10277,0.0007391477292209151
92,ZNF383|163087,0.0007571500853000646
93,PQLC3|130814,0.0008267233727988973
94,TMCO6|55374,0.0006985459456517875
95,UTP20|27340,0.0007415232078404574
96,SNX15|29907,0.0007535240600205234
97,LTBP1|4052,0.0008384687584239223
98,TMEM187|8269,0.0006950616321016129
99,MMP15|4324,0.0009049945632191063
100,DENND1C|79958,0.0007065194076272285
101,C3orf62|375341,0.0008991719351263011
102,RIOK3|8780,0.0008664591498100062
103,BPTF|2186,0.0006086771981068698
104,GPSM1|26086,0.0007979316719817132
105,SELS|55829,0.0006835567633478281
106,MAMSTR|284358,0.0007799358128643317
107,ING5|84289,0.000785664367180434
108,ATXN7L3B|552889,0.000790565548318872
109,ZBTB2|57621,0.0007109398934088725
110,PPME1|51400,0.0007667687132396889
111,DNAJC21|134218,0.0007543272182860498
112,RPS11|6205,0.0007876482534798239
113,DNAJC13|23317,0.0008841328765200638
114,ZNF576|79177,0.0006958995380359884
115,SAR1A|56681,0.0006947403423287635
116,HSP90AB2P|391634,0.0008186604639375134
117,STARD4|134429,0.0009522693996439687
118,FLJ42627|645644,0.0008275674904686744
119,CAPN12|147968,0.0008257283659306408
120,ZMAT3|64393,0.000784462753079519
121,FAM50B|26240,0.000992643284840439
122,SLC38A10|124565,0.0006510551720511665
123,UNC13B|10497,0.0006704886317784322
124,LOC651250|651250,0.0007260185796979256
125,PPP2R5A|5525,0.0007911462189129745
126,EFHD2|79180,0.000719908378430815
127,CCDC101|112869,0.0008177684737970889
128,MIER2|54531,0.0006400956115515704
129,ANP32A|8125,0.0007542443506679635
130,NOM1|64434,0.0007194828533381451
131,CMPK2|129607,0.0009814162233144081
132,COPG2|26958,0.0007689983837251705
133,TCFL5|10732,0.0009399317631714971
134,UAP1|6675,0.0007848524262510867
135,RGS3|5998,0.0005822900879386142
136,NCRNA00115|79854,0.0007332918782426484
137,GLIS2|84662,0.0006610739664076282
138,NDUFA6|4700,0.0007392949329580394
139,FAM53A|152877,0.0008333143373005957
140,HES1|3280,0.0007717872281886755
141,JRK|8629,0.0007689762010236233
142,ARL6IP6|151188,0.0006074525487028226
143,CROCCL1|84809,0.0006633836614523424
144,GXYLT1|283464,0.000608963779322732
145,CCDC102B|79839,0.000857601953466449
146,RTEL1|51750,0.0006954672585876192
147,FOXO3|2309,0.0006837434637927765
148,NUP43|348995,0.0005818605860301602
149,ZNF517|340385,0.0007535566754905078
150,RRP7B|91695,0.0008172496058209372
151,TCIRG1|10312,0.0008812441572457033
152,PLBD1|79887,0.0007908869130301572
153,FGD6|55785,0.0007869151483264363
154,KCTD15|79047,0.0009489339396152022
155,RAB3GAP1|22930,0.000774122016950876
156,NFKB1|4790,0.0007344386793767688
157,CTSA|5476,0.0007473368876773751
158,VSIG10|54621,0.000576930552882755
159,HMBOX1|79618,0.000743911097662823
160,CDK5RAP1|51654,0.0006892789164078945
161,MAPKAPK3|7867,0.0007634713784706973
162,MTA1|9112,0.0007368256341135308
163,BRD9|65980,0.0006118808928314879
164,C5orf25|375484,0.0007726567464833231
165,SLC38A2|54407,0.000861550154573374
166,LOC730101|730101,0.0006742973646485025
167,DLG1|1739,0.0009246529598992316
168,CREBBP|1387,0.0007812193990715231
169,ZFP112|7771,0.0008071217430568324
170,CERK|64781,0.0007289809714380316
171,ASAP1|50807,0.0008001286004096898
172,INPPL1|3636,0.0007592212961900482
173,HSDL1|83693,0.0008268875582281168
174,CAMKK2|10645,0.000814057258635524
175,GIPC3|126326,0.0007364241907068114
176,ATP6V1A|523,0.0006170330076058356
177,A4GALT|53947,0.0008292848672894102
178,IWS1|55677,0.0008014473420892711
179,SECTM1|6398,0.0007120180879485868
180,C14orf1|11161,0.0007746640085361977
181,MLLT3|4300,0.0008507049085805986
182,SUPT7L|9913,0.0007740408495272576
183,RSRC1|51319,0.0007790251754921748
184,SDHAP3|728609,0.0007396363028589169
185,LAMP2|3920,0.0007518623106727612
186,DSCR3|10311,0.0006751628514591598
187,SLC43A1|8501,0.0009159961681211874
188,HGSNAT|138050,0.0008338121256299222
189,CNOT2|4848,0.0007487526409775181
190,ZNF682|91120,0.000836544533893183
191,C2orf7|84279,0.0006479311502631298
192,DDX59|83479,0.0007198663395220976
193,HOPX|84525,0.0008333316723847565
194,POU2F2|5452,0.0007665382346878503
195,CCDC34|91057,0.0008509087079242107
196,POLR3F|10621,0.0007379815361675789
197,ADAMTS4|9507,0.0007851388269876294
198,LMCD1|29995,0.0007841137679935203
199,DIS3L2|129563,0.0007323651153349638
200,MUT|4594,0.0006208520395000411
201,PARG|8505,0.0007877704072349371
202,ZNF322A|79692,0.0008543728843196908
203,ANKRD10|55608,0.0006689131277955368
204,TERF2|7014,0.0007091033114470267
205,NIPAL3|57185,0.0007621971381366942
206,UBR5|51366,0.0008217390890158144
207,SEPT2|4735,0.0005824079080184092
208,DNAJC7|7266,0.0006474983714133008
209,ACY1|95,0.0007328202783565877
210,GPR4|2828,0.0006635274460036558
211,DPAGT1|1798,0.0007162516330288488
212,ALG8|79053,0.0006657249349198402
213,EML1|2009,0.0007977744481866511
214,POFUT1|23509,0.00092473069417865
215,NFASC|23114,0.0007966962906993004
216,USP51|158880,0.0007583906380707316
217,TNFAIP8L1|126282,0.0007519297260624304
218,TRMT5|57570,0.0006614106317658443
219,ECH1|1891,0.0008942098882242286
220,SGPP1|81537,0.0007364894029831682
221,CEP250|11190,0.0008465810028442578
222,DIO2|1734,0.0010224195063780932
223,RABGGTB|5876,0.0007998090862578074
224,KIAA0226|9711,0.0008670044769371175
225,ZNF354A|6940,0.0007240896078750764
226,BRF2|55290,0.0008929519295939685
227,LOC100130776|100130776,0.0007091444076366798
228,NOL6|65083,0.0005663867095705681
229,BRPF1|7862,0.0008557369403345307
230,COX16|51241,0.0009273270215919081
231,ZNF616|90317,0.0008917474468109817
232,FLCN|201163,0.0007952755418497318
233,GPN2|54707,0.0008922112186894296
234,C9orf3|84909,0.0006364614603334419
235,MPP1|4354,0.0009015611577132928
236,ZNF268|10795,0.0006955338314523755
237,CD24|100133941,0.0008956616865690463
238,FAM167B|84734,0.0007915881822830205
239,LOC25845|25845,0.0006615606230169803
240,ANKRD13B|124930,0.0008750365694698359
241,PCDHB16|57717,0.0007825719279717504
242,SLC24A3|57419,0.0008779497903279641
243,ZNF197|10168,0.0007354383050402148
244,PTHLH|5744,0.00138509227560403
245,SGSM3|27352,0.0008177040363494779
246,ACSS1|84532,0.0010542609690037902
247,ZNF155|7711,0.0007966547867115471
248,KIAA0368|23392,0.0007826313037135505
249,ACTR5|79913,0.0007158434115730664
250,ARF4|378,0.0008732503923918429
251,CYB5R4|51167,0.0007548341300770966
252,TRIM5|85363,0.0007616416005028991
253,MGC57346|401884,0.0008442424682870206
254,GRIPAP1|56850,0.0007721295652054194
255,ALDH5A1|7915,0.0007043898024639062
256,C6orf48|50854,0.0007940847723234306
257,OXA1L|5018,0.0006269874056731774
258,NCOR2|9612,0.0007093800448146152
259,KBTBD11|9920,0.0008543629599733914
260,ZNF710|374655,0.000844757070496318
261,RAB20|55647,0.000687825191297111
262,ATP5O|539,0.0007397250065859515
263,NDUFB5|4711,0.0007492360377934845
264,PHRF1|57661,0.0008254608804351428
265,MAPK1IP1L|93487,0.0007284632732789001
266,NAA40|79829,0.0008231770763344492
267,ISG20|3669,0.000816926787894268
268,CXCR4|7852,0.0006820956694074412
269,RAPGEF5|9771,0.0007047902689635737
270,INTS3|65123,0.0007997536698510748
271,SLC17A9|63910,0.0009461393348878752
272,RAD23A|5886,0.0007264887045754397
273,ASTE1|28990,0.0006770789265123928
274,C10orf88|80007,0.0008287441271898691
275,ITGA2|3673,0.0008004517314145106
276,RAB18|22931,0.0006608560814186921
277,PPFIA3|8541,0.0009606861953953984
278,HLA-C|3107,0.0007596631831249336
279,SFRS14|10147,0.0006154119739100213
280,GEMIN5|25929,0.0006637555325761126
281,LSM5|23658,0.0006135717099811414
282,CDH11|1009,0.0007845508960031035
283,TRAPPC1|58485,0.0007527811958302149
284,FAM108B1|51104,0.0007930513479964159
285,TATDN3|128387,0.0006650479088996006
286,HNRNPA3|220988,0.0006066209309842378
287,ZDHHC4|55146,0.0006417184528683293
288,POM121|9883,0.0007788314246650337
289,LRRN1|57633,0.001730580916912907
290,GOPC|57120,0.0007049625572653339
291,CAMK1D|57118,0.000804370652243726
292,CEPT1|10390,0.0007301585393460509
293,SLC38A9|153129,0.0006890519033534
294,ATXN10|25814,0.000729965086631704
295,SS18L1|26039,0.0007625538010164107
296,ELFN1|392617,0.0009093197442689981
297,HNRPLL|92906,0.0007736013256645963
298,DDX46|9879,0.0008284599299294784
299,CARD16|114769,0.0008243226621746835
300,C20orf54|113278,0.0007311318236909996
301,SHOX2|6474,0.0007695490513466677
302,RALBP1|10928,0.000679713900908311
303,CDYL|9425,0.0008915426536257004
304,NRP2|8828,0.000982988818274282
305,TUBA1A|7846,0.0006869425710850553
306,HOXB6|3216,0.0010721190572520604
307,KCNQ1|3784,0.0008706546781176458
308,B9D1|27077,0.0007225377421859727
309,TSPAN12|23554,0.0008081090129556222
310,PIGZ|80235,0.0008161329034889416
311,C5orf33|133686,0.0006775874875588834
312,TBP|6908,0.0007978569129857134
313,AGPHD1|123688,0.0008066455187209885
314,RSL24D1|51187,0.0007301433761972367
315,NOL9|79707,0.000740673158338024
316,STK35|140901,0.000988356793487415
317,C5orf39|389289,0.0007457270226018801
318,ZFP161|7541,0.0007023498073312545
319,SLC29A1|2030,0.0006368475147923619
320,PPP2R3B|28227,0.0006155803798724751
321,SNTA1|6640,0.0007780641645225102
322,MTCP1NB|100272147,0.0008539421797709272
323,PRKRIR|5612,0.0008186149098249205
324,AVL9|23080,0.000751434109604564
325,UBL7|84993,0.0006327553331939696
326,TAF1C|9013,0.0007093745899092028
327,ZNF750|79755,0.0009513392826819535
328,WBP11P1|441818,0.000813166560854988
329,TTC27|55622,0.0006484694946840314
330,LYRM5|144363,0.0007388195969668628
331,ZNF137|7696,0.0007060020146799717
332,ANKRD52|283373,0.0006506890026597292
333,TBC1D10A|83874,0.0007061827489940046
334,UBAC2|337867,0.0007806510338331679
335,RCE1|9986,0.00074414803042919
336,UBTD2|92181,0.0008021527153570546
337,ZNF574|64763,0.0006351271593606068
338,RAF1|5894,0.0007978567395265675
339,UQCRC2|7385,0.0008025544366847717
340,ENTPD6|955,0.0008398579082206122
341,DEAF1|10522,0.0006958881992497802
342,TIRAP|114609,0.0008042622599592673
343,ATG4A|115201,0.000697149714091831
344,RNF144B|255488,0.000821372020014134
345,AP4E1|23431,0.0007325794349184187
346,MED19|219541,0.0007634740601714398
347,TNIK|23043,0.0007986105807371254
348,MBD1|4152,0.0006230866437025376
349,TMTC4|84899,0.0007923786734848747
350,MFN2|9927,0.0006460585487462185
351,TRIM38|10475,0.0006865804719521513
352,TNKS1BP1|85456,0.0007957269597234616
353,MAK16|84549,0.0007599281285756055
354,SV2A|9900,0.0007767563285607841
355,PCYT2|5833,0.0009795772947290143
356,INF2|64423,0.0006896002273128585
357,AP3D1|8943,0.0005736969568205235
358,DNAJC24|120526,0.000697719716797873
359,ACAP3|116983,0.0006080401063405616
360,DSG2|1829,0.0008176024318988688
361,PIK3C3|5289,0.0007772365536950581
362,SERGEF|26297,0.0005869378226177934
363,AEN|64782,0.0006851244970445974
364,LITAF|9516,0.0006976294969886187
365,SPATS2L|26010,0.0007548495753960517
366,ANKRD37|353322,0.0007152968998297726
367,HPS4|89781,0.0005958513418487779
368,NARS|4677,0.0008140008526486121
369,COPS7A|50813,0.0007636467846375895
370,GADD45B|4616,0.000887521287588183
371,ZFP1|162239,0.0007767328575451766
372,FGFRL1|53834,0.0006754704223428357
373,C7orf55|154791,0.0006653436340901296
374,C19orf57|79173,0.001028391432436575
375,LLPH|84298,0.0007576699432396075
376,HHIPL1|84439,0.0007178872565695835
377,FBXW8|26259,0.0006770753744327557
378,SHISA2|387914,0.0012222498995809812
379,GOLGA7|51125,0.000929491499429754
380,SMARCE1|6605,0.0008937502675287737
381,HSPA6|3310,0.0008134057051737468
382,BCR|613,0.0008558749869080114
383,CCR1|1230,0.0007550878570339252
384,NLGN2|57555,0.0007342378797181055
385,ALS2|57679,0.0007373826938283586
386,MFSD6|54842,0.0006747296558546764
387,C8orf42|157695,0.0008973114144965727
388,LAMB1|3912,0.000728454587688573
389,EFR3B|22979,0.000925122659621116
390,GCHFR|2644,0.0008274239201184743
391,LOC149837|149837,0.0006790963708180618
392,RANBP10|57610,0.0007238198046778156
393,KCTD11|147040,0.000694510156693803
394,IL18|3606,0.0007430888197697294
395,NMNAT1|64802,0.0008027212767675487
396,BST2|684,0.0008016595976377474
397,RDH11|51109,0.0006873905268268779
398,IRF5|3663,0.0006855134224390761
399,ALDH9A1|223,0.0006177196482116654
400,C1orf216|127703,0.000661362492603254
401,RPL17|6139,0.0006406923427240935
402,EPHX1|2052,0.0008924081897558927
403,NME6|10201,0.0007884696492160743
404,PRPF40B|25766,0.0007139137728990183
405,TRIM9|114088,0.0010223551809832186
406,PITPNM1|9600,0.0007512244903406399
407,LOC146880|146880,0.000612815755961957
408,RPS6KC1|26750,0.0008332319324660683
409,APOC1|341,0.001017620304319592
410,RNF216|54476,0.0007479416026713653
411,ADAMTS7|11173,0.0008303971822816504
412,FAM164A|51101,0.0007624206311151306
413,ATXN1|6310,0.0007953080856758072
414,CD2AP|23607,0.0007334470795448231
415,ACOT11|26027,0.0008034528787444465
416,MAT2A|4144,0.0008010175438278498
417,CXorf26|51260,0.0006134202128571261
418,ARL2BP|23568,0.0007272234394151378
419,ATP5H|10476,0.0008022478231300551
420,B3GALT4|8705,0.000855069891891966
421,MRPS28|28957,0.0007847367623100659
422,TRNAU1AP|54952,0.0006945391363604702
423,DUSP14|11072,0.00082314911224207
424,TUBGCP5|114791,0.0008768988759515253
425,ATP10D|57205,0.0007109097444215182
426,GPX4|2879,0.0007323374662685207
427,ERCC8|1161,0.0007083303240358696
428,CAPN1|823,0.0006614996833607359
429,GSDMB|55876,0.0010748696798628292
430,C4orf32|132720,0.0010602095723876818
431,C14orf45|80127,0.0007697133877380834
432,TMCC2|9911,0.001119123697868173
433,NDRG2|57447,0.0009347223378812713
434,RAI2|10742,0.0010684209499138841
435,FSCN1|6624,0.0008233228694931584
436,NCAPD2|9918,0.0007593823323096122
437,LRIG1|26018,0.0007802156256763778
438,MCM6|4175,0.001000497140712107
439,LDHB|3945,0.000854377597334835
440,RHOB|388,0.0008791735236300526
441,RNASE4|6038,0.00077328156891924
442,SPEF2|79925,0.0009914663452656536
443,CACNA2D2|9254,0.0013302716391814509
444,TINAGL1|64129,0.0013219573728551989
445,P4HTM|54681,0.0008065178374959527
446,ATP8B1|5205,0.0007638900374295893
447,ZNF467|168544,0.0007318262078741351
448,TMBIM6|7009,0.0005396819545029632
449,PLOD1|5351,0.0008898216477922892
450,CHST2|9435,0.0009499656271895619
451,MYB|4602,0.0013363780575480037
452,CSRP2|1466,0.0009631064987426872
453,WDR67|93594,0.0007491052350183495
454,FAM102A|399665,0.0007568056732401078
455,RALGPS2|55103,0.0008477625485586732
456,TUBB|203068,0.0007783260997839336
457,IVD|3712,0.0008882634741984186
458,NUDT12|83594,0.0007666911654849459
459,SLC4A8|9498,0.0012467892460973386
460,CYYR1|116159,0.0007683496135229429
461,WFS1|7466,0.0007139696573538293
462,CCT5|22948,0.0007590816708156769
463,TADA2B|93624,0.0007274016523280616
464,PREX1|57580,0.0010118771655381884
465,EVL|51466,0.0010033829633609831
466,LOC286367|286367,0.0010447832288578347
467,CIRBP|1153,0.0007923918260928655
468,TCF7L1|83439,0.0010743889688245912
469,MMP11|4320,0.0014792988073794096
470,PCBD2|84105,0.0008143822316445406
471,PSMB2|5690,0.0008366478240032917
472,PCNA|5111,0.0007650035619986218
473,YARS|8565,0.0007702790714032838
474,XPO5|57510,0.0007391231620026596
475,AMD1|262,0.0009423628704225077
476,PM20D2|135293,0.0009915559709991898
477,TP53INP1|94241,0.0007560898388203616
478,GNAI1|2770,0.0010191911928558585
479,WWP1|11059,0.0007795591552358912
480,CSDA|8531,0.0008524713428354261
481,FAM107A|11170,0.0017071084820817497
482,KIAA0141|9812,0.0008493848458824214
483,MTHFD2|10797,0.000786688076960962
484,LOC158376|158376,0.001017811809842324
485,ABLIM3|22885,0.0011385078412758992
486,TMBIM4|51643,0.0006995001450708563
487,EXOC6|54536,0.0008830766853739035
488,ANKRD42|338699,0.0008822588925626443
489,RIPK2|8767,0.0006938671730589018
490,RAD51C|5889,0.0008451796945993976
491,PEX3|8504,0.0007205048640883333
492,SLC16A13|201232,0.000824315517382109
493,FASTKD2|22868,0.0005724084599444303
494,SLAIN2|57606,0.0007407836668223582
495,ATAD3C|219293,0.0010394187082451204
496,ALDH7A1|501,0.0008577610207173411
497,XYLT1|64131,0.0007583770051153149
498,DOK3|79930,0.0006178368462959683
499,PHF21A|51317,0.0007713860719456302
500,PDLIM7|9260,0.0008895462535635536
501,PRRX2|51450,0.0007842698194168759
502,LOC100130015|100130015,0.0007578668513973893
503,SEMA4D|10507,0.0008430936872126062
504,MDK|4192,0.0007586848726385486
505,COG1|9382,0.0008015217551009863
506,CDR2|1039,0.0007153633183779919
507,NUFIP1|26747,0.0008210290307794746
508,PMS2L1|5379,0.0007589958230842388
509,SERTAD1|29950,0.0007755114330889415
510,CTSB|1508,0.0006997554944454349
511,TECPR1|25851,0.0006563259716772005
512,KIFAP3|22920,0.0007874130219079054
513,CPNE1|8904,0.000693465872728992
514,SLC37A4|2542,0.0007922919170691355
515,C2orf24|27013,0.000638281576737828
516,BGLAP|632,0.000900235499654207
517,MFSD11|79157,0.0009068569837344825
518,ACRC|93953,0.0009564347546768262
519,RECQL5|9400,0.0006602865389758921
520,GALNT11|63917,0.0007100663407771429
521,CALM2|805,0.0006565946506566066
522,LRRC20|55222,0.0007788100583934294
523,LOC400657|400657,0.0006220182723618853
524,S1PR5|53637,0.0008400355097947004
525,DAPP1|27071,0.0007779852457429988
526,PPHLN1|51535,0.0005803371239026028
527,USPL1|10208,0.0006974382414697318
528,LOC143666|143666,0.0007341244103329805
529,NUPL1|9818,0.0005959063335697797
530,LOC649330|649330,0.0006931818521486397
531,ZNF584|201514,0.0005969419554145382
532,MBTPS1|8720,0.0005502242758057834
533,CEP135|9662,0.0006218246637695327
534,SYMPK|8189,0.0008466147317721794
535,NDUFA10|4705,0.0007233501343282407
536,ZNF718|255403,0.0008084058083021147
537,EIF4A2|1974,0.0006994443997220337
538,CNN3|1266,0.0006640523428156018
539,C14orf101|54916,0.0005727809924894484
540,RTP4|64108,0.0008489072449360099
541,OSBPL6|114880,0.0007980125097190197
542,HOMER1|9456,0.0006160078853074347
543,MRI1|84245,0.000790984860080999
544,SARS2|54938,0.0007759035455706823
545,TBC1D24|57465,0.0007442069323245419
546,SNX30|401548,0.0005676772259725287
547,LOC723972|723972,0.0009042107909315527
548,FAIM3|9214,0.0009581109744077529
549,SEC22A|26984,0.0007458857934173565
550,TRIB2|28951,0.0007353192060563704
551,CYB5RL|606495,0.0006059553211616355
552,SUZ12P|440423,0.0008436589840613067
553,CHCHD10|400916,0.0005111509417169165
554,KIAA0753|9851,0.0007211141938226169
555,DRG2|1819,0.0008292135670908896
556,SMAP2|64744,0.0006277628979995464
557,CEP170|9859,0.000766650421178745
558,DOT1L|84444,0.000872037318914214
559,ZNF788|388507,0.0009305931222402973
560,DNAJA2|10294,0.000764305050313363
561,RPA2|6118,0.0006600960788187293
562,YY1|7528,0.0008178465330510875
563,PCDHB3|56132,0.00092850107751821
564,ZCCHC17|51538,0.0006676627259296383
565,SEC23A|10484,0.0006538217859468217
566,METT10D|79066,0.0008139072384451982
567,C13orf29|283487,0.0007969150649620798
568,ALG9|79796,0.0007371882654275705
569,C6orf132|647024,0.0008046547798316154
570,TMPRSS13|84000,0.0008641406941877419
571,PCNP|57092,0.0008366160050712915
572,SRA1|10011,0.0006800493386784384
573,C4orf52|389203,0.0007908300306191391
574,ICOSLG|23308,0.0010398490228993092
575,SNRNP200|23020,0.0007834203271492141
576,SOCS4|122809,0.0006619144528657838
577,RBBP8|5932,0.0009249747656725893
578,ACTR1B|10120,0.0007325182719920333
579,PDE6D|5147,0.0009198199170174898
580,OXNAD1|92106,0.0008653604865957067
581,MTMR11|10903,0.0006608676581222788
582,LOC729082|729082,0.0008350433067404949
583,GFOD2|81577,0.0008665090115222407
584,PHF3|23469,0.0007239464032065064
585,LOC339047|339047,0.0007378895282994806
586,CC2D1A|54862,0.0007554758832585163
587,FAM109B|150368,0.0009394107410094761
588,SEMA4A|64218,0.0007981503123592247
589,MYO1D|4642,0.0006133781342366979
590,VPS37A|137492,0.0006468889364308663
591,GLB1L|79411,0.0006383396742203036
592,TIAF1|9220,0.0007587032555604449
593,ZFAND2B|130617,0.0006769976712840076
594,FAM53B|9679,0.0006368696391486089
595,ZNF470|388566,0.0007931652658297046
596,DNAJC10|54431,0.0007781217371553401
597,LIMD1|8994,0.000707481110586522
598,AIMP1|9255,0.0008033410790792073
599,CCDC132|55610,0.000650959631563577
600,FADD|8772,0.0007352338206484808
601,PMS2L5|5383,0.0008370016927781249
602,FAM46A|55603,0.0006746479541191143
603,UPF1|5976,0.0007062949573379224
604,SIRT5|23408,0.0008386132167873619
605,SERTAD2|9792,0.000750395101033678
606,KIAA1704|55425,0.000720623121097035
607,CPT1B|1375,0.0006891305331913107
608,VPS13A|23230,0.0007103750274848463
609,ELF3|1999,0.0009589376478236877
610,ATP5B|506,0.0007507602188306273
611,NRIP3|56675,0.0011749494659047005
612,PLEKHA5|54477,0.0008008607963613224
613,RPL39|6170,0.00079093474731157
614,ATAD2B|54454,0.000789588956107132
615,C8orf55|51337,0.0008575570726843172
616,MTCP1|4515,0.0008095414117540679
617,MICA|4276,0.0006771392204416395
618,CDH1|999,0.0011360667474889059
619,MAP3K4|4216,0.0006590572304421934
620,C2orf79|391356,0.0006843621752131889
621,HEATR7A|727957,0.0007353486703881135
622,TMEM5|10329,0.0007477606118155551
623,IFT172|26160,0.0006719147312857958
624,ZBED1|9189,0.0007177802519174594
625,ETFB|2109,0.0007703321753308549
626,STAMBPL1|57559,0.0007329308152275661
627,DGKA|1606,0.0008219593406548855
628,DNAJC6|9829,0.000723968782539738
629,OSTF1|26578,0.0007241277992659112
630,THBS3|7059,0.0008138138838596681
631,ZNF33B|7582,0.0009216311261003873
632,OSR2|116039,0.0009004813553710213
633,AGPAT5|55326,0.0006536084669688897
634,HERPUD1|9709,0.0006058636371198964
635,CHST12|55501,0.0009151313012587797
636,KLC1|3831,0.0007104771011384214
637,CDK11A|728642,0.0008373586679093628
638,PLAU|5328,0.0008668605097846326
639,KRAS|3845,0.000788071104209878
640,TMCO4|255104,0.0006493136644582951
641,F2RL3|9002,0.0009766850850353624
642,CDK5RAP3|80279,0.0007203392399917816
643,FBXL18|80028,0.000583404893070029
644,LPHN1|22859,0.0008655740062543399
645,SRGAP3|9901,0.0008658588657041611
646,GJA1|2697,0.000873465204492181
647,SCML1|6322,0.0008248354820352558
648,ALG2|85365,0.0007001493711270295
649,ZFP30|22835,0.0006415320986762995
650,MBTD1|54799,0.0008715666836521306
651,ASAP3|55616,0.0007593023076685821
652,YIPF5|81555,0.0007440638083573639
653,NOTCH2NL|388677,0.0007344475396629418
654,CYP51A1|1595,0.0009187578135421531
655,CDKN1B|1027,0.0006843146093298738
656,MOBKL2A|126308,0.0009834847857829417
657,AP1M1|8907,0.0006399742116955177
658,POGZ|23126,0.0005931955411302482
659,RAI14|26064,0.0006726425047511328
660,RAB42|115273,0.0008021006478148489
661,PSMG2|56984,0.0008063066759356975
662,NOMO3|408050,0.0007248136340821987
663,ANXA2|302,0.0007476536358236942
664,NME2P1|283458,0.000888051116941753
665,CLIP1|6249,0.0007691655022355521
666,ATP6AP2|10159,0.0007261828022851704
667,USP11|8237,0.0008754375957699585
668,PAK1|5058,0.0008090374298934879
