,train_accuracy,train_F1,test_accuracy,test_F1,train_acc_Normal,train_acc_Basal,train_acc_Her2,train_acc_LumA,train_acc_LumB,test_acc_Normal,test_acc_Basal,test_acc_Her2,test_acc_LumA,test_acc_LumB
0,0.2,0.06840252916150492,0.17391304347826086,0.05152979066022545,0.0,0.004784688995215311,0.0,0.0,0.9952153110047847,0.0,0.0,0.0,0.0,1.0
40,0.6698564593301436,0.641209388952136,0.6195652173913043,0.6088281418991998,0.9138755980861244,0.9856459330143541,0.22966507177033493,0.69377990430622,0.5263157894736842,0.84,1.0,0.0,0.47191011235955055,0.71875
80,0.9148325358851674,0.9142994616766147,0.7554347826086957,0.7624758078315884,0.9473684210526315,0.9856459330143541,0.9712918660287081,0.8564593301435407,0.8133971291866029,0.76,1.0,0.7,0.6629213483146067,0.8125
120,0.9540669856459331,0.953914612300246,0.7989130434782609,0.8056635496620296,0.9808612440191388,0.9856459330143541,0.9952153110047847,0.9473684210526315,0.861244019138756,0.76,0.9642857142857143,0.7,0.7528089887640449,0.84375
160,0.9645933014354067,0.9644467230790893,0.8260869565217391,0.8330698798680841,0.9712918660287081,0.9856459330143541,1.0,0.8947368421052632,0.9712918660287081,0.76,0.9642857142857143,0.7,0.7640449438202247,0.96875
200,0.9732057416267943,0.9731287552293424,0.8315217391304348,0.8393386160834674,0.9712918660287081,0.9904306220095693,1.0,0.9090909090909091,0.9952153110047847,0.76,1.0,0.7,0.7752808988764045,0.9375
240,0.9732057416267943,0.973165823554008,0.842391304347826,0.8459093377139,0.9617224880382775,0.9856459330143541,1.0,0.9425837320574163,0.9760765550239234,0.72,1.0,0.7,0.8539325842696629,0.8125
280,0.9808612440191388,0.9808775868532872,0.8532608695652174,0.8546667431761642,0.9760765550239234,0.9904306220095693,1.0,0.9712918660287081,0.9665071770334929,0.76,1.0,0.9,0.8764044943820225,0.71875
320,0.9875598086124402,0.9875662661504641,0.8586956521739131,0.8598393101053949,0.9808612440191388,0.9856459330143541,1.0,0.9808612440191388,0.9904306220095693,0.72,1.0,0.6,0.898876404494382,0.8125
360,0.9894736842105263,0.9894734701331327,0.8586956521739131,0.8598393101053949,0.9808612440191388,0.9952153110047847,1.0,0.9808612440191388,0.9904306220095693,0.72,1.0,0.6,0.898876404494382,0.8125
400,0.9846889952153111,0.9846944239080141,0.8532608695652174,0.8538383329417947,0.9712918660287081,0.9904306220095693,1.0,0.9856459330143541,0.9760765550239234,0.72,1.0,0.7,0.9101123595505618,0.71875
