features,features,shapley_values
125,WIPI2|26100,0.0012232932948705213
126,UPF3A|65110,0.0007029307627612157
127,PPP6C|5537,0.0007390934819118913
128,SNRPA|6626,0.0008432119603518185
129,LOC90110|90110,0.0009440500968443769
130,DYNC1H1|1778,0.000753607723349945
131,AGPAT6|137964,0.0009438892729515518
132,WDR60|55112,0.0007631477673699544
133,XPNPEP3|63929,0.0010359210035163044
134,FZD9|8326,0.0011557684641803623
135,"LOC653299,BACH2|653299",0.0009514527322441083
136,STIM2|57620,0.0009572549927752213
137,MYO9A|4649,0.0006634631900733233
138,PDGFD|80310,0.001210716566880904
139,LOC388344|388344,0.0011908112454314544
140,DGCR5|26220,0.0012280981292715337
141,TBL1X|6907,0.0009158542075896793
142,C10orf49|221044,0.001185735935863144
143,TYW3|127253,0.0006942444935098556
144,LOC153914|153914,0.000676229152284226
145,NPSR1|387129,0.0012512674098051246
146,NGFR|4804,0.0008366014358720397
147,GPR27|2850,0.0009977343376156706
148,ZNF423|23090,0.0008045186312852581
149,DBN1|1627,0.0005581835929486328
150,CLCN4|1183,0.0014174473372394628
151,TXNDC12|51060,0.0008655875707460855
152,LOC283270|283270,0.0006954160198563842
153,GLB1|2720,0.0006034734546102203
154,HDC|3067,0.0014224024414901967
155,ZNF768|79724,0.0005418030421383284
156,hCG_2041321|391124,0.0009637496919153172
157,KLF3|51274,0.0008508523057475891
158,LOC144678|144678,0.0010182948531597534
159,CITED1|4435,0.0015213713709092387
160,HCP5|10866,0.0008301796251111013
161,NKTR|4820,0.0005178828034457032
162,LOC92270|92270,0.0013762323160010012
163,WNK2|65268,0.0008708780811308061
164,NUBP2|10101,0.0008495526253080367
165,LOC286411|286411,0.0007440074286443797
166,OAZ2|4947,0.0006236916437402417
167,VAPB|9217,0.0008426595514170231
168,WNT2|7472,0.0016239219022863192
169,LOC150739|150739,0.0006925915606863621
170,NPAL2|79815,0.0021276012232697636
171,SLC26A5|375611,0.0009293687334649527
172,TRIM52|84851,0.0022603420557174947
173,BYSL|705,0.0008280349633651089
174,PPIB|5479,0.0005719585842419916
175,FLJ13137|400793,0.0008556795106653733
176,PRICKLE2|166336,0.0007068544683146697
177,EXDL2|55218,0.000941530371388571
178,RTN4RL2|349667,0.0012136364444574603
179,LOC388931|388931,0.0006651235435817044
180,DSCR3|10311,0.0008027729614867752
181,PIK3C2G|5288,0.0006619690346710142
182,TESK1|7016,0.0007333967096327939
183,LOC441108|441108,0.0008521430614095457
184,OR11L1|391189,0.0007920482862715256
185,WDR77|79084,0.0009189802094406749
186,SPIN3|169981,0.0005606677012593785
187,KRTAP10-5|386680,0.0007191554018110882
188,LGALS2|3957,0.0008260071497631942
189,MTHFR|4524,0.001099977781421193
190,NTAN1|123803,0.000710894496954959
191,KHDRBS3|10656,0.0009921240248609681
192,ZNF581|51545,0.000641301355908828
193,PUS3|83480,0.0007257578463972912
194,PFN3|345456,0.00198004548252425
195,LOC728190|728190,0.0005758446221328231
196,KIAA0484|57240,0.0007719276979275799
197,TTLL4|9654,0.0007308739869638144
198,DDX49|54555,0.0007658080952201483
199,TRAPPC3|27095,0.0013868244024838475
200,ACYP2|98,0.0008750617467221068
201,C16orf71|146562,0.0007534113478931631
202,MAGED4B|81557,0.00193941132694818
203,ATAD3C|219293,0.0010969444881180552
204,C9orf32|28989,0.0006405107175116088
205,HIST1H2BA|255626,0.001632675344303455
206,COMTD1|118881,0.0008251230102009896
207,C12orf44|60673,0.0005390708215339005
208,MFHAS1|9258,0.0012267736034692462
209,TOPORS|10210,0.0009276249848462134
210,PKD2|5311,0.0007886859617464752
211,ADAMTS12|81792,0.0006383923434871596
212,SYNJ1|8867,0.000583762664688098
213,TMEM164|84187,0.0006337340714503549
214,COG7|91949,0.0006255964008440363
215,OR56A3|390083,0.001370951320396278
216,MRS2L|57380,0.00046724012574831585
217,NEIL3|55247,0.000954082739276066
218,OR10S1|219873,0.0007603807902304166
219,KIAA0649|9858,0.0008152886744598006
220,RPS29|6235,0.001388872265904909
221,LOC389257|389257,0.0007053674963479087
222,C19orf56|51398,0.000776670247199555
223,ADAM17|6868,0.000629464721900142
224,UNC45A|55898,0.0012906540593701445
225,NSUN7|79730,0.000787943917520919
226,PTPRJ|5795,0.0008636342825751504
227,VWA3B|200403,0.0008213712983867245
228,NOL9|79707,0.0012600159155295586
229,ACTRT2|140625,0.001646078513298347
230,BCAN|63827,0.0007352024440467084
231,SPAG1|6674,0.000671453703518104
232,MYL2|4633,0.0017403401526464282
233,FLJ23356|84197,0.0010775607799723924
234,C9orf66|157983,0.00083072987042614
235,SMC1B|27127,0.0013158813372858144
236,TBK1|29110,0.0007445759631766559
237,SLC7A6OS|84138,0.0006063440880554552
238,ALG6|29929,0.0008796280408630328
239,NKAPL|222698,0.0007142526613892102
240,C22orf24|25775,0.0006262352891003721
241,C20orf66|343629,0.0008453707679090368
242,GRAP|10750,0.001742801603797912
243,RIC8A|60626,0.0008333314693727775
244,THOC5|8563,0.0011646308113067972
245,NUDT4P1|440672,0.0014602683803014165
246,MAPK8IP3|23162,0.0008469699575942127
247,RNF138P1|379013,0.0006684467392918112
248,FAM116A|201627,0.0006637019646670345
249,TRH|7200,0.001576127629641618
250,GOLIM4|27333,0.0015189602320007272
251,C14orf155|84075,0.001020301072801225
252,DOK6|220164,0.0006805610886818197
253,LOC286109|286109,0.0007440581574115132
254,GPR85|54329,0.0006485943063481086
255,GADD45GIP1|90480,0.0009745563183528115
256,ZNF584|201514,0.0006966540918543012
257,PCDHB9|56127,0.0006223725237041374
258,PIP5K3|200576,0.0009702647042540084
259,LRRN1|57633,0.0008434115812785233
260,DENR|8562,0.0005338543683223337
261,EIF2B2|8892,0.001366794129731391
262,FAM20C|56975,0.0008235759340176275
263,KHDC1|80759,0.0008848725797780891
264,RUFY2|55680,0.0007004192723630084
265,TMEM54|113452,0.000964930272931465
266,DKFZP434K028|26070,0.0007290950469531632
267,ZNF662|389114,0.0005937798963759078
268,SLC2A11|66035,0.0006891619098847277
269,DDX58|23586,0.0006970588011052866
270,LOC123855|123855,0.0007833211009618788
271,CREB1|1385,0.001396100544799245
272,RDH16|8608,0.0018453034594158287
273,IL19|29949,0.0007230804602198498
274,LOC389901|389901,0.0005327885910312801
275,KIR3DL1|3811,0.0007629786344709145
276,ZFAT1|57623,0.0009565293348374599
277,LOC338651|338651,0.0014876035973460276
278,LOC729198|729198,0.0006821888827714422
279,C12orf31|84298,0.0007591064855875997
280,RPS28|6234,0.001092769431414379
281,PSAP|5660,0.0007741392459247973
282,RYR2|6262,0.0009579369655653698
283,LOC645030|645030,0.0010126163819367407
284,NRD1|4898,0.0009589953087887353
285,MMP14|4323,0.001398753503608603
286,MMP12|4321,0.0009484373232803346
287,RPL39L|116832,0.0009244054216921528
288,HCG27|253018,0.000629611719045087
289,DCTN1|1639,0.0009446078921865535
290,RASL10B|91608,0.0006693210696109447
291,GPR18|2841,0.0024778614129166263
292,RP11-144G6.7|399753,0.0007923740735671378
293,S100A6|6277,0.0006545295562990592
294,GNG2|54331,0.0008117294484209761
295,MEGF8|1954,0.000910344419632484
296,CEP110|11064,0.0009572705884170422
297,ZNF677|342926,0.0005779272377659397
298,LL22NC03-75B3.6|85352,0.0010975101190180084
299,REST|5978,0.0006609365449422852
300,API5|8539,0.001040867103741003
301,CCDC49|54883,0.0006275017653502598
302,GRIN1|2902,0.001207084117951454
303,CD44|960,0.0009085367649469864
304,MAST2|23139,0.0006415654897637558
305,TEAD1|7003,0.0009059998307181495
306,GCC2|9648,0.0007349875715578939
307,DEFB109P1|245912,0.0009749080820103263
308,COPG2|26958,0.001949637641357453
309,FAM83D|81610,0.0008703579181771893
310,SBF2|81846,0.0007735502535148688
311,TMEM82|388595,0.0023738923983039183
312,KLHL20|27252,0.0007521759028747983
313,MAZ|4150,0.0007325766794319553
314,HNRPM|4670,0.0006659731927207556
315,ORMDL2|29095,0.0007534736264895673
316,THSD1P|374500,0.0006746438839069801
317,DPYSL2|1808,0.0009331804516466461
318,LCE3A|353142,0.0007365898663551382
319,LOC642924|642924,0.0008424789285068123
320,ZNF280C|55609,0.0008024333125868119
321,CDK5R1|8851,0.0013789619543769338
322,SLMO1|10650,0.0012622690537241615
323,ZBTB5|9925,0.0006961084138203004
324,ZIC5|85416,0.0005365002097095843
325,ZNF470|388566,0.0005525131820194875
326,LRRC19|64922,0.0007981885367347025
327,FOXD4L4|349334,0.0006105869868018623
328,CDY2A|9426,0.0006856236997356371
329,LOC56755|56755,0.0006337302842882244
330,LSMD1|84316,0.0007238098576325617
331,OCLM|10896,0.0015754452336551995
332,COL5A1|1289,0.0009885605148511744
333,FAM128A|653784,0.0006012785457623986
334,F2RL3|9002,0.0007771383556538033
335,HSPBP1|23640,0.000665288491893809
336,CRIP3|401262,0.00066094065769105
337,RNF185|91445,0.0010046794940842835
338,CD180|4064,0.001082913444416811
339,FLRT1|23769,0.0006665585756693004
340,LOC387647|387647,0.0008357907099467439
341,TSPAN19|144448,0.001449611429849337
342,ZNF114|163071,0.00082162044553978
343,SLC13A1|6561,0.0014104586278451895
344,RPL27A|6157,0.0010539569070359695
345,DDX18|8886,0.000660490507375821
346,HIST1H4E|8367,0.0010889417864517231
347,INSIG2|51141,0.0005438496439961378
348,AP4E1|23431,0.0006432712804439268
349,"LOC51039,DMN|51039",0.0024888204251619864
350,ANKRD1|27063,0.0011785267953720808
351,CER1|9350,0.000679134649140674
352,C11orf35|256329,0.0007069164829366763
353,ARNTL2|56938,0.0006549191650007373
354,PSMG3|84262,0.0008295133658818518
355,PACSIN2|11252,0.0012055860348218212
356,TFF1|7031,0.0006572375607430297
357,LOC646405|646405,0.0008989499124362735
358,LOC400960|400960,0.0007308517405638334
359,LOC619207|619207,0.00047961281209674226
360,KRBA2|124751,0.001207427338750051
361,LOC387761|387761,0.0007176982297226718
362,RP5-1077B9.4|60672,0.0004134298126809408
363,NAB2|4665,0.0006276343035048332
364,"LOC646590,MEG8|646590",0.0010586894505044445
365,BCDIN3D|144233,0.0007767536205531173
366,ABCG1|9619,0.0006778229676670707
367,LMNB1|4001,0.0009825766440794829
368,PER3|8863,0.00143937073997001
369,LOC255809|255809,0.0005728125503679668
370,MGC21881|389741,0.0008054720554131222
371,TBC1D22B|55633,0.0007792937093394546
372,KIF5A|3798,0.000920955556978951
373,ZC3H7B|23264,0.00113092015039062
374,MGEA5|10724,0.0005760792780841818
375,LOC202134|202134,0.0008560642246207763
376,LOC728215|728215,0.0008294513243877012
377,ALDH4A1|8659,0.0006319048896128832
378,AHCY|191,0.0005885332586554341
379,ETV7|51513,0.0010260654645173632
380,CTAGE5|4253,0.0008362354818390957
381,SPZ1|84654,0.0007648549644418335
382,TMEM71|137835,0.0009331175438859886
383,SFRS2|6427,0.0008078640575790386
384,LOC375196|375196,0.0010053044214856405
385,ORC2L|4999,0.0008177124554947562
386,SUPT7L|9913,0.000573727874573694
387,WIZ|58525,0.0008943381932132509
388,FNBP1|23048,0.0010874182251534765
389,RHBDL3|162494,0.000657991840489215
390,C19orf43|79002,0.0006583362351953548
391,LCE1E|353135,0.0008032350764418172
392,KCNA3|3738,0.0015503186820310596
393,VSTM2L|128434,0.0009189217895246986
394,PGAM1|5223,0.0009285975515137337
395,SBK1|388228,0.0014220416849515182
396,LRRC31|79782,0.0011283955548511526
397,SPOPL|339745,0.0008264441523947954
398,TMEM99|147184,0.0008247723129029921
399,RBM5|10181,0.0010640702956031874
400,RFC1|5981,0.0009641204345664066
401,ENTPD8|377841,0.0007235680417903255
402,SARS|6301,0.0006999154549599554
403,DEXI|28955,0.0006668985280449361
404,CBR4|84869,0.0007208729070625867
405,PRKAG3|53632,0.0011948683126917564
406,LOC283278|283278,0.000705050831756167
407,OPRL1|4987,0.0012684114044295672
408,DEPDC2|80243,0.0012877307440390885
409,METTL3|56339,0.0005793414080488574
410,KIR2DS2|3807,0.0005391370757123762
411,OR6C65|403282,0.0006235448706927277
412,SNX19|399979,0.0007621918376705802
413,BCL7B|9275,0.0005284654161826892
414,HRBL|3268,0.0005627578406755022
415,MAGEB3|4114,0.0009389205921569207
416,KRTAP20-2|337976,0.0006237170035287748
417,MUC5AC|4586,0.0008554830908429646
418,CSDC2|27254,0.0009472403916410987
419,CSNK2A1P|283106,0.0006334785148995431
420,SHMT1|6470,0.0007532252302974579
421,RNF169|254225,0.001300413011197553
422,TRBV3-1|28619,0.0014763292301397254
423,PROM1|8842,0.0007028500518338193
424,TPST2|8459,0.0011111987976295211
425,METT10D|79066,0.0009544141328496014
426,PIK3C2A|5286,0.0005928945285399332
427,VSX1|30813,0.0008203929999777974
428,SPRED2|200734,0.0009418021878839106
429,PLXNA3|55558,0.0007620863220511823
430,LOC440366|440366,0.000699939786572206
431,ZNF563|147837,0.000599399017290554
432,SSH2|85464,0.0006406760715842656
433,EIF4EBP2|1979,0.0006864597522632189
434,RHOBTB2|23221,0.0006875077025209346
435,SPCS3|60559,0.0011903345884964054
436,CCNK|8812,0.0008178260858196291
437,ZKSCAN2|342357,0.0006841355954963273
438,SYNE2|23224,0.0007958864875425413
439,LOC285771|285771,0.0008625801635533587
440,TK1|7083,0.0009625444489783119
441,ZNF622|90441,0.0012184823406426117
442,C9orf7|11094,0.0005071556737532985
443,NF1|4763,0.0012606921926504645
444,NVL|4931,0.0008706638917270296
445,SBNO2|22904,0.0007786393156030758
446,PKN3|29941,0.0007422772386177905
447,TRIM26|7726,0.002027615027503683
448,ABCB11|8647,0.0008413576263374009
449,NEK6|10783,0.0005933999191009624
450,NOSIP|51070,0.0009631947848692473
451,TSPAN1|10103,0.0007686793185621536
452,C3orf37|56941,0.000896087125887713
453,FLNA|2316,0.0009743121271217486
454,WDR45|11152,0.0008059813446770129
455,C14orf177|283598,0.00107495057702611
456,TMEM86B|255043,0.0009330355400460484
457,IL17RE|132014,0.001111273455884724
458,MALAT1|378938,0.0013179624825063177
459,DENND4C|55667,0.0006204801293035063
460,UBL4A|8266,0.0004681268630695688
461,C18orf50|619463,0.0009170860211240665
462,ZFP2|80108,0.0005664242514638121
463,NBPF3|84224,0.0014546480943707907
464,CHST4|10164,0.0007508858839952468
465,SMCR7L|54471,0.0005170869746662606
466,CSRP2|1466,0.0008595143295451159
467,TCF19|6941,0.0006586582008226675
468,URP2|83706,0.0012550360421007384
469,SOX3|6658,0.0011343380845951908
470,PRMT2|3275,0.0008269430329288647
471,FKBPL|63943,0.0006912747745630338
472,SLC12A8|84561,0.0007485554380041554
473,ITGA4|3676,0.0005692203597229004
474,CD207|50489,0.0007642826033574082
475,MAK10|60560,0.0006720795284388785
476,COTL1|23406,0.0006350189590496536
477,EZH2|2146,0.0006149975496818122
478,PMM1|5372,0.000509498092547016
479,SLC39A5|283375,0.0009781045146458403
480,PGPEP1|54858,0.0011365352616732956
481,RGL1|23179,0.0006455964861690121
482,SELPLG|6404,0.000742914439957789
483,DNAJC7|7266,0.0006785427472352463
484,RPS12|6206,0.001552287817727352
485,CHST10|9486,0.0005734906881024491
486,ZNF3|7551,0.0008009649141521455
487,MED13L|23389,0.0006905040431320018
488,REXO4|57109,0.001138229284516366
489,DISP1|84976,0.0008941376262652028
490,WDR67|93594,0.000867095621717355
491,GPC6|10082,0.0006196849736455339
492,EHMT1|79813,0.0010443951423383126
493,OGFRL1|79627,0.0006587081351578164
494,KDELR3|11015,0.001337810224051085
495,C20orf117|140710,0.001231914929163254
496,RNF10|9921,0.000526928316825993
497,LOC401463|401463,0.0008432231145329911
498,MEIG1|644890,0.0008153158384914957
499,GRK5|2869,0.0009651190232835519
500,OGN|4969,0.001994740367876252
501,SERTAD3|29946,0.0008860601885088458
502,TGIF2LY|90655,0.0007697562296598853
503,USP12|219333,0.001272593851516005
504,IRAK1|3654,0.0005395596650280538
505,SLC7A6|9057,0.0008233409317224524
506,GLI2|2736,0.000733000967080377
507,ZDHHC2|51201,0.0005624889085833368
508,GARNL1|253959,0.000837520519731834
509,FOLR3|2352,0.0007710354794225064
510,SH3PX3|257364,0.0006011367089517667
511,LSM14A|26065,0.0009868732757187272
512,XRN2|22803,0.0009669814223154687
513,ETS1|2113,0.0006549158137181388
514,TAS2R43|259289,0.000672241357828044
515,LDB1|8861,0.000776007928320977
516,ILF2|3608,0.000998478066947192
517,LRRC33|375387,0.0006661187715440982
518,C2orf51|200523,0.0005912217842524145
519,LCE3E|353145,0.0007654533623750607
520,FNTA|2339,0.0005121497872670827
521,C1orf50|79078,0.0006384165046787075
522,DPM2|8818,0.0009466991411251766
523,MINA|84864,0.0006858309451509296
524,CCNJ|54619,0.0009243794175373893
525,ZNF174|7727,0.001130624161596883
526,ZNF668|79759,0.0009967238477100854
527,LOC728511|728511,0.0011370943558680232
528,SIPA1L3|23094,0.0006380717990185311
529,HIST1H3C|8352,0.0007903197853437008
530,DKFZP547L112|81787,0.001968643864242217
531,GRHL1|29841,0.0006324677338642836
532,"SNORA64,RPS2|26784",0.0011877087295255895
533,LOC339809|339809,0.0009125230127972874
534,PARVB|29780,0.0006206487161240563
535,CHRM4|1132,0.0005356929826497577
536,FXYD3|5349,0.000612126728098761
537,RS1|6247,0.0015411706131373006
538,PLAC1L|219990,0.0006739685237179961
539,CSTF2|1478,0.0006598859828237059
540,CD99|4267,0.000733634075849648
541,KIAA1143|57456,0.0009528299548140518
542,NUP88|4927,0.0005404136677309444
543,UNQ6411|401027,0.001617780937157078
544,DIABLO|56616,0.001148266850956135
545,HSD11B1L|374875,0.0006610904383224476
546,"CCDC13,HIGD1A|152206",0.0010209170966211936
547,AUTS2|26053,0.0006350074524041468
548,SRGAP1|57522,0.0006982560420626137
549,ADAM10|102,0.0009175789632382594
550,LOC390791|390791,0.0009716774552516667
551,DMRTA2|63950,0.0009513725714354213
552,SPANXE|171489,0.0011557598752176808
553,PSMB6|5694,0.000567276329286786
554,FAM133A|286499,0.000696424226613849
555,LOC401324|401324,0.0006818406842884481
556,SNORD54|26795,0.0007182846633573669
557,BAD|572,0.0010263641962600157
558,HOXD11|3237,0.002089450779694448
559,HOXA7|3204,0.0017868729266134593
560,LOC255480|255480,0.002713953213525648
561,ZNF319|57567,0.0008892969086825013
562,PYGO2|90780,0.0008312176855412786
563,SNX11|29916,0.0009244542728630352
564,POM121L1|25812,0.0017227003678201207
565,ADAM10|102,0.0010284777288847643
566,SNX15|29907,0.0009783728392436695
567,EBF2|64641,0.001209503281935998
568,ZNF687|57592,0.0005872307598486716
569,TBX5|6910,0.001627251376104547
570,ZFYVE1|53349,0.0008024070834414359
571,HOXC13|3229,0.001234200134042736
572,HOXC10|3226,0.000864534861090342
573,ZNF317|57693,0.0006261561302739618
574,HNRNPL|3191,0.0007645914574983281
575,NUTF2|10204,0.0010989940583303595
576,LOC390205|390205,0.0007327044203942145
577,SLC5A7|60482,0.0008627300113817123
578,ZBTB9|221504,0.0007547989054770455
579,EML2|24139,0.0011296135367121235
580,YIPF3|25844,0.0007763615341661682
581,TRIM39|56658,0.0006105668503519331
582,HIST3H3|8290,0.0010988172299835446
583,MYH7|4625,0.0005895672969938438
584,HOXA5|3202,0.0012577712129954073
585,HUWE1|10075,0.0007913662281288188
586,MBP|4155,0.0011663893754204058
587,EN1|2019,0.0011794873505387225
588,WDR89|112840,0.0009846468085087632
589,DPY19L1P1|89231,0.0009041195985464166
590,UBE2R2|54926,0.0010377714285230587
591,ING4|51147,0.0007732814221018988
592,PARS2|25973,0.0006844884367631948
593,RPL36|25873,0.0007523516976178549
594,BRD4|23476,0.0006917650380898479
595,C20orf4|25980,0.0011018846681727429
596,WDHD1|11169,0.0008401741930601619
597,CANT1|124583,0.0006585129893580923
598,ZNF428|126299,0.0006783622107986907
599,RETSAT|54884,0.0010855804649020431
600,SPANXE|171489,0.0005309034498319359
601,MYST2|11143,0.0009309183026616303
602,NOVA2|4858,0.0007620136773778784
603,HCP5|10866,0.0011228743918762416
604,MDN1|23195,0.0005161396692203096
605,MLX|6945,0.0004947737904214765
606,PUS3|83480,0.0009181379125572569
607,WIZ|58525,0.0006388235167244093
608,NONO|4841,0.000664332728333574
609,SMARCD3|6604,0.0006354944333926187
610,TRIM8|81603,0.0007814866725192477
611,ZNF662|389114,0.0010233540208787078
612,KCNA5|3741,0.0012262046498323059
613,ALAD|210,0.0008038341074377036
614,ATP5G2|517,0.0007561657561958906
615,DCTN5|84516,0.0007421648368912006
616,MNT|4335,0.0005491368703629505
617,CBLL1|79872,0.0009038292574435367
618,NUP62|23636,0.0008591862263163756
619,C2orf51|200523,0.0009441670103065357
620,WWOX|51741,0.0006668849406010303
621,PRPF6|24148,0.000929419278518826
622,PCNXL3|399909,0.0008709475275214639
623,IDI1|3422,0.00046721494882039007
624,PHF23|79142,0.0008939619552985081
625,ZSCAN18|65982,0.0009202797865626835
626,RSAD2|91543,0.0005314204649694094
627,TCF7|6932,0.000736779347072332
628,LRRC33|375387,0.0004383865620118143
629,LOC51035|51035,0.0008317478086998435
630,EMB|133418,0.0008189716496057326
631,CBFA2T3|863,0.0007828872194710079
632,WDR79|55135,0.0007486120762789186
633,EXT1|2131,0.0013988481194032924
634,C19orf22|91300,0.0006291342317906587
635,KIR3DL1|3811,0.0006251811055522889
636,USP12|219333,0.00053591839079452
637,AGPAT6|137964,0.001181139826998404
638,"LOC51039,DMN|51039",0.0009160116196755212
639,ETS1|2113,0.0007992323854683574
640,SLC16A6|9120,0.0008884326300611325
641,DNAJC8|22826,0.001005618332104652
642,ITM2A|9452,0.0007148996189381869
643,LOC286109|286109,0.000594531068199026
644,RIPK1|8737,0.0007768332810895272
645,C9orf166|642968,0.0007879321213008628
646,PTPN22|26191,0.0009193431383535317
647,KIAA1545|57666,0.0009645107740268252
648,INTS5|80789,0.0007569562060402012
649,DIO3|1735,0.0011231368771442306
650,C13orf8|283489,0.0007188739528023837
651,TAF1L|138474,0.0006364620090643276
652,MUM1L1|139221,0.0010766203903287187
653,PLA2G2F|64600,0.0007055570658725003
654,MGC50559|254013,0.0013664735985649576
655,UXT|8409,0.0006870978497534167
656,NISCH|11188,0.0007805558639826796
657,RP13-122B23.3|25920,0.0005970537062724131
658,ENTPD2|954,0.0009113625855855495
659,C14orf72|145200,0.0007079555291475248
660,SNORD116@|692236,0.0009098502956339571
661,NTRK2|4915,0.0011775480618452642
662,LYPLA3|23659,0.0006120484991267392
663,LPPR2|64748,0.000739815892785708
664,C14orf148|122945,0.0007219395391182943
665,SH3GLP3|727736,0.0006850745134009851
666,RAB3D|9545,0.0012647262583822764
667,MAPRE2|10982,0.0010629009881150226
