patient_id,TATDN2|9797_KIAA1505|57639,PIP5K1B|8395_SEC22A|26984,ZNF498|221785_SPG11|80208,PTRH2|51651_TNS3|64759,KLKB1|3818_CD58|965,PRAGMIN|157285_TNS3|64759,PKD2L1|9033_SEC22A|26984,C1orf52|148423_OSMR|9180,TTLL1|25809_KIAA1505|57639,TMEM120A|83862_KIAA1609|57707,HS3ST1|9957_C14orf152|90050,UTP14A|10813_TNS3|64759,XPC|7508_FLJ16287|162962,NPL|80896_TNS3|64759,LOC284242|284242_TNS3|64759,PPT1|5538_C2orf7|84279,LOC400566|400566_KIAA1505|57639,C1orf65|164127_TNS3|64759,C10orf18|54906_CD58|965,LOC285375|285375_SEC22A|26984,TTC13|79573_TNS3|64759,ZDHHC7|55625_KIAA1505|57639
HB_029_N,0.0505473335521844,-0.1481341205781111,-1.456988752438828,0.024454530037619597,-0.1269511916349262,0.4467568984685253,-0.7391104270298309,0.43118583439463226,-0.025944917368986138,0.9216041960573204,-0.07131079247850365,0.304754001261414,1.6268401274204785,0.24312610213978866,-0.030030666561319842,1.5258021162945914,0.03963167214463408,-0.35051306213410993,-0.08785280493570817,0.12182410910820746,0.56476265984556,0.0636339760937624
HB_058_N,-1.2337311671642626,-0.302726447462439,-0.5407485390517799,-0.7855803600953564,0.06164179880636683,1.5682885673021714,-0.8001745640241422,-1.7259288921895424,-1.0678190771060154,0.5407026558781921,0.25010052474440087,-0.9374177950466887,2.137789742804373,0.7029136032819495,-0.6389216930574352,1.9571403247663195,-0.6808769160613991,-1.2388548818230976,-0.1096302376725957,0.054211537837711786,0.374830120058728,0.9967875170984004
HB_064_N,0.04073902719161469,-0.07657572367280663,-0.7235104132055574,0.17056054575376084,0.46222890741517303,-0.7502586744257218,-0.3046600961679226,0.4245090400428918,-0.04163972227829529,0.7619928677728496,-0.023532112256077535,0.278305248245162,-0.5791051431597601,0.07484383509614954,0.8495999172545495,-0.7879348526897667,0.011758865889434863,-0.3171630896453805,-0.45067140552796825,0.17755236313622363,-0.06935333857474489,0.07062642215076353
HB_086_N,-1.1663923367770015,-0.5128477273616309,-0.21713290115388986,-0.28100557437246254,-0.20245124326497776,-0.04503204400549181,0.036776535349815606,0.48732771495806115,-0.5277326340005493,-0.25078131067640025,-0.033894804447594434,-0.14097889905445407,0.14739323251285272,-0.14200685417270098,-0.01262364885478827,0.046199991354598915,-0.321969190808468,0.36880789423545085,-0.16354147426080243,-0.09372668534028615,-0.302318246710313,0.7097120348759792
HB_091_N,-0.1502908433893139,-0.1216586990461029,-0.653321688977917,0.0022148097866437283,0.0026994043151910008,-0.10126118962152927,0.09850387006745395,0.2658366230112557,-0.22794936258630458,0.18115284186944502,-0.012269050842036907,0.10461562058863418,-0.030617835496084815,-0.05851485658670443,0.002475654468937348,0.5191699852787316,-0.22660567009877663,0.1873913833401371,0.028870630680568256,0.055984808742217694,0.041683443705211515,0.3049329787433787
HB_092_N,-0.07879151366816588,-0.1023041444097199,-0.4732806647073751,-0.2272512603699672,-0.6714437649247258,0.3436484704986851,-0.35783008953372064,-1.47494340425401,-0.15115509542291528,1.0298427643398242,0.007887213695203999,-0.1563560431189007,0.05013472502796763,0.21941868744357404,-0.1684765782123931,-0.5253898151117181,-0.13355351569631216,-0.3945446085658956,-0.3514184750105488,0.23737212195109897,0.4608285227053646,0.22339210960387546
HB_102_N,-0.33872929579384387,-0.23433235025313648,-0.6586100657985038,0.4159176312174869,-0.1608543253819757,1.0316423837738897,-0.7342353356073894,0.11038768179927512,-0.3282268849759503,0.11161348729510437,-0.30132825835944643,-0.2811308478962997,0.45945349103115557,0.20535743137561205,-0.8838775767223923,0.5094240558703599,-0.3462797420348723,-0.6154941082569436,-0.1507676284629137,0.06797406945692727,0.167388159201528,0.3097380992784886
HB_119_N,0.10094329999556416,0.14573659587435375,-0.4314297092106148,-0.5648954504577187,0.026686513251529636,0.3663336192464131,0.383871021263977,-1.4235175749709585,0.08789283265412672,0.2927265657003555,-0.11252292418974005,-0.3582528793050444,0.033604602252512016,0.4931727930099483,-0.22015666510907095,-0.45742709501518153,0.09525176555511876,0.17023829087296888,0.24566678780184711,-0.2206234018943315,0.3481018424742071,-0.014128529591035627
HB_147_N,-0.06366543152895877,-0.2922241554884034,-0.6154034428232803,-0.35075931213026085,-0.16597877320328142,0.32375660328847866,-0.4086517868670838,-0.7773503368147303,-0.09804071983246727,0.4204808348202816,2.1301554998766041e-4,0.08931581275485725,0.6171352889545568,0.6824551411998476,-0.06687177478792967,0.39680297850363916,-0.06805213786526008,-0.35699566509433855,-0.09445919243643638,0.07081649631843068,0.1768996350271713,0.17785733943204193
HB_161_N,-2.2098887281513284,-1.468247841700766,-0.3827151087600025,0.19093191289846878,0.6050883163273683,1.7680134387891986,-2.5861086678849796,-2.6705783249393202,-0.5095983708426616,-1.994228877098175,0.38092216881239965,-0.26839489141601103,-0.577786202393272,0.8160958756636112,-4.183926282429922,0.93974404493954,0.7835868571550446,-1.7677779978334882,0.09760513104253049,-0.48987395786868615,-1.1335969806210546,-0.18741014391816335
HB_162_N,-0.42112593952242033,-1.0780416045179695,-0.034471081736323766,-0.47450093131698645,-0.09888438281555587,-0.13232169968147992,0.0695868319310558,0.6593570154784633,0.06296427405547642,-0.10728108412494804,0.03950511821438539,-0.21981607244729162,-0.013473216306589918,-1.039067864872711,0.0586344218138406,-0.20783191783200655,0.23174645791725898,-1.1978837027851421,-0.015204853418267114,0.28718797298767546,0.10478342959947454,-0.11056067436798785
HB_166_N,0.46610401310564226,1.004345064639769,-0.25441100228851626,0.1574846738140954,-0.22064622463183067,0.062381382060941924,-0.29746675764156005,0.08008527744591366,1.3340898841967948,0.03769964496636226,-0.7540365159687269,0.07223000787752344,0.12023830754159233,0.056323842455178595,0.1906979814964744,0.06841147445171016,0.12183996759955767,0.061217571088453354,-0.2521020361600428,0.8400136646307218,-0.06836319197561037,1.5268854997856247
HB_183_N,-0.2621387040729328,-0.1772190559348714,-0.12275355514339273,-0.40770758299148135,-0.2232998751455872,0.2542787323328396,-0.1834879554777801,-0.5434943369725576,-0.15660008500759912,0.39979906032795454,-0.015013526456817354,-0.2688750220948244,-0.0334954067133124,0.6927885204777124,-0.2846853094666245,-0.10717105457184528,-0.1856139776084254,-0.48336667228781444,-0.1874091134362905,0.16241105644351186,0.355278341567577,0.22082112450985886
HB_206_N,-0.017568835186426407,-0.5018104665757648,-0.9733544438910307,-0.9278598874353337,0.0938591691221902,1.2685578507502815,-0.8651496053280048,-0.5570861373946036,-0.08251787462073099,0.7483238103566254,-0.033228444292100506,-0.9278501418731816,0.8414202356653815,1.2564623432460043,-0.9638553715855815,0.6855029001275339,-0.07002533465793524,-1.150790239838997,-0.010865247848254456,0.27517370656849677,1.9756590645867296,0.11034252156231275
HB_215_N,-0.0731709330750945,-0.31281091880495415,-0.6263503059536014,-1.7843411139181882,-0.9732892710115886,1.7916910657332876,-0.7784903015588879,-1.2404994801589417,-0.27842837786078467,0.6782516979814435,0.2198692402767625,-2.0702547807653775,1.0725935013708052,0.7440325383533885,-2.6857270214646625,0.714728911218717,-0.13684795459708518,-2.021443150574494,0.03449529781874672,0.4679684563050839,1.220969561332338,0.18848271636266184
HB_223_N,-0.027263124807528755,-0.10310678663326622,0.3319712817678914,-0.8299452102042564,0.21856451584526718,-0.15564267246772212,-0.10523776305661932,0.22917280253695527,-0.07618050309448554,0.8633705805812415,0.01223562985636185,-0.31087110852600985,-1.6085220801336588,0.35313849678247483,-0.3038164563557902,-1.4522879966244633,-0.061113742305212465,-0.30219162288304535,0.2694790161946896,0.1347265282322103,0.04538689885055956,0.13724227038420336
HB_226_N,0.2553374944241089,-0.020801145513700263,-0.1915198459429892,-0.8770633799977569,0.16823761410926108,0.6424875367557731,-0.10723384336316318,-0.6258615860409404,0.2327267647372954,0.8893770028858219,-0.21976770712313662,-1.4641758190738108,0.207432267998167,0.80450520701946,-1.5068742673458342,0.59663622211021194,0.13517194323955736,-0.2816245731924654,0.18344244973461235,0.09082647444265897,0.9090570946957492,-0.1355677007807662
HB_243_N,-0.1656805634088695,-0.6939444063140154,-0.17240077214889463,-0.846283391835483,-0.4760246391036459,0.3793597424328509,-0.37284559931414907,0.34851676350208005,-0.06545913907931676,-0.052692710112920364,-0.07969474938985362,-0.1961196487590816,0.20430945453580104,1.1663512767609754,2.069672160444502,0.22531622707292034,-0.029265974265815578,0.5456297111859891,-1.0317600450614715,0.4342672381238572,-0.3598865495827203,0.3373339654869912
HB_247_N,0.4369422898572762,0.03072963878771531,0.3819525245864448,-1.7237429550618921,-0.3207494594166195,0.8961100423230721,0.010046840206137235,-1.0169971827375177,0.5429114140198978,0.044152137838617635,-0.5413432182568244,-0.6725581560237387,1.0604295754205917,0.9093896742919673,-1.0366769934103417,0.2822919903043984,1.0048902676797093,-0.5173839057355399,-0.2324094576470109,0.031856102681845036,0.7872286920100252,-0.5667892173036979
HB_264_N,-1.987181144012486,-0.2899174947286285,-0.07882398614498783,-0.9373640687482454,-0.2509565328250893,-0.0714820955381705,-0.03481869399577101,0.33963363882006875,-0.768644039789021,0.8518877132180993,0.6940660140218301,-1.5635798861100725,0.01456821669885995,0.23975945401756865,-0.9954361491007312,-0.14505590018098044,-0.8988443705766102,-0.4248136872000263,-0.021768546513985628,0.4639240239489737,-0.40833141174558846,0.5745373749928291
HB_295_N,0.05978145485621842,0.7918005258326681,-0.13068607808571145,1.0632439823470252,-0.21706485335031217,0.043141179442304035,-0.11473069787301497,-0.6599194325629493,0.04275074780841142,-0.004329050174643326,-0.09149485341573592,0.5320812847021446,0.013592030371390224,0.07257524326759661,1.8710507273800263,-0.04398973914435458,0.024130835876000713,0.4104263920674912,-0.37904549987139863,0.5583889739106118,-0.20063983953997153,0.0515916699656635
HB_300_N,-0.1380181380513654,1.1982571687808148,0.11485337687098582,0.20610307459983607,-0.031160573175595525,-0.1467526752946163,0.17208309188747994,0.472373656007407,-0.15424249662007453,0.039671139546794194,-0.2371291795459516,-0.1150216084243314,-0.2808306657293169,0.2869925991516947,0.42647122400324305,-0.3052971084617765,-0.0723137116725275,0.2006742866303699,0.30718651566777316,1.2175595913626083,0.7275706663392179,0.5642883752597416
HB_311_N,-2.9267471864657897,0.18595537434242426,-0.09842593379934199,-1.1603150549599761,-2.714635361851597,1.2018861913822636,0.5216673251713296,-2.127457411198502,-1.010928444482882,1.2013807193589074,0.46768313058498673,-0.9885804708138467,0.4921003315711981,0.8344908192197144,-0.844749369397223,0.09834806322737116,-1.6418558710863949,-0.37469632870566544,-1.6390178193785423,-0.2175989372440723,0.9156081874991204,2.454762190033309
HB_324_N,0.008672205026683031,-0.06685809777216725,-0.2709968336352902,-0.44000080963546306,-0.02178694311133146,0.2931833557925676,-0.3084760991446385,-0.787870259266787,-0.17396763744120214,0.10297277625542504,0.1642581397014787,-0.6092520958806626,-0.14223058922091986,0.3386146467615682,-0.21059760604657107,0.5779509932396472,0.16810680112783236,0.06081795200244871,0.05964209684783919,0.3118923834125566,0.2654691562447888,0.018659677186806934
HB_332_N,0.07413765328292593,-1.4639265814847884,-0.6326542079758594,-2.111938178565612,-0.9327955038737084,1.4829003640666731,-2.2875611863184466,-0.591972528099455,0.06076052858216667,0.2808496413716097,-0.15740424312182058,-0.8225505843199707,2.076876546193423,1.5667080050285707,-1.0879665117724369,2.8941589262050176,0.08385519928075706,-1.2115781197556175,-0.6583513282479302,1.5220945174601637,1.7557792471042195,0.008752987551077568
HB_340_N,-0.43948848058291745,-0.26776270387511314,-1.2023580718025715,-1.683662501841021,-0.8530120039805488,0.9780962020310529,-0.5012096516924333,-3.623542997203527,-0.6593168777822772,0.36731916494661276,-0.17367021739017327,-0.08135710205247408,0.1364204426337428,1.0667575873857371,-0.8110537867521445,0.5478020250779018,-0.5268701798117454,-0.14529877999666102,-1.0354179809658086,0.21342604919857563,0.8376560120020772,0.9726804226089669
HB_365_N,0.06599144104739371,-0.2259190291687805,0.17228375746444724,-1.786290018612876,-0.37380271886958893,0.7608796349256328,-0.2602466089641089,0.11809404625055929,0.004906575183970668,0.36733215827358534,-0.07197477950348057,-0.30076598354567546,0.17752686336465576,1.4278653748636854,-1.85228265074993,-0.25815907404645094,0.03763721469172161,0.042867005997151486,-0.4085806217396405,0.2076695563578398,1.6170368876625252,0.030078919553910458
HB_396_N,1.0510311806835546,-0.6133764071872827,-1.5293527502861706,-1.8772007597892184,-1.7573175203070848,1.2211232980734128,-0.7830234945756642,-2.1560676697904584,1.2201374421801536,1.0521858344750872,-0.876785177403634,-1.0997124102031066,0.6810514453158412,1.1577568250732333,-1.7469393876595527,2.5150608842401003,1.1334220012404475,-2.152678862684485,-0.7420816353259305,0.4027374085724289,2.1054886657197094,-0.9587597890087134
HB_398_N,-0.006439681910755575,-0.16411289429017986,-0.7349196517771157,-0.07140453196831473,-0.34432703671175924,0.14123698293736614,-0.274535099637862,-0.32681219478932677,-0.08520221425416379,0.6687087690790862,-0.004674295075205745,-0.030541034494996545,0.3702488897359676,-2.212429660387779e-4,-0.013900905350399562,-0.03442242960061402,-0.0450648189515805,0.05525796938608116,-0.3115458337656636,0.2032954686148368,0.03395921478842541,0.1470634340848714
HB_400_N,-0.0106455969970485,0.40391849984501127,-0.6847769512312354,-0.5713858955415275,-0.2659873924725452,0.275080788980104,0.3195396309478795,-0.9200544826455178,-0.5782171449678914,-0.05390791897143567,-0.016561098856462602,-0.31479844316677424,-0.08902499639842057,0.17720279471278894,-0.30164253842990957,-0.25551754907971685,-0.18041719372023346,-0.016636591625106896,-0.2126366413438902,-0.27560474896460685,0.07335365812625443,0.2668965096877878
HB_403_N,0.5226956214456518,0.2429466800526698,-0.09079008433713713,-0.4882249166625154,-0.15869768703506001,0.1925355908576325,-0.02293666552850658,-0.918729837486329,0.4998393902083406,1.2080869797766098,-0.5707792444572449,-0.05800299796916798,-0.029999418583783338,0.4772005218748923,-0.39851543394799277,0.010417332235923685,0.5380286397862726,0.03774430254431423,-0.04095026759554213,0.01869373032725774,0.43039112815186026,-0.4312363860922613
HB_414_N,0.12496477249643867,-0.027971776949960846,-0.01807793629724437,-0.5398806763283154,-0.06526170342965928,-0.07584743276484515,-0.14979129372077063,-2.4772346779999186,0.055964903376997555,1.0674127537027926,-0.09673232289834159,-0.36794174072239394,-0.14303110174662198,1.3095968543121408,-0.8701685917194981,0.01631729333948995,0.08059851093531374,-0.43219048131912613,-1.8074560283217012,0.12303760832457093,0.5468345547375519,-0.13583874817563857
HB_421_N,-0.055801028182930305,-0.060436013147855405,-0.3520488664848055,0.08671706322492258,0.3795235162354537,-0.03467689500943498,-0.060778370532766655,0.5897217379084707,0.19160434214929462,-0.756032447616147,-0.02670042657191615,0.1095141104705417,-0.8613985946410347,-0.05901825695727816,0.18821234392326872,-0.5884041920594533,-0.0338031402272906,0.1474586036066754,0.19050969667369816,0.13453739705902826,-0.050787962371738576,0.14475243222300674
HB_423_N,-0.15865125486347237,-0.4143740046093237,-1.0008970185138284,-0.16984124903790793,-0.6538709559662982,0.5591273547610369,-0.7722063211610879,-0.04290449233627124,-0.128723364633436,0.3508036082376169,-0.04123618062013029,-0.6178840230664743,1.631270506882429,-0.11774769919579811,0.12007285813665006,-0.12962715257068055,-0.10854565758530167,-0.8414837243729306,-0.15463344836857773,0.0010527596774608833,0.10621217984559175,0.15790393349433196
HB_427_N,-0.9443794386621301,-0.03434452491674973,-0.05818277402837287,-0.5438006009903118,-0.262996093673608,0.1067286096230661,-0.13046044447020888,0.17218779333559067,-0.5503215005592198,0.5794579430758734,1.0585721538002366,-0.7863820291887249,-0.026038831896394634,-0.052369892419023484,-1.22973550619657,-0.11086747880879942,0.06737714564570323,-0.013963796511517565,-0.02383920893156482,0.07326259810938777,0.1914244398444918,0.38620296300760093
HB_431_N,-0.23747282904887884,0.17346921026819673,-0.48611726909099917,-0.2804684226427,-1.1599473003798244,0.33830882667998935,0.24796978604971212,-0.9820019760896416,0.5107735051882688,-0.4393979956414626,-0.1517833887643202,-0.17598301525050233,0.11887697927036366,-0.05423328341090877,-0.028166805374848947,-0.21787435015155876,-0.5589981906121074,-0.1553318812840656,-0.19447671084376295,0.08675796522926674,0.03233480317855424,0.4485679915723686
HB_432_N,0.7604243577966431,-0.2534515554449549,-0.7436178091231157,-0.9553686952385874,-1.238664440865505,0.9511229122635708,-0.5194296860565152,-0.38455842200284523,0.5178919856980237,1.0271149317125443,-0.5213723995781344,-0.8948564815377306,0.9551019942074842,1.8064811022334857,-0.9694569365707322,0.3805540444765986,0.5550605134061393,-0.6010320419161226,-1.4761634999277535,0.26963307822053006,1.2185473518510472,-0.5629295352467789
HB_433_N,1.16757442542471,-0.09008404846276105,-0.5828953645459881,-1.8728747533312036,-1.1249853337039213,1.0291414372589558,-0.5601079051512547,-2.327717551263018,0.5898796119465676,0.41742983923049437,-0.9298954287972032,-2.192242075176354,0.7101475171895509,2.548138198173837,-2.8367196926812954,1.7290600084207413,0.7777853065595456,-1.9467970470803087,-0.739403650135129,0.3530453604677078,-0.46176775952198684,-0.4271467067370418
HB_443_N,0.3308674715173612,-0.6533279950576898,-0.5627909172944822,-2.0644035065882096,-0.6055918737640653,1.408593505148044,-0.5861541684887286,-1.3341783558870592,0.3146298279854167,0.4289302731196164,-0.211894152873026,-0.5024235507490872,0.9601905313066542,2.573283116544888,-0.8938433321393003,2.1161369548962554,0.30678799614610675,-1.9372634303700162,-0.6809938337859934,-0.022984525055835772,1.5118035496827655,-0.5284344311746617
