patient_id,TPH2|121278_GFM1|85476,C9orf166|642968_DCP1B|196513,USP3|9960_FAM87A|157693,USP3|9960_DECR2|26063,C9orf166|642968_SLC35C1|55343,C9orf166|642968_FAM87A|157693,C9orf166|642968_C1orf52|148423,USP3|9960_TPTE2|93492,ARNT|405_C10orf18|54906,USP3|9960_POP1|10940,C9orf166|642968_EPAS1|2034,FABP6|2172_AP2A2|161,USP3|9960_KIAA0828|23382,C9orf166|642968_FLJ10081|55683,TPH2|121278_RWDD4A|201965,FABP6|2172_GFM1|85476,PCMTD1|115294_GFM1|85476,AKR1C2|1646_GFM1|85476
HB_029_N,1.6049059222255602,-0.21891262738669104,0.08173667435649078,0.08724795647319748,0.557713379088044,-0.7550186226897568,0.9196055226641286,-0.14066262110377423,0.47730782435567193,0.022837543165963085,0.26664938590664916,0.09660389226497207,0.007104865400443787,-0.10955462243944336,-1.0970537600942494,0.38185404548036467,0.893450197321652,0.9265074043795299
HB_058_N,-2.2584867426806254,0.4488262292287359,-0.41911857138625735,-0.5542119120665722,-0.600867686672523,0.5770543673489806,-1.2752633630495287,-0.5149161529041122,0.40573487745800335,-0.32793093751594604,-1.4335465239009264,-1.3887701756067623,-1.7337455050188864,-0.2947020484581574,1.9155947026188662,-1.7724154407399557,-1.3352115345023876,-2.1994391081165987
HB_064_N,-0.08609531869400346,-0.5894886911669774,0.04793074519447877,0.06758346269346784,0.79528100352217,-1.2889860171879695,0.5146977558486544,-0.1028541827071007,-0.5015971785976937,0.016282213179612665,0.45544917925839506,0.2432693199147078,-0.10037630327846256,-0.7318100247929806,0.20170508386033567,-0.09147656024315852,-0.045206620448130806,0.0026762203830625777
HB_086_N,0.3530376148111839,-0.7637660084301718,-0.2744034565210425,1.229443583536088,0.46675754146643345,-0.46977091465875903,0.6028084958518745,0.17388792351997195,0.3895149259710824,0.5426675412686782,0.6488446137666892,0.07913327063322101,-0.8106080504666997,-0.5367913901981477,-0.42449440243472697,-0.4676530345253351,-0.17373106579044595,0.48476080124628784
HB_091_N,0.3235782908125241,-1.0031874809760761,-0.12674054513415364,0.18991064927431503,1.3064479427596598,0.15758881080970555,1.1148863251708803,-0.09899717034016615,0.5334586544617519,0.4171097794828311,0.7089049807072542,-0.014138903980037433,0.17374842554624778,-0.9313240757665758,-0.06516446728780481,-0.14707323771046468,-0.5834435122355468,-0.4321230316919834
HB_092_N,0.6574217669178744,1.6585372916776295,-0.044376436676890035,-0.06861431872589183,-1.2650214456965267,1.7976275508883286,-1.4344370666969963,-0.25900248297480477,-0.7193416002208227,-0.15282964451901065,-0.9940374311333497,-0.3695073895766273,-0.06821901130367883,1.4527107238589438,-0.4771143290475671,-0.48524896610413887,-0.754750824504056,-1.0184104950963213
HB_102_N,0.2962996002090709,-1.296830083061359,-0.005181529209486826,-0.07289323940878484,1.050446456352317,-0.4591285787427567,1.1105303129746005,-0.5032130306566518,0.3858401251188213,0.3519112793126317,0.9811187689072084,0.11746920059074849,-0.16493024519865138,-0.44789961418976887,0.09314278602256454,0.5717550443914938,0.2840858516053948,0.16972861131124872
HB_119_N,0.6726428856169421,1.3802708292863892,0.16907103011684005,0.1568915700229142,-2.886611760861301,1.2754165045427004,-1.5467315551087397,-0.08123473186566821,0.5910336227139602,0.0748615452813455,-1.9052039568944104,-0.8450399743933631,0.07466607015546682,1.9312040592450226,-0.798617248057914,-0.6110154105263605,-0.20520283108703255,-0.7908253312808731
HB_147_N,-0.5134216487404993,2.4029453885114216,-0.03236750729041692,-0.04257351673453343,-3.660947447448013,2.2560623684553516,-1.785660572442414,-0.22650197465433478,0.4713714008178103,-0.1316886762402443,-2.466595923445933,-0.6566707762784494,-0.03312022436677029,2.3947096480463466,0.7309334359887331,-0.3382245366886172,-0.36655542718633594,-0.49888435469217174
HB_161_N,-1.4807970185662103,0.20015974298087566,-0.19604827693824287,-0.13681791932653875,-1.0531573830590883,-0.374178269114632,1.3878220063859328,1.5993089005951338,0.7718668537430146,-0.4372214407951803,0.5974657189537326,1.6593193382983504,0.8553542688869826,-1.1808207837125166,-1.0039875380586283,-2.6196712059902887,-1.601728581488873,-2.8855629729030006
HB_162_N,-0.3346451084080163,0.10632906097940516,0.07151594379861205,0.21693234597121283,-0.406253728584648,-0.5938279440339792,0.5570011837123022,0.13195546237732314,-0.33774794490773313,0.7639192476232208,-0.14345666888978054,-0.17154074260567667,0.03196955987125937,-0.05027832291461628,-0.5769695425688184,-0.3954477391212641,-0.32511149297795,-0.27039173652766174
HB_166_N,-0.19114493544365987,-0.3413189619501933,-1.0354971030995324,-0.26496506561253796,0.33447610423607144,-0.2855998999554484,0.8472980557041986,-1.035926752897086,0.11228008597624876,-0.8655911179676143,0.333142851180041,0.24383597930164522,-0.8740939745878871,-0.5620036358121315,2.070548877890299,-0.055425254124088684,-0.23907454432147462,-0.09042804052605066
HB_183_N,0.17274455772790004,0.7105699248113843,-0.21407370283300217,-0.39239567573857487,-1.6058503601316734,0.8289862789222446,-0.22680687297760763,-0.5196479074513825,0.31911777239167144,-0.21165844294147376,0.3044703643380945,-0.580768859187834,-0.191804187102565,0.23337538425793947,-0.3307035411893503,-0.8161492259108886,-0.4016541919518647,-0.9808915535042121
HB_206_N,-0.5124454810055502,3.5707107875977604,0.025519716875744728,-0.007981228243186615,-2.7223520896060047,2.711361729945625,-1.8494036878104203,-0.17100858235810804,0.9572676181398161,-0.03373153211369153,-3.531461742672625,-1.703332009054865,-0.06685268242095667,-0.06045369802124386,0.5569365733479683,-0.8453867534560905,-0.2218634390685318,-0.4906632086129276
HB_215_N,-0.7535677514359156,0.8976255882270612,-0.18926763187540754,-0.012154477915694472,-0.28036519604537863,1.406304197877125,-0.7072440741662438,-0.26256767337121767,-0.4308043210885818,-0.102464719808149,-0.8228860480730901,-1.577777759897062,-0.21511707183013204,0.30957978050963375,-0.03541936639572064,-1.7138489507999974,-1.3182208211831865,-1.4340994405956755
HB_223_N,0.3043422129110577,-0.2641185969593277,0.06368999874880445,0.0347064977384105,1.2183690565968732,-0.3625334032388553,0.27450105526013063,-0.19556876703330692,0.18476737482242322,0.002789284248177392,-0.007640786541942727,-0.5627844589237091,-0.010597655781617376,-0.5170582657913845,-1.5545007022943873,0.00982058155966142,-0.07998029506128966,0.12944025593274383
HB_226_N,-1.1929604227311337,2.143006688316244,0.165122205785357,0.3392519476778984,-0.37252652505788,0.1428200962249139,-1.8683342436046724,0.0839986665612624,0.4554595622082564,-0.21255467925652968,-0.7152029347360361,-1.8881960715096588,-0.08738997343285297,0.35765654828463206,0.8522285373661822,-1.1276322292833247,-0.8261707199986821,-0.38873479612277245
