patient_id,CLU|1191_HOXD11|3237,HOXD11|3237_SAE1|10055,HOXD11|3237_SRGAP1|57522,OTP|23440_TRPC3|7222,CBX4|8535_TAS2R50|259296,GADD45G|10912_TRPC3|7222,HOXD11|3237_WFS1|7466,HOXD11|3237_TAS2R50|259296,OTP|23440_SPG21|51324,CBX4|8535_SRGAP1|57522,OTP|23440_SLC25A1|6576,HOXD11|3237_IL18R1|8809,"CBX4|8535_LOC729082,KRTAP4-7|729082",CBX4|8535_ZNFX1|57169,HOXD11|3237_TBX3|6926,ACO1|48_TRPC3|7222,HOXD11|3237_MYOZ2|51778,FKBP14|55033_EIF4G1|1981,CBX4|8535_CHRM1|1128
HB_029_N,-0.3743626908678929,0.23665730745715888,-0.11010057987485827,0.04696849165709304,-0.04959522928754853,0.5996929937220161,-0.11898829150683903,-0.28851438288479014,0.09248596073164654,0.3356631540863237,0.14791781884802402,0.045302545908896305,-0.20590931188292644,0.45960699079255873,-0.009100931256917685,0.5757566836271072,0.12391697537451912,0.02759439891590433,-0.4481194578955982
HB_058_N,0.9552738508787898,-1.355748931180703,1.2827535496659739,-1.3297519109869327,-0.29508786581866286,-2.1215509491710405,0.8145055142246858,-0.21416706989444972,1.8011699653597126,1.2127061661137761,0.658700229497731,0.6812234379892027,-0.3948588171235341,0.7004880812531513,0.5772644793184804,-0.7155220938721585,-1.0659279850769159,-0.8213788207782302,-1.2731412838393599
HB_064_N,0.022039050138303085,-0.04585808332452118,0.03506437432777809,0.05688916723672087,-0.5046378055537782,0.30824048684338634,-0.06058241063098392,-0.03429775220682909,0.0898835356708384,0.32365374985371553,0.16796008468981838,-0.01624455460741601,-0.14555562269547562,0.29979929092861374,-0.023232772998792534,0.5193848594229428,0.021975519204017278,0.566650106874302,-0.3163324652342541
HB_086_N,0.04623384970750767,-0.10118465259924461,-0.011569932334004666,-0.11211108776122426,-0.16352956071642147,0.24580096093672849,-0.11115251591082025,-0.0667749915798382,0.11328159570670748,0.19428447745787486,0.5578715312277358,-0.16197764520556318,-0.13405705524406744,0.0459973549996825,-0.05888112908571165,0.5500260868463952,0.0213936164531139,0.0945340077509852,-0.4199032499396221
HB_091_N,-0.04978803761069009,-0.030988680607910168,-0.057121530692059684,-0.06479722082339993,-0.0794820457935231,1.1100759381485978,-0.09592423665128202,0.004660114650143933,0.25745882843669365,0.13901481855589035,0.2550084931816121,0.037454552567022764,-0.100404402273192,0.02859790599321478,-0.042346548115089554,0.13975036581702907,0.018940983689432714,-0.7544981781119529,-0.3405492521832653
HB_092_N,0.4580976482913136,-0.461148110030536,0.0884338692041777,-0.11737910960286797,-0.08241327040564778,0.19182610922791524,0.20758584452084125,-0.655560294199579,0.12222372483970455,0.23926364761260568,0.26690207458956,0.014952826684231302,-0.06322033395434613,-0.06415603908288843,0.3284974906334743,-1.3035618608848145,-0.3110723375622317,-0.115795714922444,-0.26169103156675416
HB_102_N,-0.008354187697544145,-0.04449260911671836,0.07556233586328912,-0.15454055693402993,-0.24012139538809751,0.6633256401488532,0.0253653004663926,-0.10142259482627236,0.424028454134483,0.3292223569728407,0.2944635978147045,-0.11762251728292432,-0.4129677564064331,0.13794658264777093,-0.04376093383054013,0.42426230160286826,0.0071512478595184,-0.029758004591361856,-0.18861484986341134
HB_119_N,0.2141617113328882,-0.268259185415104,0.09901003698743972,0.1898929271987666,0.2572852549286764,-2.069738876577297,0.11653818713879059,-0.1869453057126668,0.16376766689104647,0.054863123114366544,0.10217683187655732,0.19622934647288198,0.27085427122603667,-0.482200532030223,0.09487083732385969,-0.510158759488383,-0.1134276433375474,-0.26538161223286494,0.033584556113759205
HB_147_N,1.4003113949975965,-0.8727118187640931,1.230118036801522,-0.07112378659729521,-0.8934205130107492,-1.556308712971585,1.523256695508991,-1.2861736793298433,0.17273965525632098,0.8667760546604615,0.23923003726959244,0.69774628279036,-0.7893070882583648,0.6284072728948658,0.980256727238228,-2.693833737708823,-0.8652386432835241,0.07781449744657176,-0.5894902079366464
HB_161_N,0.9889074758307921,0.09022303820390204,-1.9707874980229585,-2.1208186876370085,0.7700423962344959,0.49258099762573626,-3.1263239805682064,-4.484754847985363,-1.8114589387043518,0.6321001123591011,0.03380520055778982,3.580578051907745,0.5063404005882138,0.41350721370412363,1.0127058938876996,0.09315784126017682,3.4325691338510693,-0.1708354306032556,0.49079297189914095
HB_162_N,-0.0023920195422201624,-0.002946324026292735,0.055060144276345035,0.4182865911333417,-0.4291424617756656,0.9599199094084649,0.044657016205313926,-0.24298037935974198,0.5056893919327508,0.2540770996211508,0.17688027074577933,0.24070289079289603,-0.6841071970462134,0.2505451835460041,0.1850782069242761,0.3198452409284557,-0.18459597383020723,-0.7222194035892889,-0.23333186946616
HB_166_N,-0.4667870589602047,-1.2858496950769143,-0.9067571102205814,-0.2078329119637097,-0.17957747180060765,0.7443002270554152,0.7478448807443655,-0.08359284153377619,0.2861003321597078,-0.5573832526598889,0.5981607341761203,0.15149642515420841,-0.09867387756197789,-0.09116078973851195,-0.5714253320771939,0.38609119808219333,0.5839069632142211,0.08005954760881057,-0.06847152297416655
HB_183_N,0.3136499324524269,-0.39772081406749227,0.37949077311870133,-0.32333191915860227,-0.6290322938472385,-1.0540044241791797,0.3319279284143368,-0.483721158172624,0.7291999642115667,0.5748202338946621,0.24728204808348928,0.9268625525037686,-0.4925119628212918,0.25510047827525933,0.24468895763795814,0.3541432852461717,-0.21494715106782078,0.07355505890006074,-0.7096071744871674
HB_206_N,0.3804412334553552,-0.3158907300895169,0.3937695877172007,-0.03807117933111595,-1.8887332244235853,-1.3256287475771753,0.1456958506728006,-0.5276331522778513,0.1031294567323715,1.424632588576406,0.19286088147261782,0.14008929528361114,-1.2473354455310337,1.1135727604419803,0.1293442004879433,-3.146697444292489,-0.23161120341096306,0.21944256341714524,-1.6213025545494841
HB_215_N,0.054112863836027654,-0.08237208645389194,0.08784520644833449,-0.24408423310104946,-0.31791158701756134,0.07820830446039266,-0.018347672930880066,-0.09969025583170242,0.3301701215128878,0.5594319237981573,0.29967747246287796,0.01109088590089692,-0.1506312123162541,0.16411475122554559,0.01159441545915623,-0.7940566566356888,-0.017294183344308565,-1.0572105443096278,-0.8027344492267595
HB_223_N,0.17830660194593947,-0.8184735528132006,0.9833767191107095,0.021371856065486545,-0.23720123488032685,0.7845800637841798,0.15684147837665915,-0.863650929082009,0.12182560174267176,0.30565366743419087,0.187125577418794,0.03287143456600658,-0.17902893200442918,0.09086494228139577,0.3145208193632945,0.6420213836458935,-1.4509288180948305,0.2066633806280709,-0.40731416048059865
HB_226_N,0.3977275183433978,-0.4146323140321905,0.13462263660823176,0.36808492586660335,-0.38222684410639873,-0.8777740907241308,0.19178641368310514,-0.31130320355575336,-0.3201040359015806,0.3130409567644,-0.046106555799239723,0.22639016899952963,-0.23883176929595162,0.17643151854406253,-0.022198074322489585,-0.6253482119134306,-0.17599827641849225,-0.01022632832474665,-0.5644747534172603
