patient_id,GAD2|2572_C18orf19|125228,SMPD2|6610_EDEM1|9695,LOC402175|402175_RAD50|10111,FNDC4|64838_ETV4|2118,ZNF707|286075_UBE2Z|65264
HB_029_N,0.034936548474071766,-0.31775189280530963,0.2238897165031962,-1.4722531680568491,-1.8299004183550387
HB_058_N,1.049297246126814,-1.1173940571395244,0.2569786776745866,-2.2731012742399934,-0.30468964947984345
HB_064_N,0.005654324890201152,1.451697813814771,-0.4065213189638717,0.1345789957733077,-1.3190024509647063
HB_086_N,0.07513831967981498,0.059302545221930215,-0.1630589876779139,0.6071665494529007,-0.0037004810018491786
HB_091_N,1.0205717729122235,0.2570816785314401,-0.754084413926218,-0.049765736632240605,1.4192389987450014
HB_092_N,0.46247806578425954,-0.5282170447284853,2.9862634937279067,-0.3074855800060261,-1.091965819636269
HB_102_N,0.04001487339259099,0.16904890850189455,-0.5010442305610474,0.6722543205874595,0.4805942255501926
HB_119_N,-0.6741037516243047,-1.575016537647999,2.939317944348291,-1.6415524098801135,-0.5084962656404929
HB_147_N,1.2519601413476438,-0.8425808145370095,1.2833185739929232,-2.3807686541126225,-1.3482646541039751
HB_161_N,0.23929326955979086,0.6084863751146483,0.10793635878639354,0.20599583461091195,-0.4645491371051595
HB_162_N,-0.021583863385872863,0.19547119114868777,-0.28512291627749925,0.4462397570344127,-0.04823802867717417
HB_166_N,-2.913774607976879,0.6110470792159457,-0.8312950900268424,0.36285240000822017,-0.14545862512328192
HB_183_N,0.14648251752943206,0.7460445861606597,0.3659320537177758,-0.11055621294970083,-0.10942668946835635
HB_206_N,1.142267348301728,-0.38459537770045843,0.8242245571315476,-0.09526931021138242,-1.1348441490535288
HB_215_N,1.408337102586741,-0.32204075046572767,0.459746726603014,0.25952799465889204,-1.8437916561360945
HB_223_N,-0.9070014122946078,-0.24109654945204195,-0.15006400630848823,0.4854318122826035,0.1524811138291497
HB_226_N,-0.26908577378057275,0.5637390052959345,1.9474867411236618,-1.775932690840491,-0.9353232279159314
HB_243_N,1.149206990280703,-0.4916542057220395,-0.30356667333999116,-0.684301734233823,-0.2032833105820127
HB_247_N,0.01536279020846681,-0.31801943141704575,0.9592199534221121,-0.24187369052674693,-0.32695323154421835
HB_264_N,0.7755840478533373,-0.252710718730685,0.6961208282776903,0.03230886943091144,-0.14093493208856112
HB_295_N,-0.2750827657311616,1.0362263807780425,-0.935888932295599,0.7923835227299956,-0.06318277090351677
HB_300_N,0.37407204542973926,0.36516556666474714,-0.6791519889271492,1.4649372457991092,-0.07299541051768066
HB_311_N,1.3168835749625973,-1.0469629314512068,0.7449442634154018,0.6702210689944995,-0.5196172960738064
HB_324_N,0.04107422103323523,0.5127571904579197,0.3022263441061972,0.08407974610126348,-0.44659733754775777
HB_332_N,-0.360113131853604,0.2550351384123151,1.5801878835660372,-1.2735804622606601,-0.7671160569758791
HB_340_N,0.4715635946528842,-0.31196607084380085,0.987111871129052,-0.6480180541287569,-0.010741909327593049
HB_365_N,-0.3516693599210088,0.9722396870743656,0.17192702826897444,-0.6028850754701538,-0.24510222682168825
HB_396_N,0.33645245756982156,-0.16142802281610524,1.4131229833223051,-1.9775274624969812,-1.2372531887015177
HB_398_N,0.6081562500924041,-0.21212682261784807,2.2651447812352483,-1.9430613424999756,-0.9987799794813004
HB_400_N,-0.30977001247593017,-0.5838846362983227,1.0584833561005338,0.19246794722262128,-0.10656203325026212
HB_403_N,0.4864485596674622,0.18590973979857636,0.9427423533562722,0.38943680289379995,0.13460932735889244
HB_414_N,-0.16467244472963563,-0.9134541792019433,1.6544824057330307,0.008393642426974676,-0.04080362141189433
HB_421_N,-0.2879106989197435,0.48331291360500084,-0.8009036827720162,-0.1894811717252051,0.4464935959899861
HB_423_N,1.1818501279632412,-1.2208617438552212,0.7294245083581936,0.29618376498894505,-1.3227917787629828
HB_427_N,0.07204148435396952,0.0592933922799322,-0.280176374356452,0.7372433140842345,-0.17054835556637735
HB_431_N,1.5043661768368881,0.22025697718012424,0.0741234368162142,0.5855426115262111,-0.6413087279274202
HB_432_N,1.492709886927907,-1.448038332561484,1.0784174088743579,-1.371942102306255,0.4992843332730256
HB_433_N,1.244670238752735,-1.5688421933785488,0.8288019336136405,-1.09364966729721,0.17655576269619155
HB_443_N,0.7550449684946315,-1.8130536973785303e-4,1.223351664201727,-1.0078312186563563,-0.4109569543979377
HB_446_N,0.045093028596518606,0.36572874039790393,0.10440851913163507,0.5735425747085157,-0.1547644111061623
HB_449_N,1.1926194853499605,0.35082934314509884,1.059745276731077,-2.567839818231441,-0.18483648951564904
HB_450_N,1.7469520583136828,0.32126507546610644,-0.6252087087883758,-0.4237430875210934,0.20270778012152274
