patient_id,FLJ39080|441355_TMEM70|54968,TMEM70|54968_RBBP8|5932,TMEM70|54968_SECISBP2|79048,PANK3|79646_EHD2|30846,TMEM70|54968_SIGLEC9|27180,EHD2|30846_PCGF1|84759,PCDH1|5097_TMEM70|54968,FLJ22655|79785_MICALL2|79778,RBM8A|9939_TMEM70|54968,MRLC2|103910_TMEM70|54968,LOC154761|154761_TFCP2|7024,HIG2|29923_TCEAL7|56849,APPL2|55198_TMEM70|54968,SLC16A6|9120_FLJ16287|162962
HB_029_N,-1.1279983238401705,0.7828417798403158,0.9831862750591132,0.40509841069487557,-3.011957257971331,-0.36220222576710237,-1.4102538158179778,0.5698572155616827,1.6778253543455404,1.1063959822809553,0.19662767084925384,0.058847782468243764,1.1809682160000927,0.7003793312974119
HB_058_N,-0.036293455231916856,-0.1357393500888292,0.005973832477900286,0.4366472615355478,0.17774908588032895,-0.38879679550802465,-0.0456298105265599,-0.5913573229473397,0.6912873909013015,0.20126184752628068,-0.6038052368349952,-0.28007175010881574,-0.4591274232495968,0.5431939736941999
HB_064_N,-2.025749639355511,1.7728736166147072,3.266254693119681,0.3758129911137027,-2.7097675597513318,0.013890365746634138,-2.477791532049548,0.4340073654005889,2.313328312883569,-0.4361048860228161,0.5940647273340789,0.2973929167674556,-0.8132551723210721,-0.5028909594025621
HB_086_N,-0.06889330417511565,-0.3133209266922354,0.43787399183544834,0.2834074911534209,0.1311615351100053,-0.5006259930889572,-0.08296690795769945,-1.2464665948873144,-0.02276425024220004,-0.24011111370533078,0.34896292687031194,0.32401747698619077,-0.3674796965890587,-0.5952532235279439
HB_091_N,0.0402803747005809,-0.4653313022560189,0.483369921944864,0.4485087046498135,-0.31149044434360706,-0.44199419532692935,0.4357550853754717,-1.489869672340169,-0.41275148758727637,-0.12071035860430047,0.37824174896492574,0.7832437690563698,0.24316481678016222,-0.7791277999387518
HB_092_N,-0.8071008034923992,1.5064009887724994,1.3828959949400923,0.03380496661983645,-0.733561809353969,-0.14394808557947011,-1.1854378763175863,-0.05295464144235495,1.2539037343732473,0.9911339476681968,0.14408454703266432,-0.3451785579345326,-0.8914404911857664,-0.7442556721819156
HB_102_N,0.07954102369946249,0.1411224049384533,0.09431270776112595,0.4386108162174044,0.1823096964394074,-0.22627787168179322,0.2562255643169899,0.4116873928044334,-0.12000764308992226,-0.15512543073799676,-0.6549389002106117,-2.4176448724240713,0.04686835705515608,-0.5244275828701925
HB_119_N,-0.3014070605841083,0.2758638400375404,0.029686388134193886,0.13414560679861132,-0.07116299908228109,0.14422920233226982,0.043588243145390906,-1.2003100193626755,0.3400058017294658,0.2848230215250684,-1.0538756873556723,-0.27719886028046475,-0.344598786928229,-0.18981119153960452
HB_147_N,-0.46798432817548147,0.23534649347962291,0.8121793582900912,0.42943230803668514,0.008857110525513535,-0.4045831323093073,-0.44563961505793026,-0.12033910916162473,0.40359254006307727,0.6721602974723662,-0.6856254062813008,-0.612777468751795,0.017042872522326762,-0.003715766803212223
HB_161_N,0.4580417104196824,-2.458574039757951,-1.2902879357075918,0.26212162344029305,0.04468170712535274,-0.049491438249674786,0.9773730797839769,-0.7824112777097175,1.3050836772492702,0.5280571282731228,-0.5920137523389363,-3.8645638065301378,-0.28496823106207064,0.9888499340884593
HB_162_N,-0.9476558493064065,0.016461265962470783,0.12952450511034982,0.39490843777536655,-0.3016193225561588,-0.398044003182573,-0.156507611886502,0.8909845880816057,0.23459198986992005,0.4711116910989704,0.8856533702361878,0.31983142589148406,0.11085903246137853,0.15617080009392734
HB_166_N,-0.058639419346513844,-0.037709745434632666,-0.03570233776197751,0.5787390307251666,-0.02102914674191339,-0.31872331017111333,-0.1459067830339536,-0.8197533735833705,0.16332343487131654,0.2717019780808481,0.06987302268970907,1.0609995336111642,0.09900990723224715,1.9274098710227048
HB_183_N,-0.18640288799979388,0.33146191316984347,0.006614446865799974,0.3215147688848614,-0.35352421138256335,-0.23352370947258702,-0.2638477916078726,-0.40615730995978316,0.2662868786918952,0.42164971456415157,-0.2614550746921616,-1.1694110549003385,-0.2768336202062553,0.08165902029211769
HB_206_N,-1.2236488112554507,0.6300327641912451,2.1446489475700052,0.06068480842345838,-1.1629076914668852,-0.284983449862883,-0.812431447994622,0.012914240231756828,1.7285936870360177,1.6949917579268388,-0.7970218625420614,-0.03453072988981367,-1.5018534916320063,-0.660372766931162
HB_215_N,-0.18565466281337797,0.058203193537285564,0.30120538175032596,0.04439025298876348,-0.5170222497272251,0.16553372482532966,-0.14474284644335011,-1.601135729991237,0.6879740005922431,0.17642519170937826,-0.7532364600889921,-0.8464731444379471,-0.8203913403374531,0.3235630731621216
HB_223_N,-0.3397188444029447,-0.022903695571829277,0.035739905133083526,0.3975129343394337,-0.27307350283906595,-0.3474987787382773,0.02145609983433443,0.47962877495164374,-0.08729585145309658,0.35639942294545934,-0.17421128393440063,-0.25360336672484324,-0.4675136665858492,-0.2228567866854875
HB_226_N,-0.5423240220794425,0.9930984421572178,0.7830891091901698,0.16225800259375114,-0.40288132197475324,0.11654865681565772,-0.33038804316590564,0.4555180827046016,0.41177984291463293,0.3321445964334637,-1.5727399671939744,-1.0585258013137833,-0.8616346480324856,-1.2099914932989488
HB_243_N,-1.0002589204534316,-0.16361534233012215,1.1115085721417874,0.4396640154767076,-0.5599004909192157,-0.4081212583254841,-0.9334844442335344,0.6122468205601648,0.30717446017673844,0.5850604307950503,0.42910439972240383,-0.6992813223382714,-0.1878968710490261,-0.4529682089109582
HB_247_N,-0.06708405040761861,0.09171188597978878,-0.11712944580978989,0.0715701578806916,-0.050470659258818634,0.3193765965109967,0.10905279229064595,-0.8989959725379448,0.21488073433092553,0.009258082995508168,-0.8779613835567223,-0.7386049273853074,-0.12543598123368005,0.32008444275038783
HB_264_N,-0.16117547428299625,-0.04353364280033246,0.8357818792087192,0.4703794478700441,-0.003092990722157174,-0.3380660348137919,-0.3664675740428304,-1.0391000276844846,0.054035394861261785,0.10593542829285241,-0.3460571643246664,-0.5793605307051016,-1.226350898996145,-0.5275555153589773
HB_295_N,-0.10437707630162077,-0.13364874902102847,-0.16531599755922147,0.4868346571096618,0.20075743895790207,-0.06645050319429445,0.32059861852125116,-0.38313054979095823,0.13202948647525153,-0.06222047556005178,-0.5375814265408604,-2.4450023668667984,0.06259346596353263,-1.441540549396555
HB_300_N,0.40336733777895617,-0.13596348013976026,-0.30112885839361675,0.13003878372768876,0.03779300355050369,-0.23999102666963626,0.19284305062920123,0.1907106570606063,0.061721381010346105,0.03979460326621774,1.4200399951723692,-0.1468992313274547,-0.10908045719488739,0.43981791353500227
HB_311_N,-0.4815847486843606,0.5177216459343488,0.9857148731106994,-0.009084563411880537,-0.30556048869793534,0.09543645405577611,-0.6763737702661321,-1.5260249603068463,1.031555539715054,0.6316307558248081,-1.6507121985469542,-0.508897143872603,-0.9682935142970595,-0.35177372723477135
HB_324_N,0.05739800165147377,-0.01107054245847488,-0.12352359200356991,0.13874234326143095,0.07480540661602571,-0.34657104193987287,0.1688882992541481,-0.45509034116302804,0.19625740044620207,0.01829425457134348,0.08714191068684347,-0.4010274818487419,-0.23973158328572108,0.25113059657849557
HB_332_N,-0.09115152463701975,0.11796094383739857,0.004886728308206815,-0.18827070235123197,-0.0865856786396907,-0.03147809663391074,0.05294984751174598,-0.8638843984774665,0.30242753741222067,0.11155390260618774,-0.6209090015596009,-0.759532574014342,-0.16359569398307858,-0.38170428837996473
HB_340_N,-0.2520309772700185,0.6514925794919081,0.14763585209474264,0.24135960515356955,-0.21457929903146677,-0.1374510600675651,-0.07006428929487829,-1.0829449142257723,0.5153496130513273,0.3921029842043798,-1.5652515840986105,-0.6576878933515694,-0.10185617871161055,-0.5843027803299646
HB_365_N,-0.26681388699010794,0.6208714797147503,0.21098590483756746,-0.06798910764784293,-0.3665477453056855,0.00496425689391112,-0.12112480991559413,0.09176076754631732,0.3257917253804537,0.3299326782399412,-1.2134366612155045,-0.370151384746083,-0.15175532015592505,-0.6518513729053319
HB_396_N,-0.5777906883369479,1.372444246726822,1.0145642008097098,-0.24206270782538303,-1.0316833891379895,0.1586806169220607,-1.229995031906735,-0.22384772970902866,1.5385704430123215,1.4230056550020036,-1.1062509366249362,0.3069906404385675,-1.6189480348568464,-0.4132869006954343
HB_398_N,-0.6341619008124119,0.17910984021092727,0.6821301193299434,0.23374092203594835,-0.263993106986766,0.09074395173098063,-0.18271021386965852,-0.5496709876689623,0.7263544145293208,0.25688315416092616,-0.9113308935776474,-1.4608581311148137,-0.5442640634323223,-0.6873473611831873
HB_400_N,-0.003245963743194432,-0.05780191214208734,-0.11536967010492313,0.31996828892740864,0.0741864644057259,0.35559627634713653,0.2309925203863057,0.57683102568091,0.12833989482872082,-0.0924079606947335,-1.200194219870566,-0.5972100867727439,-0.03706520645193704,0.17684707078306589
HB_403_N,-0.4323812845150042,1.2689981259362357,0.15040554112561036,0.27807696140930505,-0.15081747404412651,-0.16959703183431837,-0.9288751975335597,-0.14575245528233277,0.34483171136868623,0.7429189342530242,0.02557034944939106,-0.5514553541430994,-0.20695577393608952,-0.5835514534546719
HB_414_N,-0.2874296577377302,0.8396408052250433,-0.047498233542133235,0.4139559708802904,-0.27423702586097043,-0.3744569419612049,-0.17620170433039345,-1.5522137118525159,0.0499690257097665,0.8320112936358212,-1.1798601206659576,-0.49132639126716665,-0.3481414175509548,-0.08467083973278089
HB_421_N,-0.789522829187048,-0.4950269027359732,0.6807931699850088,0.4578372006841958,-0.052133670192978765,-0.3945828779783833,-0.2920761826604749,1.0757612944043977,-0.6552798358010176,-0.17805072916145503,-0.01870841230403879,0.6734389201810574,0.7396349088363363,0.4550255321338657
HB_423_N,-0.22396845915259933,-0.08672055728523513,0.4280430852008992,0.44516022076733197,-0.06938955775402231,-0.3952743841482533,-0.03277360525955942,-0.2616623992021295,0.5146894212509876,-0.1400738759661888,-0.11565786866861191,0.0014544380156987253,-0.6126259168331248,0.5075686908683202
HB_427_N,0.21076372169980961,0.16777524737526395,0.4474546350967242,0.3376825047902114,-0.24684897304316833,-0.22861470667494632,0.23049204650861424,-1.0537290275362061,0.16675897843233944,-0.08844599183820126,0.10718588698455934,-0.5698905723013219,-0.6281307549587227,-0.4007601879549131
HB_431_N,0.37393389239683605,0.6486199198241371,-0.38414076516897383,0.39280530148791704,0.8180463279101754,-0.2633347462548677,0.5037411671674247,-0.18026514048241726,-0.7796675568834843,-0.06957154741300779,-1.6882620188163993,-0.5369433161117795,0.7268659334444303,-0.3736269379134213
HB_432_N,-0.5463013698127803,0.5554040041723384,0.3507720625682831,0.16010567882061666,-0.41557940589636416,-0.10629740166123594,-0.41453764272604837,0.27573248017970053,0.7445883066720649,1.225878016871402,-0.8072013229430159,-0.0016808107092806544,-0.7753356921094202,-0.5269274595411612
HB_433_N,-0.49812892175926216,0.34798878866928284,0.17909011563961313,0.4767215696226724,-0.053688737284231604,-0.21706559019113525,-0.01852450329601129,-2.851757715728376,0.42257801535863015,0.7122956753764856,-0.2934169143986561,-1.0991164464500849,-0.8063681412292283,-0.15630572870715134
HB_443_N,-0.33379863689943395,0.3159439041400166,0.40800283788333574,0.6141724623530344,-0.46025973921924856,-0.5605072790217142,-0.24689635750525635,-0.3689885732633904,0.600948508555083,0.8531063618445464,-2.5032096815812843,-0.32721403588175746,-0.2601891913155676,-0.45579992306108186
HB_446_N,0.033471218784952995,-0.20112586697445414,-0.2741535562377533,0.1300471815396805,0.10102270704482987,0.04707274395574181,0.5187438479088804,0.460170974036094,0.08879948511371145,0.03855222432729751,0.5917753858656851,0.2639991435111892,0.22073264969105988,0.9522213468335553
HB_449_N,-0.7561728220040637,0.6546836233373924,0.8941929691937932,0.2952909124436311,-0.5795513518755545,-0.21483587403336982,-0.25328489223287903,-0.24177396595776718,0.99645242131404,0.2585472464499086,-0.11856477183099023,-0.3506794886234597,-0.3740407085906624,-0.3180288040701394
HB_450_N,-0.9129189264055503,0.6102151848502367,0.47947677950572215,0.39508884707212993,0.2956865522422875,-0.42596026153429883,-0.6113087616095036,0.03508246087906308,-0.22527400886513413,0.5985969438434483,0.3104243524795332,-0.16448807766266768,-0.5650812638937384,-0.9912043751709221
HB_453_N,-1.1353859754639533,1.9476340875952263,0.6712943663387784,0.6312736608456758,-2.1732936106152994,-0.5553163588311337,-2.145027643206648,-1.2669579509100881,1.2083889218589745,2.0265221481597204,0.013768948307016176,-1.1201259430759305,-1.1793305888674213,-0.8810570345236762
HB_462_N,-0.26849550431461683,0.8916972917370035,1.0085201394361096,0.45362776732913973,0.2350251027879754,-0.46980462414668106,-0.08234878748967311,0.39114914081055385,0.9296063479297292,0.7578416035265314,-0.6563775566172865,0.16091661829913864,-1.2512105190883005,-0.37221277945641407
HB_464_N,-0.43472232052961446,0.5435607651208596,0.7281677452034152,-0.2628626324976957,-0.4557492285581317,0.0814103562823643,-0.7138799763204394,-0.3289962334318816,1.2470726708287363,0.6357316899233574,-0.7120711127874022,-0.9667499111145047,-1.3225718725948203,-0.5787154586810237
HB_468_N,-0.78134019242016,0.3960708965238469,0.721238159003457,0.38052739631095883,-0.3590789660809195,-0.4000474195516909,-0.6004103199332972,0.3443383011821163,0.41089081037624714,0.8432173169475127,0.36139091831386394,-0.5924180294983092,-0.2481984712977635,-0.480390830427608
HB_472_N,-0.7683308264801808,0.35333772650072126,0.2597181206340489,0.4067086959408848,-0.5212299713734243,-0.3641109959354981,-0.22557924042983055,0.2734962511919061,0.18677653843421455,0.5142309748326638,-0.24573502810015233,-0.005166247919225407,-0.42435140955117123,-0.11662678648103504
HB_475_N,-0.35656665562390966,0.3511178364981272,0.7247807225522026,0.39562302465088967,-0.20305425200079832,-0.2791229324758185,-0.13562589777807205,-0.25127912092615867,0.635680895472542,0.19284334726013805,-1.3545004262226472,-0.38613523573564124,-0.5596605418341869,-0.16564413984731924
HB_476_N,-0.1745108447707776,-0.1915039589361058,0.21917049494404933,-0.3875357085127612,-0.03447425234759139,-0.38277934439162803,0.07181557171621612,0.5871452138016908,0.26386798605439044,-0.4011977153080714,0.4535206959478432,0.5401820857595512,-0.28115548319933165,-0.012990510575625027
HB_480_N,-0.14793752015785905,0.13386264192157774,-0.11681081513633265,0.17351032234605318,0.10874941792642719,-0.955598597572336,9.082343966580814e-4,-2.022216668738695,0.1403125049252772,0.03177589552487812,-1.2182574014623324,-0.02503839342368849,0.11281474590771827,1.2122633909017457
HB_485_N,-1.8355765974919511,1.6840113632965699,3.083155754233039,0.5173034024551968,-1.5930570192050906,-0.510286893606211,-2.9614451397404657,-0.05835123278213642,1.8248211983637324,2.8120452358606536,0.014829785905369873,-0.5693887074506159,-1.6446089132593364,-1.8702164032849682
HB_486_N,-0.2139830671133993,0.6264965987580224,-0.04562481628138455,0.35047401651406473,-0.8493944284086011,-0.2212998045219827,-0.7113858352375811,-1.356529296158159,2.102128088814822,1.6099666612426768,-0.3538144964209664,-0.9358085355672378,-1.8240054612986327,-0.22358371467913565
HB_495_N,-0.20324726969167833,0.2929009415480463,-0.3793051916528148,0.31715225163228755,0.27742880819690724,-0.3590607897257656,0.6887424070370245,2.336461361514609,0.3083321353915101,0.08762285437021043,0.12141308754749876,0.7415024894397176,0.15857337436954846,0.5140731857413928
HB_497_N,-0.7256745226336515,0.2573677770922272,1.0691444803684709,0.21087171126936188,-0.3917913542453247,-0.0751698462300897,-0.44870828141169866,0.6226411518243941,0.5450256112160211,0.6950874444777531,-1.998318939718732,-1.1070319397828519,-0.27851342707807974,-0.37294370869731175
HB_500_N,-1.0454153345297674,1.086139861688055,1.204503510026073,0.24684117044669565,-0.7027784813790048,-0.13341311773189535,-0.1942984438986743,0.36308959198642043,0.531586833531717,1.685010156637368,-0.5930503085871496,-0.7927569583588527,-0.5735609587514082,-1.0194673577824855
