patient_id,RBM32A|340529_DACH1|1602,INSR|3643_SEMA3F|6405,HLA-E|3133_SEMA3F|6405,SHMT1|6470_ARFGEF1|10565,BCL2L10|10017_BHMT2|23743,RGMB|285704_PSMB6|5694,APOL3|80833_PMS2|5395
HB_029_N,-1.0502984888197446,0.08218045537331153,0.03587273019516743,-1.9455829099986102,-0.06622032001664714,-1.0761567818699729,0.10422781863075738
HB_058_N,-1.3967039340597922,-1.1936044985705276,-1.3337571442379406,-1.0847754242317875,-0.1336848528854899,0.6548402033574064,0.7627225050906171
HB_064_N,-0.7274950501960726,0.07273446464428826,0.018624447111063768,-0.42678044282949745,-0.4847272823877917,-0.9612273070024676,1.092699201763612
HB_086_N,-0.1109800660261991,-1.1216149621390812,-0.5014575518893749,-0.22286736630151388,-0.16756844996048087,-0.3792976173195716,0.09571528542947691
HB_091_N,-0.1477811441330431,-0.11013865225632503,-0.12966217208824748,-0.14056324680317367,0.0553955715978173,-0.09854830351253475,-0.3002123940730923
HB_092_N,-0.9908528723836179,-0.03413208049959729,-0.14708403718413862,-0.6338414080097265,-0.340660590879915,0.6865774058267006,1.054076775157064
HB_102_N,-0.21481661646026357,-0.30676790412688554,-0.10242536203328395,-0.1873479495442549,-0.14536858032688613,-0.6058659776945515,-0.62855885669379
HB_119_N,-0.784112256103618,0.13859469870714206,0.17975248204571365,-0.7841292199293953,0.20451431290766836,2.146596673230149,0.9015052085178804
HB_147_N,-0.6636770221084944,-0.014938242345881213,-0.10454601630911502,-1.804239977538971,-0.12491983839604286,0.8044730475116468,1.8286146263991527
HB_161_N,0.023440884902387864,-2.1280435799438746,-0.9206589213920048,-0.24994734559158463,0.14266532380434116,-1.1743366935333526,-1.63546908677469
HB_162_N,-0.1630621038474853,-0.39088276835607705,0.3435668220591838,-0.15163251769112046,-0.05622083541754987,-0.647247852047469,0.07851689207128675
HB_166_N,-0.2068716040717557,0.5288782527539718,-0.06337191038719327,-5.955093693842062e-5,-0.26201461529238734,-0.9608897251190176,-0.7289824440807355
HB_183_N,-0.40781598087482535,-0.22442073766354229,-0.33428274130710095,-0.5662340194868599,-0.20002570443584633,1.4186163244691847,0.06769465641861261
HB_206_N,-2.1597760505315424,0.031240269699572182,-0.06066556304329059,-2.676557338772612,-0.04172657986109915,2.0041525985211552,1.2911744826641411
HB_215_N,-0.7821833184257795,-0.04261020235129357,-0.24966518775607258,-0.22072274001840977,0.07306741927906697,0.9781897117656578,0.6619823150001749
HB_223_N,0.41423003336333547,0.018090990428969212,-0.004076667584895609,-0.725357324567163,0.343165025355791,-0.2409208705716184,0.6379472288843885
HB_226_N,-0.6134486383206242,0.3029885078849414,0.35149754977392395,-1.0323066057504533,0.1346433999839984,1.1022817336000112,0.8276426169796592
HB_243_N,-0.3616487570416645,-0.1301569255975372,-0.2616783946318645,-0.9985528813833957,-0.9982021733486638,0.09258491294940836,0.1738424087252655
HB_247_N,0.05534857301949125,0.4873645197489988,1.3625641608104768,0.0561956544388468,-0.24776800731656254,0.4753859887125302,0.5778350698745236
