patient_id,C9orf30|91283_RNF166|115992,EIF4EBP3|8637_ZNF174|7727,"AMACR|23600_LOC729375,LOC649580|729375",FARSB|10056_ZNF174|7727,SFPQ|6421_SH3BP2|6452,LSM1|27257_THEX1|90459,LOC572558|572558_UBL5|59286,MITD1|129531_POLE2|5427,TCEAL3|85012_SLC35F4|341880,IL18RAP|8807_TNFSF13B|10673,RIOK1|83732_SPATA2L|124044,C9orf114|51490_ZNF174|7727,KIF22|3835_PABPC3|5042,SEC14L1|6397_ZNF174|7727,RSPO2|340419_SLC6A1|6529,C3orf21|152002_ZNF174|7727,IL17RE|132014_RNF166|115992,FAM107A|11170_KIAA1466|57612,CENTD2|116985_UBQLNL|143630,DGKI|9162_ZWINT|11130,C8orf38|137682_KIAA1466|57612,CALML4|91860_MESDC1|59274,ZFYVE21|79038_TMEM16A|55107,GALNT11|63917_NARG1L|79612,RGS7BP|401190_MYLK2|85366,CDCA7L|55536_SYT16|83851,SOCS3|9021_ZNF174|7727,SEPHS1|22929_HP|3240,ALKBH8|91801_EIF3F|8665,C2orf7|84279_PLAG1|5324,FADS3|3995_GRAMD2|196996,EIF4EBP3|8637_MGAT4C|25834
HB_029_N,-0.015288057132262486,2.8195619186377723,-2.113448820261471,1.930445357674913,0.3375784508951903,0.34171109116832743,-0.12402663614442834,0.09812391964426657,0.8789751825052271,-0.12597371238935462,-2.2096250872796492,-0.7021946384651124,-0.11529464896926783,-1.32142606145063,0.8615508355994865,-0.36403731803141115,0.37921089172251277,-1.2413123697005293,3.1830106397173186,0.47936770294119596,3.933160195353033,-3.533331315052223,0.5917385437731577,1.4019135101261637,0.019600117719835025,-1.8993245357347381,-0.4469512488576958,-1.2856986913193884,-0.40322042102464867,-1.5344216020166985,0.23211429723815385,0.12099885479668702
HB_058_N,-0.5748864034917949,0.6273441379782809,1.1688529137454622,-1.0337090098062434,-0.29309835738132245,0.17066091332620437,-0.7581746906093203,0.1694781483464962,-0.46160169169362547,0.0652901989214398,-0.26063047751324886,-0.9298094965822006,0.12250310555830607,-2.097073023513865,0.2528052118226691,0.1903735356371753,0.08059923747621961,-0.25592882203898437,-0.7754484382553263,0.253911899654763,-0.2106258383054042,-0.06576220970300671,-0.3575705131684606,0.23007871727465992,-0.0812891968461244,-0.7096026531668174,-0.0917438605303668,-0.02396043840931426,-0.29423996341814523,1.3043131573128517,-0.8170584471010174,-0.2319405908956129
HB_064_N,-0.3746024940547374,0.16024818751794415,-0.46801026470412627,0.5255965622209293,1.3230206016097137,-0.9676287987231733,-0.17666728948427535,-0.4527073793137997,0.2711087104315818,0.8250793516653507,0.2913709011778288,1.3656748888152312,-0.39916254344144586,0.10025043792431294,0.34730408078337804,0.20002938342904134,-2.5934387116864315,-0.5256391790135166,-2.563667941953444,-1.7396070607077745,-0.7950940115006905,0.49364730796260337,-0.21931509674403307,-0.9262580949383064,0.12873634977012147,0.25339167302748844,0.9373894278836613,0.6429418605140099,1.768848223443776,-0.3622025841734708,0.18589466288643947,1.034228094066529
HB_086_N,-0.018278553853834475,0.7350741171364226,-0.39735069631370945,0.46259874900339465,0.7925919731865424,-0.13506246391063345,-0.6728720209546539,0.4740502387013916,-0.05842937033608632,-0.13721393176409713,-0.16751372082128205,0.39020230486080504,0.5876910959983195,0.6034362048980829,0.12122766419257403,0.2954827812101242,-0.5372970992408882,-0.241901777196965,-0.26594002631054914,0.1176538163644896,0.19840216714231051,-0.31812514878097636,-0.08787032671243647,0.2600071415021429,0.6568761590967794,0.06515509756651626,0.15153162983390134,-0.1731325598249701,0.6626526708479926,-0.7833034006491884,0.2224989596987681,0.23482977277813372
HB_091_N,-0.4418066972300584,0.9691317144334912,-0.380556939866273,0.40231517472441264,0.7312459013377325,-0.3683310588772713,-0.9398759705649028,0.1796634840393285,-1.513350138849282,0.15485856167767165,-0.3268740404379445,-0.725936613173297,-0.5615722867359159,0.03933564947856475,-0.2879267677288375,-0.03805131421597256,-0.3418695431862519,-0.5399884285864671,0.2554373430855968,0.14048172945531154,0.3606066299660013,0.10858208871604405,-1.2288910590345323,0.4416166844078124,0.4487670830020325,-0.3463022157839788,0.8104140101639482,0.2990147919463965,0.589608641182274,-0.05709113765510917,-0.13629843071636433,-0.5015628298016448
HB_092_N,-1.9950503840659497,0.025428795788456117,1.0842747066776734,-0.5253167671345402,-0.5191389959355944,0.8468458114002525,-0.7790813455260652,-0.24043618434084915,-1.133161777740992,0.38973867560911685,-0.6615275069237345,-0.8409606137638693,-0.6192213199444674,-0.1995733152395494,0.06307062164316178,0.5491891349606455,1.6237416919763348,-0.27939232572413075,-0.3003348250018674,0.08401472617758511,-0.21993989173100706,-1.0568604568601139,-0.9921858047731529,-0.4078016326924593,-0.10129355469759192,-0.9137322307534618,-0.5849426758224128,-0.13153520541552347,-1.0341993321754064,0.6167076325406567,-1.2469205556771052,0.04610527369075805
HB_102_N,0.028355633702640874,0.4278092607345484,-1.23173494918709,0.31030362246336685,0.6314501229718973,-0.8092328049094901,-0.30622866114242664,-0.1289166573077975,0.26111970304453425,-0.42732116946930426,0.0620498538238691,0.488897089646464,-0.1111445440006704,0.6543195735399273,0.04390488925821633,0.34708234005693156,-0.004122502791374437,0.17727575165555967,2.405070239810505,-0.028408495785419995,0.9539718618144037,0.20168053742360587,-0.2863558723469906,0.7100591170955559,0.23559494587861038,-0.7234499407336044,0.6087787395080989,0.7471461731367135,0.3270315953963462,-3.8952823581086506,0.22060002351429134,-0.23553732812238729
HB_119_N,-0.6592440930245808,-1.807041673218984,2.592423878401739,-1.172882141493931,-0.93709640403861,2.010458408567119,0.45356828533540305,0.14016777995144916,-1.169490212542914,-0.45085309914791416,-0.8602908191569484,-1.6705293148666664,1.0794994027121758,-1.482790860893735,-0.09062391289864338,-1.7368333375383656,0.15718687266077794,0.6759147174451534,0.5506984428691106,-0.11516201139451923,0.7650595247459427,-1.6127924484477487,0.6274772392626914,0.15856300239536864,-1.3982471968448658,-1.5571594199806775,-1.4916443158446169,-0.256694886729327,-1.91516501552756,0.242283185075093,-0.22683776380423185,-0.0019416173172132263
HB_147_N,-0.8078021641050649,-1.3969552445095361,0.7800154531970918,-1.698641551373073,-0.6146472840506736,0.041248040227777436,0.176882922707906,0.06603927795729715,-1.702272174176902,-0.18386603313375433,-0.6946107389503113,-2.4024539137075984,2.4144243795710127,-2.190454213015204,-0.08420453494859458,-1.53247309751913,0.46250686651044176,1.6567519638471393,1.8795991690417693,-0.3564878960139614,1.686528725698889,-1.8113961399198903,0.18252985917787012,0.09289667323395497,-1.1326351112913715,-2.134070193263242,-2.3446420242175594,-0.4595263906428193,-0.08844006464837159,0.2808390697148648,-2.535792513638833,-0.2779558630899935
HB_161_N,1.1985630939102891,0.4397019972203475,-0.8489146264522649,-0.15121440472590264,1.3112374274861696,-0.3056059914272181,-1.5170685957381658,-0.5142024141240152,0.28405117731418833,0.1736938421178088,0.19516865719896737,0.6122775271539245,-0.08337075241270289,0.28821676478949054,0.5423083085938691,0.5797672103140326,-1.2691889748111416,0.041067061691186985,-0.420445207270708,-0.5659566609390712,-0.16327059960121604,0.1569886322451523,0.7230705360560054,-0.17907662340259392,2.4385416206644894,-0.05524383313040009,0.6091598922787522,-1.294483985373426,0.3646314134385143,-0.5741263828926391,0.4726931986729481,-0.04440808993203447
