patient_id,ELMO1|9844_SETD8|387893,LOC572558|572558_ITGA7|3679,PARK7|11315_EXOSC4|54512,ZBTB16|7704_MGC42105|167359,SPATA7|55812_C1orf56|54964,LAMB1|3912_C1orf56|54964,RBM8A|9939_CCDC46|201134,B3GALT6|126792_TPD52L1|7164,ELMO1|9844_FHOD1|29109,ETV5|2119_CP|1356,PNPLA7|375775_CACNG7|59284,ETV5|2119_FZD4|8322,ITGA7|3679_ATF5|22809,B3GALT6|126792_NKAIN1|79570,ZBTB16|7704_FLJ23569|503538,FLJ23569|503538_ITGA7|3679,PLEC1|5339_RCOR2|283248,ITGA7|3679_MGC42105|167359,USP4|7375_C1orf56|54964,FREM1|158326_C1orf56|54964,LAMB1|3912_SPATA7|55812,SPATA7|55812_MGC42105|167359,LOC389541|389541_CP|1356,SPATA7|55812_TOPORS|10210,C20orf160|140706_TPD52L1|7164,ETV5|2119_ATF5|22809
HB_029_N,-0.20881220560550642,-1.2412015434251542,0.7232168876235873,-0.6156113534955847,-0.4672602004753942,-0.42442855443411,0.40021395477587796,0.5913758213784761,-0.16189673943199548,-1.219037569473969,-0.002912392760346105,-1.2087476904787433,2.60335627437437,-0.1464034293094565,0.6425045683172781,1.443460586573155,0.6211695600585826,-2.9481779553520595,0.04559931211463688,-0.003718387667368857,0.5770399873183479,3.3975825384411857,0.9691631632071672,0.8935299016872789,-0.9539876574611095,-1.8239301805686656
HB_058_N,-0.19440052229410462,-2.908668346212588,0.2598500019411908,1.6686430882120122,0.27548042533053124,0.6290932315889036,-1.0655123725280573,-1.2923166900077272,-0.22957198726642367,-1.233066261951886,-0.3737470253955511,-1.5641540320775262,0.5873059603004451,0.529953741340187,-0.48512554485738185,-1.0351381167494191,-1.0738771176202555,2.3716784979716183,0.778779122477569,0.656423201910782,0.18445873965177687,-0.6506987079228819,-0.7509640449096516,-0.8100469936265722,-0.7431007929193822,-0.6278935550892233
HB_064_N,-0.19280818910678324,-0.026615548618780835,-0.0037759639338457852,-0.5335033615626282,-0.16521282994150582,-0.43241590319654705,0.12268598372260961,-1.83737673051967,-0.26138743725485114,0.2275273367179518,-0.32750845056441746,-0.015386724146177158,-0.26146872001737,-0.32608216951296354,0.5874792901071274,0.2658608418841455,-0.014620873584698785,-0.6142599683334561,-0.23056974544116016,-0.23436730710331125,-0.18190611766643017,0.7622676214083093,0.13605292288882723,-0.12961753658657518,-0.5225614594440949,-0.0946414376667361
HB_086_N,-0.09030718481980142,0.716100024588014,0.24844703616726818,-0.2519201346263437,-0.09523645555041715,-0.2809204625776108,-0.003239760470808915,-0.11791940438285232,-0.3328571364655107,0.5179750235155723,-0.5508730464030756,-0.10067615502521396,0.0044159157833605425,-0.1676631732988021,-0.33655613795876754,0.6788864958381555,0.30053700455163174,-0.5233067418155997,-0.33960634032467013,-0.023532891346251267,-0.1568031725703165,0.197315391012095,-0.05647070291909669,-1.0114268395024293,-0.850431360718295,-0.7328736130438942
HB_091_N,-0.22831033142575236,1.1811301543685737,0.6445363609900651,-0.9407678097575649,-0.1927849667292734,-0.34509301062822817,1.0366752392041332,-0.16694558937965617,-0.2726569885924516,-0.37978493260742113,-0.41440711621525417,-0.08182058195456164,0.10843654398738495,-0.4695055406528105,1.058143220984653,1.1146428821908478,0.46900758020765515,-1.1755489232160377,-0.30293993722898416,-0.26438747568344156,0.3107015960526955,-0.6626557938598753,-0.8329606616805753,-1.418447876003028,0.1860488138848278,-0.28597120038343166
HB_092_N,-0.17574968016163225,-0.30743029763017937,0.2838540283992206,0.4825893624331719,2.1211027150356885,1.9937830078340888,-0.32901146073551857,-0.40162309287224124,-0.2637767559737219,-1.2985996883078907,-0.15598909003318334,-1.3755087423163006,0.05758616439707789,0.6450298384196796,-0.8252159303976347,-1.054293083164816,-2.2978191119780953,0.5593305915973608,1.4858888104319201,1.8781830481988162,2.9208057274084545,-1.410609493132637,0.7505541408010923,0.9389401189545026,-0.38817316655657774,-0.20488586025734454
HB_102_N,-0.510398031760732,0.41263544758680104,0.9272606601155802,-0.7457323457395784,-0.8901451863244295,-0.39984202339456415,-0.19274864218379703,-0.2479006165637197,-0.058660952421146766,-1.5931399035418612,-0.1222806031983709,-0.5578477867401789,0.9919601245669993,0.6171739599297323,0.6987537112454134,0.4404700896220503,0.3044203487099498,-0.6983946489342553,-0.7828492608093747,-0.810950265594614,-0.30193275723628415,5.64443178761957e-4,-0.47391638814907755,-0.45464572823057225,0.21463211073249713,-1.1898625612749494
HB_119_N,-0.08498969467181591,-0.7719100861010698,0.4781254943385291,2.248714199729252,0.584721723624395,0.7446587486908101,0.15776976488091257,0.12070081060745044,-0.20736741887796695,0.18262636307567187,-0.1510711029582124,-1.9427656765886938,0.8752377608514917,-0.14849469965121842,-1.4694186515452814,-1.0224977658135022,-1.5958965037619608,1.411176099869231,0.33479042701387335,0.6455486785001715,0.784301788569392,-1.2401632379594574,0.10999746459660162,0.08536658505982536,-0.01410564292078378,-1.0691529238535393
HB_147_N,-0.4795371514411664,-1.9818573497542582,0.5335384583686115,1.8125196349294777,-0.33159633396334093,-0.5412237834030463,-0.5096168507101927,-0.8086767558009258,-0.19370059119495042,-0.3482384069570565,-0.3109522568500514,-0.5301217977714602,-0.05371613397086515,1.7001464899841672,-1.5669277727939994,-1.7663229001642977,-1.0769024622064782,1.8676505399702459,-0.36977872926480926,-0.3167928586440049,3.308914570248081,-2.8550392308679062,-1.1220840122729012,-3.8641316938911476,-0.3516337664482847,-0.26711220822269444
HB_161_N,-0.6956057749179931,0.28816321905235914,0.2643884441043407,-0.5423439592916561,0.4607498380635291,-0.4220464231466433,0.12148764456406246,1.3493640109840515,-0.8209119855896401,-0.27287085293062197,-0.2974759693920093,0.2592082396624502,0.1508657306487404,-0.5118681823001309,0.4836622232218473,0.23966703908447426,0.16406079411089525,-0.44654528743913907,-0.7215416284754373,0.12726023945959822,-1.1505536446320472,0.15707400750449224,-0.7544971496537034,-1.0182697233174964,0.4944009714983239,-0.1545364454952
