patient_id,LOC729255|729255_NEUROG2|63973,LOC150935|150935_ALG10|84920,LOC729255|729255_HPS3|84343,TNRC6A|27327_HK2|3099,IDH1|3417_ALG10|84920,TNRC6A|27327_CCNI|10983,TNRC6A|27327_LOC643454|643454,IDH1|3417_THRSP|7069,LOC729255|729255_DFFB|1677,CHRM2|1129_THRSP|7069,TNRC6A|27327_LOC440799|440799,LOC729255|729255_ANGPTL4|51129,LOC729255|729255_FAS|355,ZNF781|163115_SLC27A1|376497,TNRC6A|27327_ANKRD30B|374860,LOC729255|729255_FAM86A|196483,LOC729255|729255_TPM3|7170,TNRC6A|27327_DHX30|22907,"TNRC6A|27327_LOC729082,KRTAP4-7|729082",TNRC6A|27327_SLFN12|55106,LOC150935|150935_LAMA5|3911,TNRC6A|27327_FAM86A|196483,LOC729255|729255_PIAS4|51588,CALB2|794_HK2|3099,"CALB2|794_LOC441666,LOC283027|441666",LOH12CR1|118426_FAS|355,LOC729255|729255_LOC283508|283508,TNRC6A|27327_TRIM38|10475,FAM116A|201627_ALG10|84920,UGCGL1|56886_DFFB|1677,SPG21|51324_FAS|355,TNRC6A|27327_PROK2|60675,IKBKE|9641_THRSP|7069,LOC150935|150935_THRSP|7069,LOC729255|729255_CHRFAM7A|89832,GEMIN6|79833_POLE|5426,ADPRH|141_THRSP|7069,FAM116A|201627_SDC4|6385
HB_029_N,-0.11374617855081941,-0.03878843983021953,-0.42594781895896644,-0.20261986082071964,0.06753483916399379,0.231538823220125,-0.3070168315379472,-0.7002931068112899,0.23884845720163966,0.8217468765597417,0.17621755665186786,0.5587290907673904,0.2810455640983811,-0.2912296271546927,0.07497866444919282,-0.5503178324472983,0.43801439023482963,-0.13546525083213098,-0.05265046687694954,-0.18917868483157624,-0.028111798794434192,0.08813448171580354,0.8893595889326138,0.20546247998332431,0.6795411302988996,-0.7593908085702452,-0.2148474585321993,0.45207048872583283,-0.15250574949439918,-0.6868949068421234,0.12967270683829757,-0.11667838840635496,0.9299704606897427,-0.21480541870140168,0.4770025438950608,-0.056671275039321185,1.7511233082330517,0.37923364262297254
HB_058_N,0.5094664735288708,1.4020439146239678,-0.9293952591281283,0.8181755854520054,1.0454457625363829,-0.2568542262101007,1.0701441765945758,1.3510805444008525,0.2800986222401502,-2.2066399167307775,-0.7954446421338361,-1.2814955393260101,-2.029550373208812,0.5238311484761156,-0.1878908030479454,0.6262808268525943,-1.0998390107450315,-0.5198628727926522,-0.2666505491287041,0.7186588583862118,0.7000265185382878,-0.5675468313892287,-1.1590752407892622,1.0067656836444963,0.8407871589299282,1.6068434820541413,1.6683496886290943,-0.4524326658462675,0.04444093790968601,-0.3562415412541733,-2.1521697452824644,0.810876448124247,1.672733635111564,1.7689819760011951,0.8526686737169021,0.7540625441220107,-2.4656059728335067,0.2868967131022463
HB_064_N,-0.3267975695795219,0.10730908256254638,0.6315237356862503,-0.11166765298430188,0.1367512071774003,0.06033342540678746,0.0825252630519304,0.12190163097975863,0.2731609977794811,-0.005168150853947232,-0.019457204037982977,0.597721821517736,0.05955857238133091,0.019995754440158844,0.11550517410749553,-0.28534026233424287,0.6958570377307163,-0.08244167443523731,-0.08644917792887785,-0.06036505830142303,0.6270164295628213,-0.024323548116981633,1.052549537600255,0.09395671513328448,0.2701831368208908,-0.8585012701416478,0.24254236653724617,-0.03047689410420958,0.12077140563068291,-0.4435745779901739,0.8890523372311995,0.015849296208753565,0.33611140356125885,-0.05707436891016911,0.6286508273722958,-0.03867796086038461,-0.07634410901290085,1.7966010804957686
HB_086_N,-0.6945002249065342,0.011274521894057402,0.6692687151240828,-0.09320196717135316,0.08358854134938817,-0.023540025336187157,0.1030981189423545,0.49808175843249175,0.4589746952356218,0.41070163162028867,-0.028172995778319908,0.37463440528956277,0.4963521017519436,0.0012050586449481528,0.1006932887347234,-0.793949159180571,0.5831450874357597,0.07666157072332856,-0.018412859825803235,-0.2697580155382022,-0.1698027375182121,-0.09527392140989412,0.6244808513480111,0.17753222450317935,0.3803728896315084,-0.3372653975588746,-0.42968780904988585,-0.05573209682277698,-0.08014638064880433,-0.4677663076718735,0.24714048210254536,0.013596455326443277,0.947614175215334,0.6854041067188599,0.42096547976630416,0.044009333358820076,0.39163277412404296,0.7665644230110582
HB_091_N,-0.5107922371362656,-0.25737645024931427,0.1383256176549262,-0.1358212509700989,0.08373545923500623,-0.14317170074723556,0.08371711167412421,0.17912603974064228,0.36264169848931577,-0.4457166235446469,-0.007155414432715179,0.8136247654645423,0.4086514242700788,-0.5400421371421108,0.13606029104796905,-0.7830712052783312,0.345879676421854,-0.13285593298859796,-0.09845654301885072,-0.007014181470123884,-0.050444177420761696,-0.028381200883883857,0.17559067258804625,0.13273125249705744,0.23175594706545444,-0.14651515737894363,-0.37672870265100766,-0.06674354585130615,0.12300604677656884,-0.31972196225365557,0.06343090411703156,-0.05809892166356197,0.5810731795810178,-0.18213533072643234,0.8653136248362516,0.0776643373183795,0.3622088407794859,0.45456282703029605
HB_092_N,2.551091408439431,0.7555309163587922,-2.044200936569066,0.20045928981185127,1.1310482936405921,-0.6882390381068471,-0.007701745583542773,1.1938148614832387,-1.090388173324815,-1.048587527918581,-0.6046411896982388,-1.6511702669222699,-1.352933418249774,1.809838110710808,-0.6657471794180618,2.1004271174003724,-2.4756637675458637,0.11839974651884207,-0.39735256595348434,0.1725287836332866,0.3857496948676212,-0.8216030390869773,-1.4891082215572076,0.0941479775426621,0.14218527850871646,0.3894883962287593,0.2628199882169407,-0.6190718669541423,0.6964483656512206,0.5858480110819616,-0.598254336559644,0.8676479896424667,-0.5202508117025326,0.7842522952393655,-1.1791461423000293,-0.08555943800922383,0.7198220723560058,-0.3607650200406811
HB_102_N,-0.6664092010370102,-0.09027967178222608,0.8209745138982971,-0.02951962395646476,0.05620761670115213,0.13590667247220978,-0.08217538849519919,0.13941087339546263,0.5144591745881061,0.10200520708794154,-0.010084151461087116,0.9247749896239384,0.5221405903370208,-0.3572323940028371,0.044120546258850556,-0.8403613441180523,0.3328446672833654,-0.1349423038656572,-0.038108094278446705,-0.25212031633413,-0.7806693078796538,0.03974328227865331,1.056850120586349,0.4812807166084257,0.24364638958181112,-0.24972289203718329,-0.2828635906586046,0.07962942823074545,-0.12641738284919204,-0.471446843177588,0.2736347789659163,0.08057405202767523,-1.100700147988255,-1.6911588121410566,0.5328602043240852,-0.11494414261263135,0.32844857611773787,-0.32154460914376387
HB_119_N,1.8160822155473337,1.1051491963257223,-1.7475898484661576,0.16148880475128075,1.523020182271439,-0.07469808826274918,0.30051832957412433,1.0727183073323687,-2.4512847581189323,-0.8362522967003247,-0.20281783040848042,-2.3425305879129716,-1.7042796423278885,0.050206523679384274,-0.11774669450639673,1.9967923942240522,-1.7436692765405253,0.08575676501674981,-0.4004687152821191,0.02316721216745839,0.2034995316956889,-0.2659354749203128,-1.2954977284896039,-1.0909959713547708,-0.43606888503667485,0.755730605990084,2.073548027370309,-0.1622223805693439,1.2907528046861267,0.9161870889151371,-2.6531913498410455,0.2791900626441267,0.19928936214998452,0.7306567970901567,-1.7417433600195245,-0.18005718881843233,0.7351259908034433,-0.2703926011334624
HB_147_N,2.451022138384838,1.749448508919896,-2.189700658505269,0.368600790089605,1.1267258101140636,-0.8764259876106031,1.244168529499503,0.5802290627517122,-3.9491913125372586,-0.5083574552538933,-1.4498490884225699,-2.595107692838777,-2.0298428406125537,0.25875021462586,-0.7275843765163792,1.6705273978594695,-2.1072223908465944,0.7003729140999877,-1.570043673052239,0.4631627547493197,1.2209389350595072,-0.7624441618008202,-1.8331650245384299,0.4500978173035868,0.724459577341364,2.730167132247081,2.294905925902933,-0.8314668448080383,1.3892008685687585,4.695732275229678,-2.726061318573696,1.0283391507934425,-0.593224716548213,0.7240084521817444,-1.7380417470143301,0.003455886216344676,-0.5352478590714481,-0.738225590769325
HB_161_N,-1.7084839157784144,-2.0358487691302916,0.6458492236187138,-0.34708221785712373,0.22379774021703588,-0.9963071971582497,3.8708536340286113,-0.13926970634680857,2.297611591466575,-2.7648282771624686,-0.21685356817236243,-0.9125172580035341,2.2892871367313554,-0.40837589158343773,-2.4545020317979986,0.3748845849770873,1.4328536517091377,6.4944555784017775,-0.731547032341333,3.2029945647054037,-2.440738374209929,-5.825321640346136,0.24667523787729226,0.20148750936487983,1.5795458814274872,-0.08058686829857747,-1.3447575587900478,-1.4510124406432476,-0.8987226525353463,-1.2264322344462084,-0.7662423671080787,-0.9737094699927573,1.0347816263972653,3.5615716385447143,1.0820135578123107,5.17772704738178,-1.5896634529212132,1.0594610385438916
