index,train_accuracy,train_F1,test_accuracy,test_F1
0,0.08496732026143791,0.013308134498779432,0.5285171102661597,0.36549193197510543
50,0.4362745098039216,0.36785344606132037,0.5285171102661597,0.36549193197510543
100,0.5326797385620915,0.3702635282968909,0.5285171102661597,0.36549193197510543
150,0.6699346405228758,0.5687963816748419,0.6615969581749049,0.542446254545843
200,0.6552287581699346,0.5382646321832918,0.6653992395437263,0.5573737756649751
250,0.7009803921568627,0.6166440266020115,0.6730038022813688,0.5618946233475854
300,0.738562091503268,0.6695880312404829,0.7300380228136882,0.6569223887273541
350,0.7859477124183006,0.7278291324782709,0.752851711026616,0.7036409144485354
400,0.7467320261437909,0.6805767879511879,0.7414448669201521,0.6772558657145505
450,0.7924836601307189,0.7423562359116548,0.7376425855513308,0.673787302684641
500,0.8218954248366013,0.788622355027165,0.7566539923954373,0.7177756279363944
550,0.7908496732026143,0.7662311693014171,0.7110266159695817,0.6839670161543931
600,0.8366013071895425,0.7955971252384338,0.7984790874524715,0.7655193624916855
650,0.8513071895424836,0.8242867190448911,0.7756653992395437,0.7373643666830154
700,0.8382352941176471,0.8144007601124875,0.7566539923954373,0.7117665021881014
750,0.8627450980392157,0.8422738892800694,0.8098859315589354,0.7774683328515628
800,0.8823529411764706,0.8724174269654675,0.8212927756653993,0.8066031868994731
850,0.8937908496732027,0.8852111370961445,0.7832699619771863,0.7582449517810733
900,0.8823529411764706,0.8728434479467936,0.7946768060836502,0.766843013967039
950,0.9068627450980392,0.9009056618983612,0.8212927756653993,0.7938498836363383
1000,0.8774509803921569,0.871071893514268,0.7490494296577946,0.709938767769765
1050,0.9035947712418301,0.8985726871752465,0.8250950570342205,0.8045927179279833
1100,0.9084967320261438,0.9025617750142565,0.8098859315589354,0.7896422724732401
1150,0.9035947712418301,0.8980458851904901,0.7870722433460076,0.7498083427978867
1200,0.9183006535947712,0.9145773536803428,0.8098859315589354,0.8118816137957842
1250,0.9035947712418301,0.8983893087107205,0.8022813688212928,0.7933032853930793
1300,0.9281045751633987,0.9259533452461547,0.8060836501901141,0.8036427384435889
1350,0.9183006535947712,0.9129126606060111,0.8326996197718631,0.8062055402036344
1400,0.8823529411764706,0.875828346451104,0.7718631178707225,0.7610736389533079
1450,0.9166666666666666,0.9125806512161421,0.7946768060836502,0.7859241009073861
1500,0.9281045751633987,0.9268339874319765,0.7946768060836502,0.8086057162952371
1550,0.8709150326797386,0.8366816398453343,0.8022813688212928,0.7658381789088026
1600,0.923202614379085,0.9192620744124435,0.8136882129277566,0.8096273166102946
1650,0.9084967320261438,0.9020840908873088,0.7984790874524715,0.764324518892102
1700,0.9248366013071896,0.9214052640645287,0.8060836501901141,0.8096756251103082
1750,0.9035947712418301,0.8985346580601462,0.7908745247148289,0.7562705477073639
1800,0.9330065359477124,0.9311239035770987,0.8022813688212928,0.7863926166439255
1850,0.9248366013071896,0.9217090699211135,0.8098859315589354,0.8054657017729315
1900,0.9215686274509803,0.9173272282883879,0.8060836501901141,0.7942120371205175
1950,0.9264705882352942,0.9239605920225016,0.8136882129277566,0.8149264205754779
2000,0.923202614379085,0.9200656191388124,0.8098859315589354,0.8085523755980271
