index,mRNA,methylation,miRNA,VCDN
0,0.13734090328216553,0.13904805481433868,0.05439339205622673,0.46274134516716003
1,20402.619140625,201700.625,0.030869493260979652,0.44144192337989807
2,1728765.75,24031666.0,0.036874495446681976,0.4174468219280243
3,76222.3828125,1091059.0,0.03436170145869255,0.4582065939903259
4,30125.677734375,387086.03125,0.026402954012155533,0.4095194935798645
5,75103.15625,861257.1875,0.02421470731496811,0.3974931538105011
6,30781.556640625,250930.203125,0.025540588423609734,0.4465307891368866
7,3176.72802734375,27888.97265625,0.025360913947224617,0.38367486000061035
8,9492.28515625,355511.4375,0.023054827004671097,0.3589082360267639
9,30100.67578125,395125.21875,0.02067558281123638,0.36293357610702515
10,28275.888671875,128145.7265625,0.01895971968770027,0.5082936882972717
11,8732.6484375,111415.2109375,0.01873599924147129,0.35257598757743835
12,1226.2200927734375,487723.25,0.01864747330546379,0.3353838622570038
13,22993.81640625,286051.40625,0.019226817414164543,0.34130966663360596
14,23330.458984375,32578.943359375,0.017819833010435104,0.3251723051071167
15,5975.6845703125,173137.171875,0.017066357657313347,0.31245550513267517
16,897.535400390625,274010.03125,0.016263622790575027,0.32593995332717896
17,9576.9736328125,153057.3125,0.016350403428077698,0.4131440818309784
18,14013.4404296875,25472.6171875,0.015905382111668587,0.35815057158470154
19,7393.4892578125,165549.0,0.016327032819390297,0.422416627407074
20,464.39630126953125,198161.390625,0.01546467375010252,0.271910697221756
21,4755.69677734375,22626.43359375,0.014918692409992218,0.27609869837760925
22,10539.12109375,61219.45703125,0.01436640601605177,0.2981478273868561
23,4910.6845703125,137675.09375,0.01454294752329588,0.27157896757125854
24,139.3808135986328,84259.4375,0.014629930257797241,0.2837752103805542
25,3283.5986328125,9788.79296875,0.014347017742693424,0.38859182596206665
26,6419.44580078125,71939.6328125,0.013983301818370819,0.4192475378513336
27,3453.08935546875,91392.859375,0.013562215492129326,0.31350234150886536
28,471.0629577636719,29221.427734375,0.013501116074621677,0.3044348955154419
29,1850.9080810546875,16429.041015625,0.012900329194962978,0.30435991287231445
30,4163.248046875,63951.3671875,0.013200001791119576,0.269516259431839
31,2687.146240234375,49098.6796875,0.012825023382902145,0.26777616143226624
32,280.1778869628906,5884.16259765625,0.012459976598620415,0.37994620203971863
33,1188.763671875,24950.130859375,0.0122363967821002,0.28201812505722046
34,2910.46630859375,47058.078125,0.012218479067087173,0.3309513032436371
35,1736.5704345703125,19943.859375,0.011640452779829502,0.3121970593929291
36,86.8194351196289,5302.1220703125,0.011767541989684105,0.2845974862575531
37,901.8662109375,25084.60546875,0.011814412660896778,0.2744375467300415
38,1927.9031982421875,27521.54296875,0.011557532474398613,0.32289695739746094
39,1040.2215576171875,9348.078125,0.010864832438528538,0.34188321232795715
40,101.61363983154297,5011.9990234375,0.011099208146333694,0.3100854456424713
41,648.2758178710938,20108.232421875,0.01113649271428585,0.3443155288696289
42,1233.2379150390625,16304.330078125,0.011229394935071468,0.2764360308647156
43,694.5062255859375,3814.351318359375,0.010717836208641529,0.2916189730167389
44,79.34722900390625,5988.46533203125,0.010506398975849152,0.29261863231658936
45,424.0321350097656,16168.3623046875,0.010406089015305042,0.27034491300582886
46,835.1910400390625,7566.43359375,0.010587961412966251,0.27403905987739563
47,461.9608154296875,2591.75341796875,0.010157430544495583,0.2858673930168152
48,46.60272979736328,6233.34130859375,0.009961419738829136,0.28817060589790344
49,328.1510009765625,10329.1064453125,0.009977921843528748,0.2949046194553375
50,560.4340209960938,3944.922119140625,0.00976061075925827,0.35448575019836426
51,263.0135498046875,2201.091796875,0.009871761314570904,0.2963995337486267
52,25.86609649658203,5221.95166015625,0.009548768401145935,0.2710527181625366
53,246.80206298828125,7193.318359375,0.009433435276150703,0.2793618440628052
54,353.7015686035156,1921.3876953125,0.009341058321297169,0.2871438264846802
55,150.59251403808594,1940.845458984375,0.009330782108008862,0.29499977827072144
56,54.44990158081055,4580.28076171875,0.009173668920993805,0.31766200065612793
57,205.31051635742188,4042.06640625,0.00871933251619339,0.3166964054107666
58,238.6728057861328,1072.1297607421875,0.009166348725557327,0.3008832633495331
59,84.19798278808594,2456.692138671875,0.00896783359348774,0.3097952902317047
60,54.26460647583008,3696.623046875,0.008843216113746166,0.27545827627182007
61,168.97286987304688,2401.71630859375,0.008593225851655006,0.31138551235198975
62,152.0988006591797,1298.4049072265625,0.00845473911613226,0.2636967897415161
63,43.93489074707031,2334.250244140625,0.008424767293035984,0.3083905875682831
64,63.259246826171875,2533.140380859375,0.00810916442424059,0.29360726475715637
65,136.76026916503906,1330.767822265625,0.008207357488572598,0.3034832775592804
66,96.18025970458984,1050.099365234375,0.00827478151768446,0.29674583673477173
67,33.64559555053711,2072.081787109375,0.008064363151788712,0.3055330514907837
68,78.3382797241211,1620.4287109375,0.007896609604358673,0.2905229330062866
69,127.90686798095703,852.435302734375,0.008070754818618298,0.28153032064437866
70,79.79842376708984,1181.70166015625,0.0077080694027245045,0.2722456753253937
71,28.041601181030273,1769.4462890625,0.00751601392403245,0.2885172367095947
