index,train_accuracy,train_F1,test_accuracy,test_F1
0,0.1415525114155251,0.038662674180086294,0.483695652173913,0.3153766523331741
50,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
100,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
150,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
200,0.7488584474885844,0.676703868475526,0.6684782608695652,0.6148458395533993
250,0.4771689497716895,0.30827916693132335,0.483695652173913,0.3153766523331741
300,0.8401826484018264,0.8126408998150902,0.7554347826086957,0.7273666827524299
350,0.589041095890411,0.5001027741693558,0.483695652173913,0.3153766523331741
400,0.4908675799086758,0.3370679448451105,0.483695652173913,0.3153766523331741
450,0.6232876712328768,0.5475019269646597,0.483695652173913,0.3153766523331741
500,0.7899543378995434,0.7502303283498346,0.7663043478260869,0.7312573482445014
550,0.8401826484018264,0.8158224884660793,0.7663043478260869,0.7321939931956056
600,0.771689497716895,0.7364758709218893,0.5217391304347826,0.39445519280947866
650,0.682648401826484,0.6224779277342533,0.5543478260869565,0.45099460073884634
700,0.910958904109589,0.8944633100226177,0.7717391304347826,0.7446495454581575
750,0.9383561643835616,0.9340455627224389,0.7880434782608695,0.7881455520071079
800,0.730593607305936,0.6825183396080882,0.483695652173913,0.3153766523331741
850,0.9863013698630136,0.9862126545810632,0.7608695652173914,0.7533840225423651
900,0.9634703196347032,0.9627383972333386,0.7771739130434783,0.7758468378189755
950,0.8904109589041096,0.8889114870089007,0.7663043478260869,0.7342408950841418
1000,0.9726027397260274,0.972134178246857,0.7880434782608695,0.7785486851396393
1050,0.6529680365296804,0.5948297773520989,0.483695652173913,0.3153766523331741
1100,0.6689497716894978,0.6120005345971081,0.483695652173913,0.3153766523331741
1150,0.952054794520548,0.9511661386792314,0.7608695652173914,0.7505717293631784
1200,0.9885844748858448,0.9885388118739507,0.7717391304347826,0.7777231071445339
1250,0.9383561643835616,0.9372646699399317,0.7608695652173914,0.7397508597236032
1300,0.9908675799086758,0.990810547812218,0.7608695652173914,0.7699308038981953
1350,0.9840182648401826,0.9839413662540173,0.782608695652174,0.7773064083132732
1400,0.9885844748858448,0.9885904358045987,0.7554347826086957,0.7565765677635445
1450,0.6986301369863014,0.6547108696186499,0.5108695652173914,0.3704026407194413
1500,0.9885844748858448,0.9885355618153109,0.7445652173913043,0.7387820465194608
1550,0.9908675799086758,0.9908168641900073,0.7554347826086957,0.7604891829602423
1600,0.9908675799086758,0.9908427649612747,0.7554347826086957,0.7591331014411172
1650,0.9908675799086758,0.9908427649612747,0.7608695652173914,0.7648826551833077
1700,0.8904109589041096,0.8871249141977009,0.7771739130434783,0.7491593946616437
1750,0.6187214611872146,0.5528943152007048,0.483695652173913,0.3153766523331741
1800,0.9908675799086758,0.9908168641900073,0.7554347826086957,0.7610480155535292
1850,0.9863013698630136,0.9861232002141926,0.7663043478260869,0.7589983436291472
1900,0.9885844748858448,0.9884991750646361,0.7608695652173914,0.7554778422631255
1950,0.9908675799086758,0.9908877612266055,0.75,0.75523431688863
2000,0.9771689497716894,0.9772760934166533,0.7391304347826086,0.7446450725686108
