,train_accuracy,train_F1,test_accuracy,test_F1,train_acc_Normal,train_acc_Basal,train_acc_Her2,train_acc_LumA,train_acc_LumB,test_acc_Normal,test_acc_Basal,test_acc_Her2,test_acc_LumA,test_acc_LumB
0,0.2,0.06666666666666667,0.1358695652173913,0.03250468067401706,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
50,0.43444976076555025,0.3643865602090647,0.5217391304347826,0.45101001676949637,0.13875598086124402,0.24401913875598086,0.9425837320574163,0.7990430622009569,0.04784688995215311,0.13875598086124402,0.24401913875598086,0.9425837320574163,0.7990430622009569,0.04784688995215311
100,0.8727272727272727,0.8666950551155966,0.8043478260869565,0.7859415767908743,0.937799043062201,0.9856459330143541,1.0,0.9330143540669856,0.507177033492823,0.937799043062201,0.9856459330143541,1.0,0.9330143540669856,0.507177033492823
150,0.9368421052631579,0.9363902924215977,0.8260869565217391,0.8166996544737744,0.9665071770334929,0.9904306220095693,1.0,0.9665071770334929,0.7607655502392344,0.9665071770334929,0.9904306220095693,1.0,0.9665071770334929,0.7607655502392344
200,0.9712918660287081,0.9713065555215297,0.8478260869565217,0.8461496354459976,0.9569377990430622,0.9856459330143541,1.0,0.9712918660287081,0.9425837320574163,0.9569377990430622,0.9856459330143541,1.0,0.9712918660287081,0.9425837320574163
250,0.9818181818181818,0.9818388270135993,0.8586956521739131,0.8586771141212963,0.9712918660287081,0.9760765550239234,1.0,0.9760765550239234,0.9856459330143541,0.9712918660287081,0.9760765550239234,1.0,0.9760765550239234,0.9856459330143541
300,0.9846889952153111,0.9846490157542201,0.8586956521739131,0.8597928286947597,0.9712918660287081,1.0,1.0,0.9569377990430622,0.9952153110047847,0.9712918660287081,1.0,1.0,0.9569377990430622,0.9952153110047847
350,0.9875598086124402,0.9875650223846586,0.8586956521739131,0.858025545206465,0.9760765550239234,0.9952153110047847,1.0,0.9712918660287081,0.9952153110047847,0.9760765550239234,0.9952153110047847,1.0,0.9712918660287081,0.9952153110047847
400,0.9827751196172249,0.9827857673140709,0.8641304347826086,0.8673515041721565,0.9760765550239234,0.9952153110047847,1.0,0.9473684210526315,0.9952153110047847,0.9760765550239234,0.9952153110047847,1.0,0.9473684210526315,0.9952153110047847
450,0.9856459330143541,0.9856541369770458,0.8641304347826086,0.8642392631523067,0.9760765550239234,0.9952153110047847,1.0,0.9617224880382775,0.9952153110047847,0.9760765550239234,0.9952153110047847,1.0,0.9617224880382775,0.9952153110047847
500,0.9846889952153111,0.9846418187727076,0.875,0.8763752532335983,0.9760765550239234,1.0,1.0,0.9521531100478469,0.9952153110047847,0.9760765550239234,1.0,1.0,0.9521531100478469,0.9952153110047847
550,0.9904306220095693,0.990416392410497,0.8641304347826086,0.8629601413061586,0.9808612440191388,1.0,1.0,0.9760765550239234,0.9952153110047847,0.9808612440191388,1.0,1.0,0.9760765550239234,0.9952153110047847
600,0.9885167464114832,0.9884882510614857,0.8695652173913043,0.8705690614365902,0.9808612440191388,1.0,1.0,0.9665071770334929,0.9952153110047847,0.9808612440191388,1.0,1.0,0.9665071770334929,0.9952153110047847
650,0.9933014354066986,0.9932989924755549,0.8641304347826086,0.8629601413061586,0.9856459330143541,1.0,1.0,0.9856459330143541,0.9952153110047847,0.9856459330143541,1.0,1.0,0.9856459330143541,0.9952153110047847
700,0.9933014354066986,0.9932989924755549,0.8641304347826086,0.8629601413061586,0.9856459330143541,1.0,1.0,0.9856459330143541,0.9952153110047847,0.9856459330143541,1.0,1.0,0.9856459330143541,0.9952153110047847
750,0.9933014354066986,0.9932945181790317,0.8641304347826086,0.8629601413061586,0.9856459330143541,1.0,1.0,0.9856459330143541,0.9952153110047847,0.9856459330143541,1.0,1.0,0.9856459330143541,0.9952153110047847
800,0.9942583732057416,0.9942559794100816,0.8695652173913043,0.8684530516306573,0.9856459330143541,1.0,1.0,0.9904306220095693,0.9952153110047847,0.9856459330143541,1.0,1.0,0.9904306220095693,0.9952153110047847
850,0.9913875598086125,0.9913686160289443,0.8641304347826086,0.8629601413061586,0.9904306220095693,1.0,1.0,0.9712918660287081,0.9952153110047847,0.9904306220095693,1.0,1.0,0.9712918660287081,0.9952153110047847
900,0.9923444976076555,0.9923304308201333,0.8695652173913043,0.8684530516306573,0.9904306220095693,1.0,1.0,0.9760765550239234,0.9952153110047847,0.9904306220095693,1.0,1.0,0.9760765550239234,0.9952153110047847
950,0.9942583732057416,0.9942537122967576,0.8695652173913043,0.8684530516306573,0.9904306220095693,1.0,1.0,0.9856459330143541,0.9952153110047847,0.9904306220095693,1.0,1.0,0.9856459330143541,0.9952153110047847
1000,0.9923444976076555,0.9923329412213102,0.8695652173913043,0.8688608422224664,0.9856459330143541,1.0,1.0,0.9808612440191388,0.9952153110047847,0.9856459330143541,1.0,1.0,0.9808612440191388,0.9952153110047847
