,mRNA,methylation,miRNA,meth_mrna,meth_mirna,mrna_mirna,mrna_mrna,meth_meth,mirna_mirna,FullyConnected,FullyConnected,FullyConnected
0,0.13235343992710114,0.07396931201219559,0.043593622744083405,0.058082640171051025,0.04296128824353218,0.043576113879680634,0.07729847729206085,0.06919435411691666,0.04044855386018753,0.3436885178089142,0.3436885178089142,0.3436885178089142
1,1.3256874084472656,1.2065621614456177,0.0391908623278141,0.7960363626480103,0.030715836212038994,0.04548551142215729,0.9763181209564209,0.6968579292297363,0.0382072739303112,0.33533206582069397,0.33533206582069397,0.33533206582069397
2,0.18939650058746338,0.15306195616722107,0.036048758774995804,0.10179697722196579,0.029335102066397667,0.03452511504292488,0.13731437921524048,0.11323752254247665,0.036511071026325226,0.33603474497795105,0.33603474497795105,0.33603474497795105
3,0.11776342242956161,0.12741176784038544,0.03391193225979805,0.08318769931793213,0.027341581881046295,0.0277621578425169,0.08313446491956711,0.07263404875993729,0.03502765670418739,0.3386766016483307,0.3386766016483307,0.3386766016483307
4,0.2641029357910156,0.2526051998138428,0.032450996339321136,0.1706978976726532,0.024472013115882874,0.027757689356803894,0.17931373417377472,0.16158819198608398,0.0337100513279438,0.336933970451355,0.336933970451355,0.336933970451355
5,0.1895904690027237,0.1476917713880539,0.031818341463804245,0.11018305271863937,0.023006577044725418,0.028749138116836548,0.12118901312351227,0.11986301839351654,0.03268193081021309,0.332316130399704,0.332316130399704,0.332316130399704
6,0.07001304626464844,0.04801890254020691,0.031503260135650635,0.03838734328746796,0.022417599335312843,0.02706066519021988,0.043944522738456726,0.048759087920188904,0.03178589791059494,0.32707634568214417,0.32707634568214417,0.32707634568214417
7,0.04759002849459648,0.07357830554246902,0.031033242121338844,0.046808645129203796,0.022117942571640015,0.024423697963356972,0.053368862718343735,0.032952167093753815,0.030993452295660973,0.3244114816188812,0.3244114816188812,0.3244114816188812
8,0.10555550456047058,0.1251486986875534,0.03069336898624897,0.08466805517673492,0.021234825253486633,0.02283519320189953,0.09965784847736359,0.06748724728822708,0.030310016125440598,0.3243655860424042,0.3243655860424042,0.3243655860424042
9,0.11660990864038467,0.1013450101017952,0.03006974421441555,0.07182793319225311,0.020343611016869545,0.022707996889948845,0.08170854300260544,0.07530569285154343,0.029666811227798462,0.3230796456336975,0.3230796456336975,0.3230796456336975
10,0.07870350033044815,0.054895419627428055,0.02932855673134327,0.04107649251818657,0.01922212913632393,0.02269372157752514,0.04458222538232803,0.05448827147483826,0.02908124215900898,0.32280468940734863,0.32280468940734863,0.32280468940734863
11,0.046263907104730606,0.03751112148165703,0.028496453538537025,0.026857711374759674,0.0182478129863739,0.022533057257533073,0.030084282159805298,0.03282058984041214,0.02849586494266987,0.3227454423904419,0.3227454423904419,0.3227454423904419
12,0.03983806073665619,0.05133633315563202,0.027760092169046402,0.033221643418073654,0.017753198742866516,0.02163764089345932,0.03634267672896385,0.027306552976369858,0.02797984704375267,0.3217468559741974,0.3217468559741974,0.3217468559741974
13,0.05154956504702568,0.06291201710700989,0.027176761999726295,0.042237915098667145,0.01762351766228676,0.020539628341794014,0.04665077477693558,0.031691692769527435,0.02730635553598404,0.32128188014030457,0.32128188014030457,0.32128188014030457
14,0.061524998396635056,0.05984489992260933,0.026532405987381935,0.040830906480550766,0.01758653298020363,0.01998017728328705,0.0458073690533638,0.0379042774438858,0.026752177625894547,0.32117825746536255,0.32117825746536255,0.32117825746536255
15,0.05621867626905441,0.04433141648769379,0.02603723108768463,0.031483083963394165,0.0171816349029541,0.01999819651246071,0.03720184788107872,0.03856435790657997,0.02636643685400486,0.3203189969062805,0.3203189969062805,0.3203189969062805
16,0.04384996369481087,0.03506937250494957,0.02544235624372959,0.025644991546869278,0.01666281372308731,0.020036986097693443,0.028050392866134644,0.03324398770928383,0.025848716497421265,0.3199652135372162,0.3199652135372162,0.3199652135372162
17,0.03621523827314377,0.03433822840452194,0.024974318221211433,0.02511919103562832,0.016198724508285522,0.019371824339032173,0.026289429515600204,0.027382714673876762,0.025386177003383636,0.319564551115036,0.319564551115036,0.319564551115036
18,0.037148069590330124,0.04225190356373787,0.024458667263388634,0.028969062492251396,0.015896432101726532,0.018799202516674995,0.029103979468345642,0.024341421201825142,0.025046952068805695,0.3195735514163971,0.3195735514163971,0.3195735514163971
19,0.0419456884264946,0.04614555835723877,0.024194741621613503,0.03089459054172039,0.015616503544151783,0.01824241317808628,0.03327574208378792,0.023779449984431267,0.02462613582611084,0.3195013701915741,0.3195013701915741,0.3195013701915741
20,0.044918183237314224,0.04429609701037407,0.023630820214748383,0.02855422906577587,0.0153866121545434,0.01809125952422619,0.03274686634540558,0.0261380597949028,0.024387169629335403,0.3192477524280548,0.3192477524280548,0.3192477524280548
21,0.04338402673602104,0.037499915808439255,0.023347465321421623,0.023822225630283356,0.015214498154819012,0.018095767125487328,0.027288366109132767,0.027652176097035408,0.02406269870698452,0.3194299340248108,0.3194299340248108,0.3194299340248108
22,0.0374964140355587,0.03146608918905258,0.022778471931815147,0.021923068910837173,0.01478578057140112,0.017864948138594627,0.02264164574444294,0.027131225913763046,0.023658646270632744,0.3193635642528534,0.3193635642528534,0.3193635642528534
23,0.03350584954023361,0.030323557555675507,0.02233346737921238,0.021601567044854164,0.014589568600058556,0.017580576241016388,0.021318983286619186,0.025545863434672356,0.023376135155558586,0.3184606432914734,0.3184606432914734,0.3184606432914734
24,0.03325338661670685,0.03205788508057594,0.02206166461110115,0.02264799363911152,0.014402041211724281,0.01729116216301918,0.022959457710385323,0.023184113204479218,0.02321680635213852,0.3181670606136322,0.3181670606136322,0.3181670606136322
25,0.0346655510365963,0.033698320388793945,0.021447187289595604,0.024143550544977188,0.01419353298842907,0.017157260328531265,0.02408508025109768,0.021684054285287857,0.022836361080408096,0.3176368176937103,0.3176368176937103,0.3176368176937103
26,0.036850620061159134,0.034241192042827606,0.021082686260342598,0.023299740627408028,0.014051603153347969,0.017114002257585526,0.02391793765127659,0.021164190024137497,0.022668639197945595,0.317051500082016,0.317051500082016,0.317051500082016
27,0.03574509173631668,0.03319653868675232,0.020607471466064453,0.021478282287716866,0.013883003033697605,0.016895093023777008,0.02201869711279869,0.021378155797719955,0.02233141101896763,0.31683364510536194,0.31683364510536194,0.31683364510536194
28,0.0337287113070488,0.030028419569134712,0.020315444096922874,0.019955836236476898,0.013695784844458103,0.016736706718802452,0.020634151995182037,0.022124333307147026,0.022105582058429718,0.3168644905090332,0.3168644905090332,0.3168644905090332
29,0.03184403479099274,0.027841361239552498,0.01991100050508976,0.019623208791017532,0.01350678876042366,0.016475532203912735,0.01901705376803875,0.021957118064165115,0.021865539252758026,0.316196084022522,0.316196084022522,0.316196084022522
30,0.030337907373905182,0.027606332674622536,0.019765375182032585,0.020022228360176086,0.013425544835627079,0.016201432794332504,0.019367842003703117,0.02179315872490406,0.02177523635327816,0.3158641755580902,0.3158641755580902,0.3158641755580902
31,0.030175717547535896,0.02810189127922058,0.01950891502201557,0.020393019542098045,0.013337831944227219,0.015988625586032867,0.02035447582602501,0.02067304030060768,0.021548643708229065,0.31514763832092285,0.31514763832092285,0.31514763832092285
32,0.03166840225458145,0.02897362783551216,0.018951214849948883,0.019896257668733597,0.013186449185013771,0.016106730327010155,0.02050553821027279,0.019817285239696503,0.021333711221814156,0.3143531382083893,0.3143531382083893,0.3143531382083893
33,0.03173445910215378,0.029235200956463814,0.01874188706278801,0.01942579261958599,0.013039574027061462,0.015921419486403465,0.019737834110856056,0.01917346566915512,0.021174389868974686,0.3138631582260132,0.3138631582260132,0.3138631582260132
34,0.030840495601296425,0.027936438098549843,0.018292466178536415,0.018401898443698883,0.012838178314268589,0.01550979819148779,0.01878272369503975,0.019046923145651817,0.020986640825867653,0.313858300447464,0.313858300447464,0.313858300447464
35,0.030284075066447258,0.026298116892576218,0.018113628029823303,0.017785338684916496,0.012665658257901669,0.015334867872297764,0.01808074861764908,0.01865747757256031,0.020738638937473297,0.31291231513023376,0.31291231513023376,0.31291231513023376
36,0.028431931510567665,0.02544383332133293,0.017915979027748108,0.018111957237124443,0.012491061352193356,0.015417887829244137,0.01782803237438202,0.018991908058524132,0.020552856847643852,0.31251290440559387,0.31251290440559387,0.31251290440559387
37,0.02829727530479431,0.025347944349050522,0.017427975311875343,0.017898481339216232,0.012374636717140675,0.015374251641333103,0.017564065754413605,0.019249670207500458,0.02044457383453846,0.3122919201850891,0.3122919201850891,0.3122919201850891
38,0.02796081081032753,0.02516624517738819,0.017574694007635117,0.018102478235960007,0.012287632562220097,0.015167346224188805,0.017893362790346146,0.01864589937031269,0.02025155909359455,0.31180843710899353,0.31180843710899353,0.31180843710899353
39,0.028856048360466957,0.025712430477142334,0.017095018178224564,0.01750664785504341,0.012188706547021866,0.015157201327383518,0.018129417672753334,0.01795472763478756,0.020108884200453758,0.31175774335861206,0.31175774335861206,0.31175774335861206
40,0.027857216075062752,0.025272421538829803,0.016822580248117447,0.017061248421669006,0.011982266791164875,0.015037870965898037,0.017292054370045662,0.017722496762871742,0.019995786249637604,0.31163305044174194,0.31163305044174194,0.31163305044174194
41,0.027566490694880486,0.02509516477584839,0.01670820638537407,0.016490323469042778,0.011980296112596989,0.015009858645498753,0.017106395214796066,0.017228392884135246,0.019821930676698685,0.310958594083786,0.310958594083786,0.310958594083786
42,0.026558957993984222,0.024245114997029305,0.01665230095386505,0.016681181266903877,0.011870555579662323,0.014899691566824913,0.016200855374336243,0.017223501577973366,0.019660310819745064,0.31100717186927795,0.31100717186927795,0.31100717186927795
43,0.026891326531767845,0.02398798242211342,0.016558870673179626,0.016728786751627922,0.011722488328814507,0.01486675813794136,0.01622764579951763,0.016895148903131485,0.019569391384720802,0.3102915585041046,0.3102915585041046,0.3102915585041046
44,0.025934914126992226,0.023482760414481163,0.015867218375205994,0.016478512436151505,0.011626250110566616,0.014571033418178558,0.01640574261546135,0.017200002446770668,0.019480213522911072,0.3102959990501404,0.3102959990501404,0.3102959990501404
45,0.026446744799613953,0.023258833214640617,0.015962636098265648,0.016152316704392433,0.011579548940062523,0.014587781392037868,0.016320325434207916,0.016724351793527603,0.019277585670351982,0.3095332682132721,0.3095332682132721,0.3095332682132721
46,0.02648763544857502,0.023407883942127228,0.01575557142496109,0.015859272330999374,0.011385937221348286,0.014303894713521004,0.016807476058602333,0.016208074986934662,0.01921265944838524,0.3095792531967163,0.3095792531967163,0.3095792531967163
47,0.025974230840802193,0.02287106215953827,0.015521946363151073,0.01543951965868473,0.01137745101004839,0.014442076906561852,0.016331559047102928,0.016537245362997055,0.019074691459536552,0.3094426691532135,0.3094426691532135,0.3094426691532135
48,0.025102268904447556,0.02300509251654148,0.015366880223155022,0.015161418356001377,0.011298280209302902,0.014172004535794258,0.01561826467514038,0.01589655689895153,0.018947316333651543,0.30879342555999756,0.30879342555999756,0.30879342555999756
49,0.024977896362543106,0.02277582325041294,0.015539240092039108,0.015370422974228859,0.01119283214211464,0.014015247114002705,0.015711968764662743,0.01597101055085659,0.01886143907904625,0.3085233271121979,0.3085233271121979,0.3085233271121979
50,0.02468295395374298,0.022427430376410484,0.01507861353456974,0.01511930301785469,0.011053341440856457,0.014188912697136402,0.015466349199414253,0.01586557924747467,0.018753277137875557,0.3082944452762604,0.3082944452762604,0.3082944452762604
51,0.024953316897153854,0.02176336571574211,0.01500723883509636,0.01495632715523243,0.011002916842699051,0.014043545350432396,0.015308559872210026,0.015533934347331524,0.01869979314506054,0.3080173432826996,0.3080173432826996,0.3080173432826996
52,0.024362215772271156,0.02194099873304367,0.014662464149296284,0.014704815112054348,0.010795899666845798,0.013767690397799015,0.015317285433411598,0.015313978306949139,0.018603980541229248,0.30768707394599915,0.30768707394599915,0.30768707394599915
53,0.023920239880681038,0.02144337259232998,0.014733914285898209,0.014635816216468811,0.010795209556818008,0.013898295350372791,0.015317059122025967,0.015294651500880718,0.018557773903012276,0.30674678087234497,0.30674678087234497,0.30674678087234497
54,0.02368110604584217,0.021749449893832207,0.014607292599976063,0.014432615600526333,0.010680668987333775,0.013756382279098034,0.014931997284293175,0.014889921061694622,0.01832187920808792,0.30630120635032654,0.30630120635032654,0.30630120635032654
55,0.023262696340680122,0.02132093347609043,0.01425181608647108,0.014445769600570202,0.010631153360009193,0.0135111715644598,0.015056350268423557,0.01485671941190958,0.018260525539517403,0.3059121072292328,0.3059121072292328,0.3059121072292328
56,0.023043667897582054,0.020872341468930244,0.014403942041099072,0.014204318635165691,0.010530753992497921,0.013743950985372066,0.014557095244526863,0.01482485607266426,0.018188374117016792,0.30545613169670105,0.30545613169670105,0.30545613169670105
57,0.022776838392019272,0.02089982107281685,0.013957404531538486,0.014156763441860676,0.010377541184425354,0.013565365225076675,0.014610626734793186,0.01465910766273737,0.01806543581187725,0.30510571599006653,0.30510571599006653,0.30510571599006653
58,0.022787125781178474,0.020505841821432114,0.013941713608801365,0.014263530261814594,0.010375024750828743,0.0134247662499547,0.014792867936193943,0.014482409693300724,0.01807788759469986,0.3044778108596802,0.3044778108596802,0.3044778108596802
59,0.02296590618789196,0.02046187035739422,0.01372363418340683,0.01355457492172718,0.01030279416590929,0.013453048653900623,0.014185507781803608,0.014460587874054909,0.018126005306839943,0.3041192293167114,0.3041192293167114,0.3041192293167114
60,0.021990448236465454,0.020120695233345032,0.013629799708724022,0.013470925390720367,0.010149817913770676,0.013343417085707188,0.014266127720475197,0.014107463881373405,0.017869578674435616,0.30391597747802734,0.30391597747802734,0.30391597747802734
61,0.021855590865015984,0.020133014768362045,0.013653919100761414,0.013573729433119297,0.01023335661739111,0.013302500359714031,0.014356870204210281,0.01420653983950615,0.017835984006524086,0.30311107635498047,0.30311107635498047,0.30311107635498047
62,0.02185537852346897,0.019846240058541298,0.013519448228180408,0.013225928880274296,0.010039616376161575,0.013078647665679455,0.013969921506941319,0.013862062245607376,0.017742525786161423,0.3029547929763794,0.3029547929763794,0.3029547929763794
63,0.021339645609259605,0.019786082208156586,0.013073514215648174,0.013448118232190609,0.00998829398304224,0.013142666779458523,0.01378421951085329,0.013594269752502441,0.017714010551571846,0.3020215928554535,0.3020215928554535,0.3020215928554535
64,0.021365296095609665,0.01942901499569416,0.013305527158081532,0.012885845266282558,0.009972556494176388,0.01298579666763544,0.01379770040512085,0.01377771608531475,0.01758912391960621,0.30172836780548096,0.30172836780548096,0.30172836780548096
65,0.02053910866379738,0.01898570917546749,0.013056431896984577,0.012596660293638706,0.009890585206449032,0.012912727892398834,0.013924683444201946,0.013594897463917732,0.017597444355487823,0.3011113405227661,0.3011113405227661,0.3011113405227661
66,0.021108031272888184,0.019122641533613205,0.012948893941938877,0.012710780836641788,0.009754740633070469,0.012890858575701714,0.013446587137877941,0.013535687699913979,0.017487479373812675,0.3005082905292511,0.3005082905292511,0.3005082905292511
67,0.020563850179314613,0.01890628971159458,0.012907803058624268,0.012872572056949139,0.0096916938200593,0.01282556727528572,0.013299267739057541,0.013238887302577496,0.017479386180639267,0.30016377568244934,0.30016377568244934,0.30016377568244934
68,0.020149782299995422,0.01874733529984951,0.012949732132256031,0.012609079480171204,0.009644337929785252,0.012725302018225193,0.013416511937975883,0.013380034826695919,0.017359280958771706,0.29966071248054504,0.29966071248054504,0.29966071248054504
69,0.019957151263952255,0.018647868186235428,0.012593288905918598,0.012467549182474613,0.009602111764252186,0.012526370584964752,0.013393067754805088,0.012966156005859375,0.01735536940395832,0.2990868389606476,0.2990868389606476,0.2990868389606476
70,0.019668098539114,0.01838536374270916,0.012611023150384426,0.012143176048994064,0.009551404044032097,0.01254188735038042,0.013091962784528732,0.012927202507853508,0.01727672666311264,0.2985345423221588,0.2985345423221588,0.2985345423221588
71,0.01985027641057968,0.018313979730010033,0.012417037039995193,0.012238970026373863,0.009497555904090405,0.012567714788019657,0.013370417058467865,0.012943289242684841,0.017094017937779427,0.29763245582580566,0.29763245582580566,0.29763245582580566
72,0.01922011747956276,0.018106883391737938,0.012325054034590721,0.01214757189154625,0.009376258589327335,0.012414319440722466,0.01314500905573368,0.012776494957506657,0.017168713733553886,0.2969825565814972,0.2969825565814972,0.2969825565814972
73,0.01899547502398491,0.018134750425815582,0.012252921238541603,0.011836285702884197,0.009343922138214111,0.012414459139108658,0.013370601460337639,0.012750372290611267,0.017001012340188026,0.2966228723526001,0.2966228723526001,0.2966228723526001
74,0.01885184459388256,0.017964079976081848,0.01197852473706007,0.011815526522696018,0.009279091842472553,0.01230190321803093,0.01282525435090065,0.012921910732984543,0.017136100679636,0.29662105441093445,0.29662105441093445,0.29662105441093445
75,0.019337881356477737,0.01797250099480152,0.012156782671809196,0.012064117938280106,0.009278124198317528,0.01236689928919077,0.012824563309550285,0.012423321604728699,0.017000997439026833,0.29553157091140747,0.29553157091140747,0.29553157091140747
76,0.018582401797175407,0.0171519685536623,0.01187824085354805,0.011614142917096615,0.009219951927661896,0.012136099860072136,0.012556572444736958,0.012509897351264954,0.016941389068961143,0.29499709606170654,0.29499709606170654,0.29499709606170654
77,0.018893593922257423,0.017375225201249123,0.011960997246205807,0.011469598859548569,0.009221497923135757,0.012202762067317963,0.012627567164599895,0.01250895019620657,0.016792472451925278,0.29446008801460266,0.29446008801460266,0.29446008801460266
78,0.018684709444642067,0.017053453251719475,0.01193021610379219,0.011341373436152935,0.009063035249710083,0.012232464738190174,0.012493308633565903,0.012040559202432632,0.016803976148366928,0.29354920983314514,0.29354920983314514,0.29354920983314514
79,0.01842178963124752,0.01703472249209881,0.011686624027788639,0.011297201737761497,0.00907935667783022,0.012150179594755173,0.012201662175357342,0.012122184038162231,0.01674426533281803,0.29324132204055786,0.29324132204055786,0.29324132204055786
80,0.01817990466952324,0.017444824799895287,0.011722851544618607,0.011332071386277676,0.009076641872525215,0.012386078014969826,0.012111368589103222,0.011939101852476597,0.01674254611134529,0.2927827835083008,0.2927827835083008,0.2927827835083008
