,lr,weight_decay,dropout,adj_parameter,tr_acc,tr_F1,test_acc,test_F1
97,0.001,0.0005,0.1,5,0.9952153110047847,0.995217578435225,0.8586956521739131,0.8574979812966083
98,0.001,0.0005,0.1,8,0.9904306220095693,0.9904165769731053,0.8532608695652174,0.8533795444881976
99,0.001,0.0005,0.25,2,0.9885167464114832,0.9885008383504349,0.8586956521739131,0.8610545000639717
100,0.001,0.0005,0.25,5,0.9894736842105263,0.989454222956685,0.8478260869565217,0.8514365027783022
101,0.001,0.0005,0.25,8,0.9913875598086125,0.9913871216262031,0.842391304347826,0.8424400427061276
102,0.001,0.0005,0.5,2,0.9435406698564593,0.9438268290793674,0.8097826086956522,0.805350912396216
103,0.001,0.0005,0.5,5,0.9846889952153111,0.9846771099683361,0.8532608695652174,0.8578879427264977
104,0.001,0.0005,0.5,8,0.9894736842105263,0.9894828141780235,0.8369565217391305,0.8389076534981321
105,0.001,0.0005,0.75,2,0.9818181818181818,0.9817813594395729,0.8695652173913043,0.870263583584416
106,0.001,0.0005,0.75,5,0.9827751196172249,0.9828347351670835,0.8532608695652174,0.8524958905557811
107,0.001,0.0005,0.75,8,0.9875598086124402,0.9875640700146415,0.8478260869565217,0.8490616846211388
108,0.001,0.001,0.1,2,0.9751196172248804,0.9750038596444427,0.8586956521739131,0.8618620993783574
109,0.001,0.001,0.1,5,0.9760765550239234,0.9760676036557033,0.8532608695652174,0.8533324107823582
110,0.001,0.001,0.1,8,0.9779904306220095,0.9778890687490626,0.8478260869565217,0.8503266232077289
111,0.001,0.001,0.25,2,0.9846889952153111,0.9846796235512709,0.8532608695652174,0.854205112982464
112,0.001,0.001,0.25,5,0.9779904306220095,0.9779294633702252,0.8586956521739131,0.859548635419661
113,0.001,0.001,0.25,8,0.9827751196172249,0.9827076409901853,0.8478260869565217,0.8515504970257244
114,0.001,0.001,0.5,2,0.9779904306220095,0.9778952863249813,0.8532608695652174,0.8572985867314792
115,0.001,0.001,0.5,5,0.9846889952153111,0.9846402291855398,0.8641304347826086,0.8653419751537862
116,0.001,0.001,0.5,8,0.9732057416267943,0.9731574485772867,0.8206521739130435,0.8289757195411246
117,0.001,0.001,0.75,2,0.9578947368421052,0.9573734498143427,0.8260869565217391,0.832169509621595
118,0.001,0.001,0.75,5,0.938755980861244,0.9380677294342972,0.8369565217391305,0.822584769898765
119,0.001,0.001,0.75,8,0.9645933014354067,0.9644296248207008,0.8532608695652174,0.8541835343966749
120,0.001,0.003,0.1,2,0.9320574162679426,0.9311001325614816,0.8478260869565217,0.8523966065747615
121,0.001,0.003,0.1,5,0.9282296650717703,0.9279428057193251,0.8260869565217391,0.8318806844735624
122,0.001,0.003,0.1,8,0.9052631578947369,0.9019502885555367,0.7989130434782609,0.8061396183958803
123,0.001,0.003,0.25,2,0.9234449760765551,0.9224007299917266,0.8478260869565217,0.8521018056049602
124,0.001,0.003,0.25,5,0.9282296650717703,0.927751966179337,0.8478260869565217,0.8527940005191234
125,0.001,0.003,0.25,8,0.9531100478468899,0.9532259445081857,0.8586956521739131,0.86056227925953
126,0.001,0.003,0.5,2,0.8870813397129187,0.8838917051748278,0.8478260869565217,0.8535893458513099
127,0.001,0.003,0.5,5,0.9167464114832536,0.9165725021403036,0.7391304347826086,0.7480648400492408
128,0.001,0.003,0.5,8,0.9119617224880383,0.9106730927413028,0.7010869565217391,0.7011518461385988
129,0.001,0.003,0.75,2,0.8411483253588516,0.8332970375026028,0.782608695652174,0.7894316419176881
130,0.001,0.003,0.75,5,0.8889952153110048,0.8857124337252907,0.8532608695652174,0.8561477863968182
131,0.001,0.003,0.75,8,0.9062200956937799,0.9054284141319305,0.6304347826086957,0.6347351691328434
132,0.001,0.005,0.1,2,0.8622009569377991,0.859913850834987,0.7880434782608695,0.7950238739140341
133,0.001,0.005,0.1,5,0.8583732057416268,0.8555365891995884,0.7554347826086957,0.765808247441915
134,0.001,0.005,0.1,8,0.816267942583732,0.8070721661166312,0.6793478260869565,0.6925413187637932
135,0.001,0.005,0.25,2,0.8574162679425837,0.8558834142023699,0.8369565217391305,0.8384191541763711
136,0.001,0.005,0.25,5,0.8784688995215311,0.8773752191901469,0.8369565217391305,0.8414743236284593
137,0.001,0.005,0.25,8,0.8679425837320575,0.8660644486870178,0.717391304347826,0.729045294005175
138,0.001,0.005,0.5,2,0.8047846889952153,0.8084689938752856,0.7336956521739131,0.7477724188114585
139,0.001,0.005,0.5,5,0.8564593301435407,0.855584004467747,0.7989130434782609,0.8055789620298127
140,0.001,0.005,0.5,8,0.7913875598086124,0.7919178740438524,0.8532608695652174,0.8552316681240864
141,0.001,0.005,0.75,2,0.7789473684210526,0.7725569365964993,0.7717391304347826,0.7785277689508464
142,0.001,0.005,0.75,5,0.7866028708133971,0.7849780850497393,0.7934782608695652,0.8027045687682476
143,0.001,0.005,0.75,8,0.6775119617224881,0.6569964698012297,0.6521739130434783,0.6559434228529779
144,0.005,0.0005,0.1,2,0.9799043062200957,0.9798694029213196,0.8152173913043478,0.8127380383591563
145,0.005,0.0005,0.1,5,0.9808612440191388,0.9809337045706582,0.8315217391304348,0.8354081413527414
146,0.005,0.0005,0.1,8,0.9846889952153111,0.9846134094881428,0.8043478260869565,0.8105490396191964
147,0.005,0.0005,0.25,2,0.9760765550239234,0.9760070670605266,0.8260869565217391,0.8282760909504572
148,0.005,0.0005,0.25,5,0.9875598086124402,0.9875502446984205,0.842391304347826,0.8471609264589411
149,0.005,0.0005,0.25,8,0.9751196172248804,0.9751052397431387,0.7717391304347826,0.7796265989569712
150,0.005,0.0005,0.5,2,0.9550239234449761,0.954786341042722,0.8315217391304348,0.8378574810306937
151,0.005,0.0005,0.5,5,0.9779904306220095,0.978018680794037,0.8152173913043478,0.8159062751609889
152,0.005,0.0005,0.5,8,0.9751196172248804,0.9749710181707735,0.8043478260869565,0.810312396862929
153,0.005,0.0005,0.75,2,0.9320574162679426,0.931221829009664,0.7554347826086957,0.764257859989662
154,0.005,0.0005,0.75,5,0.9655502392344497,0.9653735150296134,0.7554347826086957,0.7680799011758083
155,0.005,0.0005,0.75,8,0.9665071770334929,0.9661031196927302,0.7554347826086957,0.7642555002468797
156,0.005,0.001,0.1,2,0.9617224880382775,0.9617799114907841,0.8043478260869565,0.8133621163655548
157,0.005,0.001,0.1,5,0.9578947368421052,0.957557543526653,0.7010869565217391,0.7077370453428746
158,0.005,0.001,0.1,8,0.9751196172248804,0.9752973782693277,0.7065217391304348,0.7140727820361689
159,0.005,0.001,0.25,2,0.9578947368421052,0.9578005251310756,0.8097826086956522,0.8179779685802598
160,0.005,0.001,0.25,5,0.9578947368421052,0.9577273636726453,0.7119565217391305,0.7221344239248078
161,0.005,0.001,0.25,8,0.9578947368421052,0.957389500800139,0.625,0.6357554371074735
162,0.005,0.001,0.5,2,0.908133971291866,0.9058867561619283,0.7554347826086957,0.7706731618946625
163,0.005,0.001,0.5,5,0.9492822966507177,0.9491556590252813,0.7119565217391305,0.7221181348241487
164,0.005,0.001,0.5,8,0.9550239234449761,0.9546667464745497,0.7228260869565217,0.7418115674536302
165,0.005,0.001,0.75,2,0.8947368421052632,0.892822228861503,0.7934782608695652,0.7946744818639653
166,0.005,0.001,0.75,5,0.9224880382775119,0.9211736271241475,0.6630434782608695,0.6716540505567494
167,0.005,0.001,0.75,8,0.9473684210526315,0.9466106244548529,0.6739130434782609,0.6837761707855882
168,0.005,0.003,0.1,2,0.5818181818181818,0.5475509615425096,0.5978260869565217,0.6110856548584725
169,0.005,0.003,0.1,5,0.876555023923445,0.8757413787407998,0.7445652173913043,0.7523359644569376
170,0.005,0.003,0.1,8,0.7923444976076555,0.7920660533262743,0.532608695652174,0.5228001953322494
171,0.005,0.003,0.25,2,0.5569377990430622,0.5317774245733449,0.4673913043478261,0.4528055875782242
172,0.005,0.003,0.25,5,0.8421052631578947,0.8412339196906875,0.7608695652173914,0.7724958622818442
173,0.005,0.003,0.25,8,0.7971291866028708,0.7958671679654186,0.30978260869565216,0.24415600502557028
174,0.005,0.003,0.5,2,0.69377990430622,0.6897486449018888,0.7228260869565217,0.7350662324965541
175,0.005,0.003,0.5,5,0.7904306220095694,0.7851734898859467,0.5,0.4936324977053591
176,0.005,0.003,0.5,8,0.7636363636363637,0.765421629438972,0.391304347826087,0.32149563435345685
177,0.005,0.003,0.75,2,0.4172248803827751,0.3238158382303553,0.30978260869565216,0.294492325197099
178,0.005,0.003,0.75,5,0.3799043062200957,0.2943152522550519,0.1793478260869565,0.06019188643171738
179,0.005,0.003,0.75,8,0.5626794258373206,0.521421291236339,0.1793478260869565,0.07649349537829511
180,0.005,0.005,0.1,2,0.7665071770334928,0.7487743937709795,0.782608695652174,0.7913157010949448
181,0.005,0.005,0.1,5,0.4172248803827751,0.33922113218382866,0.2826086956521739,0.1775911542978624
182,0.005,0.005,0.1,8,0.7789473684210526,0.7733670503985589,0.7119565217391305,0.718104448692892
183,0.005,0.005,0.25,2,0.3990430622009569,0.2605662517151879,0.375,0.2910079051383399
184,0.005,0.005,0.25,5,0.7598086124401914,0.7521121239741138,0.8152173913043478,0.8167991359367638
185,0.005,0.005,0.25,8,0.5167464114832536,0.46111536646856605,0.4782608695652174,0.4168414319339792
186,0.005,0.005,0.5,2,0.2,0.06666666666666667,0.1358695652173913,0.03250468067401706
187,0.005,0.005,0.5,5,0.40669856459330145,0.32985251678719146,0.2717391304347826,0.2536162701518853
188,0.005,0.005,0.5,8,0.4028708133971292,0.2668905785439912,0.20652173913043478,0.1584844286915129
189,0.005,0.005,0.75,2,0.2,0.06666666666666667,0.1358695652173913,0.03250468067401706
190,0.005,0.005,0.75,5,0.2,0.06666666666666667,0.1358695652173913,0.03250468067401706
191,0.005,0.005,0.75,8,0.2,0.06666666666666667,0.1358695652173913,0.03250468067401706
192,0.01,0.0005,0.1,2,0.9665071770334929,0.9665026639597952,0.8043478260869565,0.8010356179217836
193,0.01,0.0005,0.1,5,0.7866028708133971,0.7865143991398046,0.6684782608695652,0.6801711187449686
194,0.01,0.0005,0.1,8,0.9722488038277513,0.9721778833037232,0.8043478260869565,0.8019288274723055
195,0.01,0.0005,0.25,2,0.968421052631579,0.9681458011987927,0.8369565217391305,0.8413392189171253
196,0.01,0.0005,0.25,5,0.9569377990430622,0.9564909015309555,0.8152173913043478,0.8160545061991751
197,0.01,0.0005,0.25,8,0.9741626794258373,0.9738678045788686,0.7934782608695652,0.7991579635806891
198,0.01,0.0005,0.5,2,0.9598086124401913,0.9596714348841919,0.7934782608695652,0.7968672017222242
199,0.01,0.0005,0.5,5,0.9665071770334929,0.9663733476002493,0.7989130434782609,0.8004052952419474
200,0.01,0.0005,0.5,8,0.9645933014354067,0.9645808176976047,0.8097826086956522,0.8081726392909971
201,0.01,0.0005,0.75,2,0.9291866028708134,0.9292046354212522,0.7934782608695652,0.7939968111611598
202,0.01,0.0005,0.75,5,0.9454545454545454,0.9455332038717295,0.7934782608695652,0.7992697872477244
203,0.01,0.0005,0.75,8,0.9330143540669856,0.933431216812334,0.8206521739130435,0.8095631904327556
204,0.01,0.001,0.1,2,0.9511961722488038,0.9510995665375139,0.7663043478260869,0.7757262162764055
205,0.01,0.001,0.1,5,0.9617224880382775,0.9613192690935188,0.7880434782608695,0.796831015432604
206,0.01,0.001,0.1,8,0.9483253588516747,0.947663448005912,0.7934782608695652,0.8015465211117386
207,0.01,0.001,0.25,2,0.9320574162679426,0.9314096001220526,0.7554347826086957,0.7659032672384832
208,0.01,0.001,0.25,5,0.9157894736842105,0.9140640936758403,0.75,0.7605676385913293
209,0.01,0.001,0.25,8,0.9444976076555024,0.9443726671656965,0.7608695652173914,0.7644485261785338
210,0.01,0.001,0.5,2,0.9129186602870814,0.9133940273380641,0.7880434782608695,0.787891466089787
211,0.01,0.001,0.5,5,0.8995215311004785,0.8973267143632633,0.7445652173913043,0.7481893745975775
212,0.01,0.001,0.5,8,0.9291866028708134,0.9292114469580165,0.7554347826086957,0.7654389777703231
213,0.01,0.001,0.75,2,0.8545454545454545,0.8491935117518453,0.7934782608695652,0.7840489965206919
214,0.01,0.001,0.75,5,0.9052631578947369,0.9038399738372002,0.8043478260869565,0.8115874432561051
215,0.01,0.001,0.75,8,0.9186602870813397,0.9173974532001025,0.7228260869565217,0.7352160057209581
216,0.01,0.003,0.1,2,0.4430622009569378,0.4085966941981728,0.41304347826086957,0.42620012925602746
217,0.01,0.003,0.1,5,0.46794258373205744,0.4479953981727386,0.28804347826086957,0.26628348051840034
218,0.01,0.003,0.1,8,0.4861244019138756,0.429059773751358,0.1793478260869565,0.07932010530127025
219,0.01,0.003,0.25,2,0.3703349282296651,0.3039643939721959,0.31521739130434784,0.31074922092296914
220,0.01,0.003,0.25,5,0.40574162679425835,0.37410684180666165,0.592391304347826,0.55618262362661
221,0.01,0.003,0.25,8,0.43732057416267944,0.35008380833793595,0.17391304347826086,0.0800195667580809
222,0.01,0.003,0.5,2,0.3827751196172249,0.2928712029198121,0.3695652173913043,0.3058888360919722
223,0.01,0.003,0.5,5,0.45167464114832534,0.3974494288209167,0.17391304347826086,0.06279285169445352
224,0.01,0.003,0.5,8,0.4354066985645933,0.4155933651697897,0.44021739130434784,0.4605547847126322
225,0.01,0.003,0.75,2,0.33588516746411484,0.25210662697456543,0.2826086956521739,0.25639564677958787
226,0.01,0.003,0.75,5,0.42488038277511964,0.4010770000736695,0.17391304347826086,0.07768726670062417
227,0.01,0.003,0.75,8,0.4631578947368421,0.43242142486756613,0.17391304347826086,0.08254809196121364
228,0.01,0.005,0.1,2,0.2,0.06666666666666667,0.1358695652173913,0.03250468067401706
229,0.01,0.005,0.1,5,0.2,0.06666666666666667,0.1358695652173913,0.03250468067401706
230,0.01,0.005,0.1,8,0.2,0.06666666666666667,0.1358695652173913,0.03250468067401706
231,0.01,0.005,0.25,2,0.2,0.06666666666666667,0.1358695652173913,0.03250468067401706
232,0.01,0.005,0.25,5,0.34258373205741627,0.2993564955153657,0.1793478260869565,0.0908816425120773
233,0.01,0.005,0.25,8,0.29952153110047847,0.20244565619581667,0.33695652173913043,0.32444805547964256
234,0.01,0.005,0.5,2,0.2,0.06666666666666667,0.1358695652173913,0.03250468067401706
235,0.01,0.005,0.5,5,0.22679425837320574,0.13987298164396372,0.5652173913043478,0.44647986568130327
236,0.01,0.005,0.5,8,0.24401913875598086,0.15688905204920628,0.07608695652173914,0.04328701330452133
237,0.01,0.005,0.75,2,0.2,0.06666666666666667,0.1358695652173913,0.03250468067401706
238,0.01,0.005,0.75,5,0.2,0.06666666666666667,0.1358695652173913,0.03250468067401706
239,0.01,0.005,0.75,8,0.24976076555023924,0.1592024572278356,0.1358695652173913,0.03250468067401706
