index,train_accuracy,train_F1,test_accuracy,test_F1,train_acc_Normal,train_acc_Basal,train_acc_Her2,train_acc_LumA,train_acc_LumB,test_acc_Normal,test_acc_Basal,test_acc_Her2,test_acc_LumA,test_acc_LumB
0,0.2,0.06671987230646448,0.1358695652173913,0.03250468067401706,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
50,0.2,0.06666666666666667,0.1358695652173913,0.03250468067401706,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
100,0.2,0.06666666666666667,0.1358695652173913,0.03250468067401706,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
150,0.2,0.06671987230646448,0.1358695652173913,0.03250468067401706,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200,0.2,0.06671987230646448,0.1358695652173913,0.03250468067401706,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
250,0.2,0.06671987230646448,0.1358695652173913,0.03250468067401706,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
300,0.2,0.06671987230646448,0.1358695652173913,0.03250468067401706,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
350,0.2,0.06666666666666667,0.1358695652173913,0.03250468067401706,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
400,0.2,0.06666666666666667,0.1358695652173913,0.03250468067401706,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
450,0.2,0.06666666666666667,0.1358695652173913,0.03250468067401706,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
500,0.2,0.06666666666666667,0.1358695652173913,0.03250468067401706,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
550,0.2,0.06666666666666667,0.1358695652173913,0.03250468067401706,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
600,0.20095693779904306,0.06875793427230047,0.1358695652173913,0.03250468067401706,1.0,0.0,0.004784688995215311,0.0,0.0,1.0,0.0,0.004784688995215311,0.0,0.0
650,0.2,0.06666666666666667,0.1358695652173913,0.03250468067401706,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
700,0.20095693779904306,0.06862463421122637,0.1358695652173913,0.03250468067401706,1.0,0.004784688995215311,0.0,0.0,0.0,1.0,0.004784688995215311,0.0,0.0,0.0
750,0.20287081339712917,0.0725227698680595,0.1358695652173913,0.03250468067401706,1.0,0.009569377990430622,0.004784688995215311,0.0,0.0,1.0,0.009569377990430622,0.004784688995215311,0.0,0.0
800,0.20956937799043063,0.0856751605407934,0.1358695652173913,0.03250468067401706,1.0,0.0430622009569378,0.004784688995215311,0.0,0.0,1.0,0.0430622009569378,0.004784688995215311,0.0,0.0
850,0.215311004784689,0.09770860009423242,0.14130434782608695,0.04315570580094568,0.9952153110047847,0.07655502392344497,0.004784688995215311,0.0,0.0,0.9952153110047847,0.07655502392344497,0.004784688995215311,0.0,0.0
900,0.22679425837320574,0.11612691493003166,0.14673913043478262,0.05310859063222013,1.0,0.1291866028708134,0.004784688995215311,0.0,0.0,1.0,0.1291866028708134,0.004784688995215311,0.0,0.0
950,0.23444976076555024,0.12773298009291217,0.15217391304347827,0.06243106523781641,1.0,0.1674641148325359,0.004784688995215311,0.0,0.0,1.0,0.1674641148325359,0.004784688995215311,0.0,0.0
1000,0.23540669856459331,0.1288054132675647,0.15217391304347827,0.07001278772378516,1.0,0.17703349282296652,0.0,0.0,0.0,1.0,0.17703349282296652,0.0,0.0,0.0
