,0
CD11a,0.8285376009759019
CD11c,0.8559917991613718
CD123,0.6614094098649846
CD127-IL7Ra,0.6447138684653074
CD14_y,0.875814355002001
CD16,0.7335253445661292
CD161,0.4154168637228212
CD19,0.843106469585285
CD197-CCR7,0.3891045666018658
CD25,0.24406647904343023
CD27,0.6528599681125944
CD278-ICOS,0.5656786062572233
CD28,0.6598853394589482
CD3,0.6636175321096116
CD34_y,0.6882206745817909
CD38_y,0.5042616704753146
CD4,0.3800320612937174
CD45RA,0.6455842515940787
CD45RO,0.23206613244906507
CD56,0.6360153342823589
CD57,0.4345190922722436
CD69,0.5364675282125317
CD79b,0.6624096782373099
CD8a,0.37190480700907724
HLA.DR,0.6424848411539329
