,0
CD11a,0.7683545818235921
CD11c,0.7842381966122373
CD123,0.687328233612158
CD127-IL7Ra,0.7732445562304143
CD14_y,0.6392832239672267
CD16,0.24357640020369822
CD161,0.3425805235928249
CD19,0.38197184606078904
CD197-CCR7,0.39732885931652634
CD25,0.32338774596724174
CD27,0.8301768401698933
CD278-ICOS,0.7673910114709468
CD28,0.7918428179011434
CD3,0.7297189844982862
CD34_y,0.5898192722031378
CD38_y,0.6958280211150605
CD4,0.46476350888072526
CD45RA,0.6664269956470127
CD45RO,0.4814482481477162
CD56,0.276271490568286
CD57,0.2977712687746246
CD69,0.6239980862807023
CD79b,0.3509688416896036
CD8a,0.2966670847888318
HLA.DR,0.8130486410131793
