,0
CD11a,0.7889216984025066
CD11c,0.7245630162848932
CD123,0.6903274703675829
CD127-IL7Ra,0.7261259331785521
CD14_y,0.5829621223582594
CD16,0.10785353597476513
CD161,0.28109577073303144
CD19,0.38642066793696095
CD197-CCR7,0.41223217178211086
CD25,0.20250003521466833
CD27,0.7769456551250394
CD278-ICOS,0.7038498715462335
CD28,0.7174595475655021
CD3,0.6630963584612715
CD34_y,0.5783171160753113
CD38_y,0.635697321086063
CD4,0.5209788382210844
CD45RA,0.6404267463306805
CD45RO,0.12854774031165922
CD56,0.19916159475463094
CD57,0.1859001186146169
CD69,0.24447175753451297
CD79b,0.3434204658380097
CD8a,0.24156457822301794
HLA.DR,0.7801908544305727
