,0
CD11a,0.6526946623680672
CD11c,0.8156658573394064
CD123,0.4917264656866371
CD127-IL7Ra,0.48281158851160394
CD14_y,0.8129876678289337
CD16,0.6030041041183107
CD161,0.4603507655925142
CD19,0.7579572326281022
CD197-CCR7,0.317811790085123
CD25,0.24650190589226123
CD27,0.5942753179873101
CD278-ICOS,0.46035661507625847
CD28,0.5336117811339811
CD3,0.5661200928242429
CD34_y,0.29218982355485434
CD38_y,0.41465444320190414
CD4,0.4921058709220113
CD45RA,0.5291626781852998
CD45RO,0.3398366058607294
CD56,0.40244429786275804
CD57,0.22556693125245036
CD69,0.5219500043485471
CD79b,0.5878481069193674
CD8a,0.5839889594208231
HLA.DR,0.554535626325024
