,0
CD11a,0.7649216422498423
CD11c,0.7785382971973887
CD123,0.6900823834221882
CD127-IL7Ra,0.767840312711449
CD14_y,0.6435245851184784
CD16,0.22662794704917055
CD161,0.3755363075318494
CD19,0.41585071104358007
CD197-CCR7,0.4033540682742508
CD25,0.3263803085341386
CD27,0.825379503211811
CD278-ICOS,0.7576636060270378
CD28,0.7935136074188174
CD3,0.7364543854066118
CD34_y,0.5904618654778264
CD38_y,0.6665621002499958
CD4,0.5138189973405602
CD45RA,0.6306213483846143
CD45RO,0.47220433452612154
CD56,0.26132620269281265
CD57,0.29268597446106626
CD69,0.605360480208079
CD79b,0.3814972194043303
CD8a,0.31203990562989037
HLA.DR,0.8076470817029816
