,0
CD11a,0.746798086971687
CD11c,0.9281351463980168
CD123,0.6111667648208079
CD127-IL7Ra,0.7095240253831994
CD14_y,0.8866962209044773
CD16,0.8222889999294988
CD161,0.4849437541026894
CD19,0.8937139381916672
CD197-CCR7,0.3672932694231308
CD25,0.2629164715495561
CD27,0.7885678226986396
CD278-ICOS,0.6518380354591511
CD28,0.7534290888349496
CD3,0.7916204422592371
CD34_y,0.6314435172886881
CD38_y,0.5835523203051974
CD4,0.5876531907399695
CD45RA,0.6250141956653222
CD45RO,0.39694795201047883
CD56,0.6933574745230784
CD57,0.46596390466012927
CD69,0.5406575729034837
CD79b,0.707809402411469
CD8a,0.4461193103152539
HLA.DR,0.7917021194066155
