,0
CD11a,0.7991807863543384
CD11c,0.7023956490235068
CD123,0.6691954723003892
CD127-IL7Ra,0.6839651381985133
CD14_y,0.5525400311321381
CD16,0.21985041298613203
CD161,0.25705698226352275
CD19,0.3873108832505529
CD197-CCR7,0.3942584057237524
CD25,0.14156084944323397
CD27,0.6760117553325212
CD278-ICOS,0.6526879559855574
CD28,0.6918959169913754
CD3,0.7380762426938434
CD34_y,0.49097976446758285
CD38_y,0.6205215192769006
CD4,0.549516174890494
CD45RA,0.5931204011994669
CD45RO,0.3225333832576078
CD56,0.22640311059413823
CD57,0.2637478453410372
CD69,0.4226601452735539
CD79b,0.3556303021925996
CD8a,0.2620736010740435
HLA.DR,0.8009259292239809
