,0
CD11a,0.7327476455342965
CD11c,0.9258970622121552
CD123,0.6017657518338385
CD127-IL7Ra,0.7042488412190576
CD14_y,0.8876189208269931
CD16,0.8093935903249388
CD161,0.538144698774952
CD19,0.9084496071961701
CD197-CCR7,0.3697727605224212
CD25,0.28740581376380636
CD27,0.7907871143173654
CD278-ICOS,0.6514740297252116
CD28,0.7495442366867573
CD3,0.7838401364046139
CD34_y,0.6037953490537088
CD38_y,0.579168173208562
CD4,0.5768638557091348
CD45RA,0.6179013337734531
CD45RO,0.40704921464994603
CD56,0.7007957163878527
CD57,0.47508789019832154
CD69,0.552183750079425
CD79b,0.727115576365298
CD8a,0.4647511160139342
HLA.DR,0.7736643629737238
