,0
CD11a,0.6071379853709675
CD11c,0.7839293703390701
CD123,0.5537568025208686
CD127-IL7Ra,0.44823046161616426
CD14_y,0.7795555646216479
CD16,0.5568562001153591
CD161,0.40377704504163203
CD19,0.7099677390390043
CD197-CCR7,0.27243993615276185
CD25,0.2127399166764866
CD27,0.5576579369153147
CD278-ICOS,0.4297283177732016
CD28,0.4906214360765718
CD3,0.5328585797073113
CD34_y,0.35664912093233775
CD38_y,0.4201170941768851
CD4,0.4532790007723838
CD45RA,0.4950050795594926
CD45RO,0.3203079261311086
CD56,0.38219100047998655
CD57,0.19793307776620195
CD69,0.5058057946454156
CD79b,0.5378729438356968
CD8a,0.5506753701716561
HLA.DR,0.5435239734024098
