,0
CD11a,0.7342657044404054
CD11c,0.9167291023210806
CD123,0.5965557458478895
CD127-IL7Ra,0.6936115672215241
CD14_y,0.8891770931982758
CD16,0.7463142036220399
CD161,0.5948819528086805
CD19,0.8930360010955816
CD197-CCR7,0.3701303688901174
CD25,0.325692181054206
CD27,0.7823115429295365
CD278-ICOS,0.6440818633726508
CD28,0.7380374269610008
CD3,0.7637715643032883
CD34_y,0.5882160778033819
CD38_y,0.5755073414239238
CD4,0.5907508590175016
CD45RA,0.6215828977542966
CD45RO,0.4256865178712136
CD56,0.6957968249584935
CD57,0.4640555996373294
CD69,0.5686479161882297
CD79b,0.725506042280072
CD8a,0.5145392043823379
HLA.DR,0.7347725696373799
