,0
CD11a,0.6672222372744124
CD11c,0.8276064144001591
CD123,0.48150255082415777
CD127-IL7Ra,0.5061912947180996
CD14_y,0.823877350785506
CD16,0.6301767061662699
CD161,0.4749460957227116
CD19,0.7742624454092656
CD197-CCR7,0.3300142957760529
CD25,0.2551332501945563
CD27,0.6188754924951206
CD278-ICOS,0.4831683476977685
CD28,0.559722169294429
CD3,0.5889976033533313
CD34_y,0.2886085970799545
CD38_y,0.42749850464299843
CD4,0.5066285657587192
CD45RA,0.5441354325581463
CD45RO,0.34383390673237574
CD56,0.4257857741080222
CD57,0.2418185464756316
CD69,0.5286716304386091
CD79b,0.6051369506615694
CD8a,0.5926862223952207
HLA.DR,0.5723786846693503
