,0
CD11a,0.8059577837913589
CD11c,0.6541015241673339
CD123,0.5937221215497898
CD127-IL7Ra,0.472273035353029
CD14_y,0.6417941401454706
CD16,0.418012808138001
CD161,0.4094320927156969
CD19,0.4846576930824634
CD197-CCR7,0.32011237949316423
CD25,0.18051436612746524
CD27,0.5384271475437896
CD278-ICOS,0.42864567173008283
CD28,0.5051753709142452
CD3,0.46435409540513295
CD34_y,0.5839962257826782
CD38_y,0.412328610911416
CD4,0.43003046756856184
CD45RA,0.5963370284611808
CD45RO,0.18289925152307426
CD56,0.7147104413077631
CD57,0.4621185330877684
CD69,0.25557571931800915
CD79b,0.5328192511607243
CD8a,0.3182039618621697
HLA.DR,0.4752933706205798
